date,symbol,side,shares,price,notional,fees,slippage_rate
2018-06-28,992,sell,8000,1.3879006599578825,11103.20527966306,58.42,0.0015103165770628
2018-06-28,1157,buy,32500,0.5008674969786491,16278.193651806096,64.06,0.0017349939572982
2018-06-28,1585,sell,7000,1.1282113113367174,7897.479179357021,54.0,0.001582910321489
2018-06-28,1898,buy,15500,0.6109945820586196,9470.416021908602,56.21,0.0016304623911796
2018-06-28,3382,sell,10000,0.6888840140845071,6888.840140845071,52.88,0.0016173708920187
2018-06-29,517,sell,7500,0.7484073634204276,5613.055225653206,51.72,0.0021235154394299
2018-06-29,992,sell,9500,1.377915399575994,13090.196295971944,60.66,0.0015105800173954
2018-06-29,1157,sell,42000,0.5190229344819026,21798.96324823991,69.77000000000001,0.0018789721501874
2018-06-29,1585,sell,4000,1.0583839732522553,4233.5358930090215,50.54,0.0015245535356082
2018-06-29,1898,sell,45000,0.6886628477753338,30989.82814989002,79.94,0.0019379017748784
2018-06-29,3382,sell,18500,0.6787483119343296,12556.843770785095,59.60000000000001,0.0018407177436329
2018-07-03,215,buy,129000,1.2433690464349971,160394.60699011464,324.6856855920917,0.0027169729314492
2018-07-03,467,buy,208000,0.7727101846261554,160723.7184022403,324.98897472179226,0.0035197202937083
2018-07-03,992,sell,9500,1.5176911791321863,14418.06620175577,61.830000000000005,0.0015189610972459
2018-07-03,1157,sell,303500,0.5283972111183649,160368.55357442374,324.664842859539,0.0030241299653492
2018-07-03,1585,buy,11000,1.001580933361362,11017.390266974984,58.4,0.0015809333613622
2018-07-03,1898,sell,229000,0.7077758901110093,162080.67883542113,328.25454306833694,0.0031325491394235
2018-07-03,3382,sell,138500,0.666651691919192,92331.2593308081,193.59500746464647,0.0049974747474747
2018-07-03,3738,buy,129500,0.8341410546574288,108021.26657813705,224.1370132625096,0.0049892224788298
2018-07-04,215,buy,1500,1.2318621104928458,1847.7931657392687,47.23,0.0015139109697933
2018-07-04,467,sell,5000,0.7887633039585146,3943.8165197925728,49.51,0.0015654380271967
2018-07-04,992,buy,500,1.5222828993222346,761.1414496611173,46.09,0.0015019074488384
2018-07-04,1585,sell,4000,1.028392602769364,4113.570411077456,50.52,0.001560579835569
2018-07-04,3382,sell,93500,0.6976319620253164,65228.58844936708,141.47287075949365,0.003382911392405
2018-07-04,3738,buy,68500,0.8139405789473686,55754.92965789475,122.68394372631582,0.0048649122807017
2018-07-05,215,sell,3500,1.2680195879786718,4438.068557925351,50.56999999999999,0.0015593795443528
2018-07-05,467,sell,6500,0.818685611451691,5321.456474435992,51.67,0.0016029128637913
2018-07-05,992,buy,7000,1.432186967070314,10025.308769492198,57.28000000000001,0.0015293476016181
2018-07-05,1585,buy,2000,1.0216076931447229,2043.2153862894452,48.27,0.0015761697497279
2018-07-05,3738,sell,4000,0.8286535152838428,3314.6140611353712,49.42,0.001622270742358
