year,1,2,3,4,5,6,7,8,9,10,11,12
2021,0.08749229587287635,0.017707270208105457,0.04238020362742958,-0.0777298839324297,0.07768507730793475,0.07174472135967434,0.01019333464676531,-0.16629506246441728,0.05952509136715835,0.06682267373163898,0.08096647227460602,0.047625487711874345
2022,0.024246268637049918,0.2099126646091737,-0.015586328969123115,0.035382931935203026,-0.057688891303794676,-0.09996859281069809,0.14000789005882383,0.08174352422230181,-0.010655940491287756,-0.02292881024015185,0.03903422409751524,-0.05453321839601954
2023,-0.231165339317746,-0.12338827532581768,0.03233701354907366,0.032683348759654146,-0.042471645912235234,-0.04034705823523529,-0.051197814627229686,-0.01683110959117857,0.03728291088747231,-0.030865953450547375,-0.08012192536138239,-0.07108093202419961
2024,-0.017890963967786784,-0.15594081220983652,-0.00945276520384981,-0.05594593220867563,-0.07459695011048073,-0.006857811996657459,0.013191881328463344,0.07403593795687076,-0.0007615957046551203,-0.03708018139889711,-0.08574443800828171,0.04039893243306546
2025,0.04720171783776851,0.00823834293437245,0.009458756278530845,-0.038667752859952366,-0.050835141943884526,-0.06666140576769089,-0.002318754526208408,0.04386850127866948,-0.002623264078921984,0.0568613066205542,-0.057661914032837644,0.026834652378137838
2026,0.0841834777986264,-0.00181170011835085,,,,,,,,,,
