horizon,mean_pearson_ic,mean_spearman_ic,pearson_t_stat_nw,spearman_t_stat_nw
1,0.006426792324271616,0.015681426280410467,2.222015779153305,5.365311132977245
5,0.008944783699711589,0.015604226053784847,1.775873863080542,3.056334747531086
10,0.007655819146540551,0.014573960434574759,1.1005732843861509,2.160556330584391
21,-0.005005968482375423,-0.004126476763365306,-0.5430789513031584,-0.48483071201611566
42,-0.00806365689454387,-0.00690826123490361,-1.0184845008071213,-0.7459255349616304
