,0
scope,conditioned_universe__VolumeMeanRatio_14
cross_sections,1882
sample_count,243335
factor_mean,0.9401121494026871
factor_std,0.252937974616321
factor_skew,-0.04745712090325483
factor_kurtosis,0.2391478207308113
coverage_mean,0.5435841353734621
