"Date","OrderTime","AssetType","Security","TradeSide","OrderType","FilledQuantity","FilledPrice","FilledAmount","OrderQuantity","OrderPrice","RealizedPnL","Commission","Status","LastUpdatedAt"
"2011-01-11","09:30:00","Equity","002049.XSHE","Buy","MarketOrder","4000 shares","24.65","98600","4000 shares","-","0","29.58","Filled","2011-01-11 09:30:00"
"2011-01-12","11:25:00","Equity","002049.XSHE","Sell","MarketOrder","-4000 shares","23.8","-95200","-4000 shares","-","-3400","123.76","Filled","2011-01-12 11:25:00"
"2011-01-13","09:30:00","Equity","002049.XSHE","Buy","MarketOrder","3900 shares","24.4","95160","3900 shares","-","0","28.55","Filled","2011-01-13 09:30:00"
"2011-01-14","11:25:00","Equity","002049.XSHE","Sell","MarketOrder","-3900 shares","23.43","-91377","-3900 shares","-","-3783","118.79","Filled","2011-01-14 11:25:00"
"2011-01-19","09:30:00","Equity","000591.XSHE","Buy","MarketOrder","8700 shares","10.6","92220","8700 shares","-","0","27.67","Filled","2011-01-19 09:30:00"
"2011-01-24","14:50:00","Equity","000591.XSHE","Sell","MarketOrder","-8700 shares","10.23","-89001","-8700 shares","-","-3219","115.7","Filled","2011-01-24 14:50:00"
"2011-01-25","09:30:00","Equity","002056.XSHE","Buy","MarketOrder","2800 shares","30.75","86100","2800 shares","-","0","25.83","Filled","2011-01-25 09:30:00"
"2011-01-27","09:30:00","Equity","600160.XSHG","Buy","MarketOrder","100 shares","18","1800","100 shares","-","0","5","Filled","2011-01-27 09:30:00"
"2011-01-27","11:25:00","Equity","002056.XSHE","Sell","MarketOrder","-2800 shares","32.26","-90328","-2800 shares","-","4228","117.43","Filled","2011-01-27 11:25:00"
"2011-02-11","11:25:00","Equity","600160.XSHG","Sell","MarketOrder","-100 shares","22.58","-2258","-100 shares","-","458","7.26","Filled","2011-02-11 11:25:00"
"2011-04-27","09:30:00","Equity","002335.XSHE","Buy","MarketOrder","4000 shares","23.09","92360","4000 shares","-","0","27.71","Filled","2011-04-27 09:30:00"
"2011-04-28","11:25:00","Equity","002335.XSHE","Sell","MarketOrder","-4000 shares","22.16","-88640","-4000 shares","-","-3720","115.23","Filled","2011-04-28 11:25:00"
"2011-04-29","09:30:00","Equity","002049.XSHE","Buy","MarketOrder","2100 shares","20.52","43092","2100 shares","-","0","12.93","Filled","2011-04-29 09:30:00"
"2011-04-29","09:30:00","Equity","300059.XSHE","Buy","MarketOrder","1200 shares","36.9","44280","1200 shares","-","0","13.28","Filled","2011-04-29 09:30:00"
"2011-05-17","11:25:00","Equity","300059.XSHE","Sell","MarketOrder","-1200 shares","37.78","-45336","-1200 shares","-","1056","58.94","Filled","2011-05-17 11:25:00"
"2011-05-24","09:30:00","Equity","600160.XSHG","Buy","MarketOrder","1700 shares","26.68","45356","1700 shares","-","0","13.61","Filled","2011-05-24 09:30:00"
"2011-05-25","09:30:00","Equity","600760.XSHG","Buy","MarketOrder","100 shares","13.15","1315","100 shares","-","0","5","Filled","2011-05-25 09:30:00"
"2011-05-27","11:25:00","Equity","600160.XSHG","Sell","MarketOrder","-1700 shares","27.25","-46325","-1700 shares","-","969","60.22","Filled","2011-05-27 11:25:00"
"2011-05-27","11:25:00","Equity","600760.XSHG","Sell","MarketOrder","-100 shares","12.71","-1271","-100 shares","-","-44","6.27","Filled","2011-05-27 11:25:00"
"2011-05-30","09:30:00","Equity","002056.XSHE","Buy","MarketOrder","1800 shares","26","46800","1800 shares","-","0","14.04","Filled","2011-05-30 09:30:00"
"2011-05-31","09:30:00","Equity","000591.XSHE","Buy","MarketOrder","200 shares","7.62","1524","200 shares","-","0","5","Filled","2011-05-31 09:30:00"
"2011-06-03","11:25:00","Equity","002056.XSHE","Sell","MarketOrder","-1800 shares","27.03","-48654","-1800 shares","-","1854","63.25","Filled","2011-06-03 11:25:00"
"2011-06-07","11:25:00","Equity","002049.XSHE","Sell","MarketOrder","-2100 shares","21","-44100","-2100 shares","-","1239","57.33","Filled","2011-06-07 11:25:00"
"2011-06-20","11:25:00","Equity","000591.XSHE","Sell","MarketOrder","-200 shares","7.36","-1472","-200 shares","-","-52","6.47","Filled","2011-06-20 11:25:00"
"2011-06-21","09:30:00","Equity","002555.XSHE","Buy","MarketOrder","7500 shares","12.52","93900","7500 shares","-","0","28.17","Filled","2011-06-21 09:30:00"
"2011-06-24","11:25:00","Equity","002555.XSHE","Sell","MarketOrder","-7500 shares","13.42","-100650","-7500 shares","-","6750","130.84","Filled","2011-06-24 11:25:00"
"2011-08-09","09:30:00","Equity","002402.XSHE","Buy","MarketOrder","2200 shares","15.05","33110","2200 shares","-","0","9.93","Filled","2011-08-09 09:30:00"
"2011-08-09","09:30:00","Equity","600803.XSHG","Buy","MarketOrder","3300 shares","10.03","33099","3300 shares","-","0","9.93","Filled","2011-08-09 09:30:00"
"2011-08-09","09:30:00","Equity","300059.XSHE","Buy","MarketOrder","1500 shares","21.69","32535","1500 shares","-","0","9.76","Filled","2011-08-09 09:30:00"
"2011-08-12","11:25:00","Equity","600803.XSHG","Sell","MarketOrder","-3300 shares","11.21","-36993","-3300 shares","-","3894","48.09","Filled","2011-08-12 11:25:00"
"2011-08-15","11:25:00","Equity","002402.XSHE","Sell","MarketOrder","-2200 shares","16.41","-36102","-2200 shares","-","2992","46.93","Filled","2011-08-15 11:25:00"
"2011-08-15","11:25:00","Equity","300059.XSHE","Sell","MarketOrder","-1500 shares","24.22","-36330","-1500 shares","-","3795","47.23","Filled","2011-08-15 11:25:00"
"2011-09-14","09:30:00","Equity","002402.XSHE","Buy","MarketOrder","6800 shares","16.19","110092","6800 shares","-","0","33.03","Filled","2011-09-14 09:30:00"
"2011-09-22","11:25:00","Equity","002402.XSHE","Sell","MarketOrder","-6800 shares","16.39","-111452","-6800 shares","-","1360","144.89","Filled","2011-09-22 11:25:00"
"2011-09-30","09:30:00","Equity","002335.XSHE","Buy","MarketOrder","2900 shares","19","55100","2900 shares","-","0","16.53","Filled","2011-09-30 09:30:00"
"2011-09-30","09:30:00","Equity","002611.XSHE","Buy","MarketOrder","3500 shares","16","56000","3500 shares","-","0","16.8","Filled","2011-09-30 09:30:00"
"2011-10-13","11:25:00","Equity","002611.XSHE","Sell","MarketOrder","-3500 shares","17.32","-60620","-3500 shares","-","4620","78.81","Filled","2011-10-13 11:25:00"
"2011-10-21","14:50:00","Equity","002335.XSHE","Sell","MarketOrder","-2900 shares","18.39","-53331","-2900 shares","-","-1769","69.33","Filled","2011-10-21 14:50:00"
"2011-10-24","09:30:00","Equity","000591.XSHE","Buy","MarketOrder","19200 shares","6","115200","19200 shares","-","0","34.56","Filled","2011-10-24 09:30:00"
"2011-11-03","11:25:00","Equity","000591.XSHE","Sell","MarketOrder","-19200 shares","6.91","-132672","-19200 shares","-","17472","172.47","Filled","2011-11-03 11:25:00"
"2011-11-11","09:30:00","Equity","600760.XSHG","Buy","MarketOrder","14000 shares","9.43","132020","14000 shares","-","0","39.61","Filled","2011-11-11 09:30:00"
"2011-11-15","11:25:00","Equity","600760.XSHG","Sell","MarketOrder","-14000 shares","9.85","-137900","-14000 shares","-","5880","179.27","Filled","2011-11-15 11:25:00"
