year,most_frequently_selected_stocks
2018,sz002749_12 sz002625_11 sh603788_8 sz002034_8 sh600366_7 sh600599_7 sh603633_7 sz002014_7 sh600452_6 sh603018_6 sz000065_6 sz002543_6 sz002627_6 sz002681_6 sh600167_5 sh600477_5 sh600962_5 sh603223_5 sz000544_5 sz000885_5
