,mean,std,ir
ic_1d,-0.015606967616337553,0.13452893046260697,-0.11601198019392261
ic_5d,-0.011604269371608298,0.13463715588957387,-0.08618920456939716
ic_20d,-0.005638222355245129,0.1280340859378425,-0.04403688528680052
