Date,Order_Time,Security_Type,Symbol,Trade_Side,Order_Type,Filled_Qty,Filled_Price,Turnover,Order_Qty,Order_Price,Realized_PnL,Commission,Status,Last_Updated
2022-01-06,09:30:00,Stock,阳光电源(300274.XSHE),Buy,Market_Order,200Shares,127.87,25574,200Shares,-,0,7.67,Filled,2022-01-06 09:30:00
2022-01-06,09:30:00,Stock,盛弘股份(300693.XSHE),Buy,Market_Order,1000Shares,32.56,32560,1000Shares,-,0,9.77,Filled,2022-01-06 09:30:00
2022-01-07,09:30:00,Stock,东方财富(300059.XSHE),Buy,Market_Order,1200Shares,34.19,41028,1200Shares,-,0,12.31,Filled,2022-01-07 09:30:00
2022-01-11,11:25:00,Stock,阳光电源(300274.XSHE),Sell,Market_Order,-200Shares,122.74,-24548,-200Shares,-,-1026,31.91,Filled,2022-01-11 11:25:00
2022-01-12,09:30:00,Stock,华能国际(600011.XSHG),Buy,Market_Order,1600Shares,7.81,12496,1600Shares,-,0,5,Filled,2022-01-12 09:30:00
2022-01-12,09:30:00,Stock,阳光电源(300274.XSHE),Buy,Market_Order,100Shares,124.5,12450,100Shares,-,0,5,Filled,2022-01-12 09:30:00
2022-01-13,11:25:00,Stock,东方财富(300059.XSHE),Sell,Market_Order,-1200Shares,33.02,-39624,-1200Shares,-,-1404,51.51,Filled,2022-01-13 11:25:00
2022-01-13,14:50:00,Stock,华能国际(600011.XSHG),Sell,Market_Order,-1600Shares,7.49,-11984,-1600Shares,-,-512,16.98,Filled,2022-01-13 14:50:00
2022-01-17,09:30:00,Stock,中国化学(601117.XSHG),Buy,Market_Order,5000Shares,10.29,51450,5000Shares,-,0,15.43,Filled,2022-01-17 09:30:00
2022-01-17,11:25:00,Stock,盛弘股份(300693.XSHE),Sell,Market_Order,-1000Shares,34.66,-34660,-1000Shares,-,2100,45.06,Filled,2022-01-17 11:25:00
2022-01-24,11:25:00,Stock,阳光电源(300274.XSHE),Sell,Market_Order,-100Shares,130.9,-13090,-100Shares,-,640,18.09,Filled,2022-01-24 11:25:00
2022-01-25,09:30:00,Stock,东方精工(002611.XSHE),Buy,Market_Order,9400Shares,5.12,48128,9400Shares,-,0,14.44,Filled,2022-01-25 09:30:00
2022-02-21,11:25:00,Stock,东方精工(002611.XSHE),Sell,Market_Order,-9400Shares,5.24,-49256,-9400Shares,-,1128,64.03,Filled,2022-02-21 11:25:00
2022-02-23,09:30:00,Stock,欣旺达(300207.XSHE),Buy,Market_Order,700Shares,34,23800,700Shares,-,0,7.14,Filled,2022-02-23 09:30:00
2022-02-23,09:30:00,Stock,东方财富(300059.XSHE),Buy,Market_Order,900Shares,25.68,23112,900Shares,-,0,6.93,Filled,2022-02-23 09:30:00
2022-02-24,09:30:00,Stock,华能国际(600011.XSHG),Buy,Market_Order,200Shares,7.6,1520,200Shares,-,0,5,Filled,2022-02-24 09:30:00
2022-02-28,14:50:00,Stock,华能国际(600011.XSHG),Sell,Market_Order,-200Shares,8.76,-1752,-200Shares,-,232,6.75,Filled,2022-02-28 14:50:00
2022-03-02,14:50:00,Stock,中国化学(601117.XSHG),Sell,Market_Order,-5000Shares,9.98,-49900,-5000Shares,-,-1550,64.87,Filled,2022-03-02 14:50:00
2022-03-04,11:25:00,Stock,欣旺达(300207.XSHE),Sell,Market_Order,-700Shares,32.25,-22575,-700Shares,-,-1225,29.35,Filled,2022-03-04 11:25:00
2022-03-07,14:50:00,Stock,东方财富(300059.XSHE),Sell,Market_Order,-900Shares,24.83,-22347,-900Shares,-,-765,29.05,Filled,2022-03-07 14:50:00
2022-03-08,09:30:00,Stock,欣旺达(300207.XSHE),Buy,Market_Order,1100Shares,28.91,31801,1100Shares,-,0,9.54,Filled,2022-03-08 09:30:00
2022-03-08,09:30:00,Stock,科华数据(002335.XSHE),Buy,Market_Order,1000Shares,29.75,29750,1000Shares,-,0,8.92,Filled,2022-03-08 09:30:00
2022-03-09,09:30:00,Stock,横店东磁(002056.XSHE),Buy,Market_Order,2500Shares,13.96,34900,2500Shares,-,0,10.47,Filled,2022-03-09 09:30:00
2022-03-11,11:25:00,Stock,欣旺达(300207.XSHE),Sell,Market_Order,-1100Shares,27.89,-30679,-1100Shares,-,-1122,39.88,Filled,2022-03-11 11:25:00
2022-03-15,11:25:00,Stock,科华数据(002335.XSHE),Sell,Market_Order,-1000Shares,28.82,-28820,-1000Shares,-,-930,37.47,Filled,2022-03-15 11:25:00
2022-03-15,14:50:00,Stock,横店东磁(002056.XSHE),Sell,Market_Order,-2500Shares,13.35,-33375,-2500Shares,-,-1525,43.39,Filled,2022-03-15 14:50:00
2022-03-16,09:30:00,Stock,华能国际(600011.XSHG),Buy,Market_Order,4100Shares,7.59,31119,4100Shares,-,0,9.34,Filled,2022-03-16 09:30:00
2022-03-16,09:30:00,Stock,中国中免(601888.XSHG),Buy,Market_Order,100Shares,163.8,16380,100Shares,-,0,5,Filled,2022-03-16 09:30:00
2022-03-16,09:30:00,Stock,紫金矿业(601899.XSHG),Buy,Market_Order,3200Shares,9.7,31040,3200Shares,-,0,9.31,Filled,2022-03-16 09:30:00
2022-03-17,09:30:00,Stock,中国铝业(601600.XSHG),Buy,Market_Order,1200Shares,5.79,6948,1200Shares,-,0,5,Filled,2022-03-17 09:30:00
2022-03-17,09:30:00,Stock,新奥股份(600803.XSHG),Buy,Market_Order,400Shares,14.9,5960,400Shares,-,0,5,Filled,2022-03-17 09:30:00
2022-03-21,11:25:00,Stock,中国中免(601888.XSHG),Sell,Market_Order,-100Shares,173.19,-17319,-100Shares,-,939,22.51,Filled,2022-03-21 11:25:00
2022-03-21,11:25:00,Stock,紫金矿业(601899.XSHG),Sell,Market_Order,-3200Shares,10.86,-34752,-3200Shares,-,3712,45.18,Filled,2022-03-21 11:25:00
2022-03-21,11:25:00,Stock,中国铝业(601600.XSHG),Sell,Market_Order,-1200Shares,6.16,-7392,-1200Shares,-,444,12.39,Filled,2022-03-21 11:25:00
2022-03-25,14:50:00,Stock,华能国际(600011.XSHG),Sell,Market_Order,-4100Shares,7.03,-28823,-4100Shares,-,-2296,37.47,Filled,2022-03-25 14:50:00
2022-03-28,09:30:00,Stock,华能国际(600011.XSHG),Buy,Market_Order,12800Shares,6.99,89472,12800Shares,-,0,26.84,Filled,2022-03-28 09:30:00
2022-03-30,11:25:00,Stock,新奥股份(600803.XSHG),Sell,Market_Order,-400Shares,17.88,-7152,-400Shares,-,1192,12.15,Filled,2022-03-30 11:25:00
2022-04-07,11:25:00,Stock,华能国际(600011.XSHG),Sell,Market_Order,-12800Shares,6.63,-84864,-12800Shares,-,-4608,110.32,Filled,2022-04-07 11:25:00
2022-04-12,09:30:00,Stock,安克创新(300866.XSHE),Buy,Market_Order,500Shares,61.24,30620,500Shares,-,0,9.19,Filled,2022-04-12 09:30:00
2022-04-12,09:30:00,Stock,欣旺达(300207.XSHE),Buy,Market_Order,1300Shares,23.72,30836,1300Shares,-,0,9.25,Filled,2022-04-12 09:30:00
2022-04-12,09:30:00,Stock,中国铝业(601600.XSHG),Buy,Market_Order,5700Shares,5.33,30381,5700Shares,-,0,9.11,Filled,2022-04-12 09:30:00
2022-04-13,14:50:00,Stock,欣旺达(300207.XSHE),Sell,Market_Order,-1300Shares,22.91,-29783,-1300Shares,-,-1053,38.72,Filled,2022-04-13 14:50:00
2022-04-14,09:30:00,Stock,欣旺达(300207.XSHE),Buy,Market_Order,1300Shares,23.28,30264,1300Shares,-,0,9.08,Filled,2022-04-14 09:30:00
2022-04-14,11:25:00,Stock,安克创新(300866.XSHE),Sell,Market_Order,-500Shares,59.3,-29650,-500Shares,-,-970,38.54,Filled,2022-04-14 11:25:00
2022-04-14,11:25:00,Stock,中国铝业(601600.XSHG),Sell,Market_Order,-5700Shares,5.82,-33174,-5700Shares,-,2793,43.13,Filled,2022-04-14 11:25:00
2022-04-15,11:25:00,Stock,欣旺达(300207.XSHE),Sell,Market_Order,-1300Shares,22.5,-29250,-1300Shares,-,-1014,38.02,Filled,2022-04-15 11:25:00
2022-04-18,09:30:00,Stock,三夫户外(002780.XSHE),Buy,Market_Order,7200Shares,12.64,91008,7200Shares,-,0,27.3,Filled,2022-04-18 09:30:00
2022-04-21,11:25:00,Stock,三夫户外(002780.XSHE),Sell,Market_Order,-7200Shares,13.46,-96912,-7200Shares,-,5904,125.99,Filled,2022-04-21 11:25:00
2022-04-22,09:30:00,Stock,阳光电源(300274.XSHE),Buy,Market_Order,500Shares,64.78,32390,500Shares,-,0,9.72,Filled,2022-04-22 09:30:00
2022-04-22,09:30:00,Stock,紫金矿业(601899.XSHG),Buy,Market_Order,2900Shares,10.9,31610,2900Shares,-,0,9.48,Filled,2022-04-22 09:30:00
2022-04-25,09:30:00,Stock,新奥股份(600803.XSHG),Buy,Market_Order,2000Shares,16.11,32220,2000Shares,-,0,9.67,Filled,2022-04-25 09:30:00
2022-04-25,11:25:00,Stock,阳光电源(300274.XSHE),Sell,Market_Order,-500Shares,61.35,-30675,-500Shares,-,-1715,39.88,Filled,2022-04-25 11:25:00
2022-04-26,09:30:00,Stock,东方精工(002611.XSHE),Buy,Market_Order,8600Shares,3.72,31992,8600Shares,-,0,9.6,Filled,2022-04-26 09:30:00
2022-04-26,11:25:00,Stock,紫金矿业(601899.XSHG),Sell,Market_Order,-2900Shares,10.54,-30566,-2900Shares,-,-1044,39.74,Filled,2022-04-26 11:25:00
2022-04-26,14:50:00,Stock,新奥股份(600803.XSHG),Sell,Market_Order,-2000Shares,15.51,-31020,-2000Shares,-,-1200,40.33,Filled,2022-04-26 14:50:00
2022-04-27,09:30:00,Stock,盛弘股份(300693.XSHE),Buy,Market_Order,1800Shares,16.96,30528,1800Shares,-,0,9.16,Filled,2022-04-27 09:30:00
2022-04-27,09:30:00,Stock,数据港(603881.XSHG),Buy,Market_Order,1400Shares,21.5,30100,1400Shares,-,0,9.03,Filled,2022-04-27 09:30:00
2022-04-27,11:25:00,Stock,东方精工(002611.XSHE),Sell,Market_Order,-8600Shares,3.59,-30874,-8600Shares,-,-1118,40.14,Filled,2022-04-27 11:25:00
2022-04-28,09:30:00,Stock,三夫户外(002780.XSHE),Buy,Market_Order,3000Shares,10.6,31800,3000Shares,-,0,9.54,Filled,2022-04-28 09:30:00
2022-05-06,11:25:00,Stock,盛弘股份(300693.XSHE),Sell,Market_Order,-1800Shares,18.62,-33516,-1800Shares,-,2988,43.57,Filled,2022-05-06 11:25:00
2022-05-06,11:25:00,Stock,数据港(603881.XSHG),Sell,Market_Order,-1400Shares,25.24,-35336,-1400Shares,-,5283.6,45.94,Filled,2022-05-06 11:25:00
2022-05-06,11:25:00,Stock,三夫户外(002780.XSHE),Sell,Market_Order,-3000Shares,13.18,-39540,-3000Shares,-,7740,51.4,Filled,2022-05-06 11:25:00
2022-05-10,09:30:00,Stock,中国中免(601888.XSHG),Buy,Market_Order,200Shares,156,31200,200Shares,-,0,9.36,Filled,2022-05-10 09:30:00
2022-05-10,09:30:00,Stock,宁德时代(300750.XSHE),Buy,Market_Order,100Shares,359.3,35930,100Shares,-,0,10.78,Filled,2022-05-10 09:30:00
2022-05-10,09:30:00,Stock,大华股份(002236.XSHE),Buy,Market_Order,2400Shares,14.81,35544,2400Shares,-,0,10.66,Filled,2022-05-10 09:30:00
