Date,Security_Type,Symbol,Side,Quantity,Available_Qty,Close_Price,Market_Value,Floating_PnL,Avg_Open_Price,Avg_Position_Price,Margin,Daily_PnL,Today_Lots,PnL_Ratio,Position_Weight
2022-01-04,,Cash,,,,,100000,,,,,,,,0
2022-01-05,,Cash,,,,,100000,,,,,,,,0
2022-01-06,Stock,阳光电源(300274.XSHE),Long,200Shares,0Shares,130.1,26020,446,127.87,-,0,446,200Shares,1.74%,102818.56,25.31%
2022-01-06,Stock,盛弘股份(300693.XSHE),Long,1000Shares,0Shares,34.95,34950,2390,32.56,-,0,2390,1000Shares,7.34%,102818.56,33.99%
2022-01-06,,Cash,,,,,41848.56,,,,,,,,0
2022-01-07,Stock,阳光电源(300274.XSHE),Long,200Shares,200Shares,128.3,25660,86,127.87,-,0,-360,0Shares,0.34%,100568.25,25.52%
2022-01-07,Stock,盛弘股份(300693.XSHE),Long,1000Shares,1000Shares,33.6,33600,1040,32.56,-,0,-1350,0Shares,3.19%,100568.25,33.41%
2022-01-07,Stock,东方财富(300059.XSHE),Long,1200Shares,0Shares,33.75,40500,-528,34.19,-,0,-528,1200Shares,-1.29%,100568.25,40.27%
2022-01-07,,Cash,,,,,808.25,,,,,,,,0
2022-01-10,Stock,阳光电源(300274.XSHE),Long,200Shares,200Shares,124.5,24900,-674,127.87,-,0,-760,0Shares,-2.64%,99684.25,24.98%
2022-01-10,Stock,盛弘股份(300693.XSHE),Long,1000Shares,1000Shares,33.74,33740,1180,32.56,-,0,140,0Shares,3.62%,99684.25,33.85%
2022-01-10,Stock,东方财富(300059.XSHE),Long,1200Shares,1200Shares,33.53,40236,-792,34.19,-,0,-264,0Shares,-1.93%,99684.25,40.36%
2022-01-10,,Cash,,,,,808.25,,,,,,,,0
2022-01-11,Stock,盛弘股份(300693.XSHE),Long,1000Shares,1000Shares,32.95,32950,390,32.56,-,0,-790,0Shares,1.2%,98354.34,33.5%
2022-01-11,Stock,东方财富(300059.XSHE),Long,1200Shares,1200Shares,33.4,40080,-948,34.19,-,0,-156,0Shares,-2.31%,98354.34,40.75%
2022-01-11,,Cash,,,,,25324.34,,,,,,,,0
2022-01-12,Stock,盛弘股份(300693.XSHE),Long,1000Shares,1000Shares,34.13,34130,1570,32.56,-,0,1180,0Shares,4.82%,99903.34,34.16%
2022-01-12,Stock,东方财富(300059.XSHE),Long,1200Shares,1200Shares,33.66,40392,-636,34.19,-,0,312,0Shares,-1.55%,99903.34,40.43%
2022-01-12,Stock,华能国际(600011.XSHG),Long,1600Shares,0Shares,7.79,12464,-32,7.81,-,0,-32,1600Shares,-0.26%,99903.34,12.48%
2022-01-12,Stock,阳光电源(300274.XSHE),Long,100Shares,0Shares,125.49,12549,99,124.5,-,0,99,100Shares,0.8%,99903.34,12.56%
2022-01-12,,Cash,,,,,368.34,,,,,,,,0
2022-01-13,Stock,盛弘股份(300693.XSHE),Long,1000Shares,1000Shares,32.8,32800,240,32.56,-,0,-1330,0Shares,0.74%,97012.84,33.81%
2022-01-13,Stock,阳光电源(300274.XSHE),Long,100Shares,100Shares,123.05,12305,-145,124.5,-,0,-244,0Shares,-1.16%,97012.84,12.68%
2022-01-13,,Cash,,,,,51907.84,,,,,,,,0
2022-01-14,Stock,盛弘股份(300693.XSHE),Long,1000Shares,1000Shares,33.09,33090,530,32.56,-,0,290,0Shares,1.63%,97357.84,33.99%
2022-01-14,Stock,阳光电源(300274.XSHE),Long,100Shares,100Shares,123.6,12360,-90,124.5,-,0,55,0Shares,-0.72%,97357.84,12.7%
2022-01-14,,Cash,,,,,51907.84,,,,,,,,0
2022-01-17,Stock,阳光电源(300274.XSHE),Long,100Shares,100Shares,124.7,12470,20,124.5,-,0,110,0Shares,0.16%,99527.35,12.53%
2022-01-17,Stock,中国化学(601117.XSHG),Long,5000Shares,0Shares,10.4,52000,550,10.29,-,0,550,5000Shares,1.07%,99527.35,52.25%
2022-01-17,,Cash,,,,,35057.35,,,,,,,,0
2022-01-18,Stock,阳光电源(300274.XSHE),Long,100Shares,100Shares,124.85,12485,35,124.5,-,0,15,0Shares,0.28%,103292.35,12.09%
2022-01-18,Stock,中国化学(601117.XSHG),Long,5000Shares,5000Shares,11.15,55750,4300,10.29,-,0,3750,0Shares,8.36%,103292.35,53.97%
2022-01-18,,Cash,,,,,35057.35,,,,,,,,0
2022-01-19,Stock,阳光电源(300274.XSHE),Long,100Shares,100Shares,120.71,12071,-379,124.5,-,0,-414,0Shares,-3.04%,101628.35,11.88%
2022-01-19,Stock,中国化学(601117.XSHG),Long,5000Shares,5000Shares,10.9,54500,3050,10.29,-,0,-1250,0Shares,5.93%,101628.35,53.63%
2022-01-19,,Cash,,,,,35057.35,,,,,,,,0
2022-01-20,Stock,阳光电源(300274.XSHE),Long,100Shares,100Shares,122.26,12226,-224,124.5,-,0,155,0Shares,-1.8%,101933.35,11.99%
2022-01-20,Stock,中国化学(601117.XSHG),Long,5000Shares,5000Shares,10.93,54650,3200,10.29,-,0,150,0Shares,6.22%,101933.35,53.61%
2022-01-20,,Cash,,,,,35057.35,,,,,,,,0
2022-01-21,Stock,阳光电源(300274.XSHE),Long,100Shares,100Shares,124.77,12477,27,124.5,-,0,251,0Shares,0.22%,101984.35,12.23%
2022-01-21,Stock,中国化学(601117.XSHG),Long,5000Shares,5000Shares,10.89,54450,3000,10.29,-,0,-200,0Shares,5.83%,101984.35,53.39%
2022-01-21,,Cash,,,,,35057.35,,,,,,,,0
2022-01-24,Stock,中国化学(601117.XSHG),Long,5000Shares,5000Shares,10.94,54700,3250,10.29,-,0,250,0Shares,6.32%,102829.26,53.19%
2022-01-24,,Cash,,,,,48129.26,,,,,,,,0
2022-01-25,Stock,中国化学(601117.XSHG),Long,5000Shares,5000Shares,10.52,52600,1150,10.29,-,0,-2100,0Shares,2.24%,98834.82,53.22%
2022-01-25,Stock,东方精工(002611.XSHE),Long,9400Shares,0Shares,4.92,46248,-1880,5.12,-,0,-1880,9400Shares,-3.91%,98834.82,46.79%
2022-01-25,,Cash,,,,,-13.18,,,,,,,,0
2022-01-26,Stock,中国化学(601117.XSHG),Long,5000Shares,5000Shares,10.56,52800,1350,10.29,-,0,200,0Shares,2.62%,102042.82,51.74%
2022-01-26,Stock,东方精工(002611.XSHE),Long,9400Shares,9400Shares,5.24,49256,1128,5.12,-,0,3008,0Shares,2.34%,102042.82,48.27%
2022-01-26,,Cash,,,,,-13.18,,,,,,,,0
2022-01-27,Stock,中国化学(601117.XSHG),Long,5000Shares,5000Shares,10.37,51850,400,10.29,-,0,-950,0Shares,0.78%,100152.82,51.77%
2022-01-27,Stock,东方精工(002611.XSHE),Long,9400Shares,9400Shares,5.14,48316,188,5.12,-,0,-940,0Shares,0.39%,100152.82,48.24%
2022-01-27,,Cash,,,,,-13.18,,,,,,,,0
2022-01-28,Stock,中国化学(601117.XSHG),Long,5000Shares,5000Shares,10.2,51000,-450,10.29,-,0,-850,0Shares,-0.87%,99302.82,51.36%
2022-01-28,Stock,东方精工(002611.XSHE),Long,9400Shares,9400Shares,5.14,48316,188,5.12,-,0,0,0Shares,0.39%,99302.82,48.66%
2022-01-28,,Cash,,,,,-13.18,,,,,,,,0
2022-02-07,Stock,中国化学(601117.XSHG),Long,5000Shares,5000Shares,10.54,52700,1250,10.29,-,0,1700,0Shares,2.43%,102036.82,51.65%
2022-02-07,Stock,东方精工(002611.XSHE),Long,9400Shares,9400Shares,5.25,49350,1222,5.12,-,0,1034,0Shares,2.54%,102036.82,48.36%
2022-02-07,,Cash,,,,,-13.18,,,,,,,,0
2022-02-08,Stock,中国化学(601117.XSHG),Long,5000Shares,5000Shares,10.75,53750,2300,10.29,-,0,1050,0Shares,4.47%,103932.82,51.72%
2022-02-08,Stock,东方精工(002611.XSHE),Long,9400Shares,9400Shares,5.34,50196,2068,5.12,-,0,846,0Shares,4.3%,103932.82,48.3%
2022-02-08,,Cash,,,,,-13.18,,,,,,,,0
2022-02-09,Stock,中国化学(601117.XSHG),Long,5000Shares,5000Shares,10.52,52600,1150,10.29,-,0,-1150,0Shares,2.24%,102500.82,51.32%
2022-02-09,Stock,东方精工(002611.XSHE),Long,9400Shares,9400Shares,5.31,49914,1786,5.12,-,0,-282,0Shares,3.71%,102500.82,48.7%
2022-02-09,,Cash,,,,,-13.18,,,,,,,,0
2022-02-10,Stock,中国化学(601117.XSHG),Long,5000Shares,5000Shares,10.85,54250,2800,10.29,-,0,1650,0Shares,5.44%,104056.82,52.13%
2022-02-10,Stock,东方精工(002611.XSHE),Long,9400Shares,9400Shares,5.3,49820,1692,5.12,-,0,-94,0Shares,3.52%,104056.82,47.88%
2022-02-10,,Cash,,,,,-13.18,,,,,,,,0
2022-02-11,Stock,中国化学(601117.XSHG),Long,5000Shares,5000Shares,10.78,53900,2450,10.29,-,0,-350,0Shares,4.76%,102672.82,52.5%
2022-02-11,Stock,东方精工(002611.XSHE),Long,9400Shares,9400Shares,5.19,48786,658,5.12,-,0,-1034,0Shares,1.37%,102672.82,47.52%
2022-02-11,,Cash,,,,,-13.18,,,,,,,,0
2022-02-14,Stock,中国化学(601117.XSHG),Long,5000Shares,5000Shares,10.43,52150,700,10.29,-,0,-1750,0Shares,1.36%,100546.82,51.87%
2022-02-14,Stock,东方精工(002611.XSHE),Long,9400Shares,9400Shares,5.15,48410,282,5.12,-,0,-376,0Shares,0.59%,100546.82,48.15%
2022-02-14,,Cash,,,,,-13.18,,,,,,,,0
2022-02-15,Stock,中国化学(601117.XSHG),Long,5000Shares,5000Shares,10.72,53600,2150,10.29,-,0,1450,0Shares,4.18%,102184.82,52.45%
2022-02-15,Stock,东方精工(002611.XSHE),Long,9400Shares,9400Shares,5.17,48598,470,5.12,-,0,188,0Shares,0.98%,102184.82,47.56%
2022-02-15,,Cash,,,,,-13.18,,,,,,,,0
2022-02-16,Stock,中国化学(601117.XSHG),Long,5000Shares,5000Shares,10.75,53750,2300,10.29,-,0,150,0Shares,4.47%,102710.82,52.33%
2022-02-16,Stock,东方精工(002611.XSHE),Long,9400Shares,9400Shares,5.21,48974,846,5.12,-,0,376,0Shares,1.76%,102710.82,47.68%
2022-02-16,,Cash,,,,,-13.18,,,,,,,,0
2022-02-17,Stock,中国化学(601117.XSHG),Long,5000Shares,5000Shares,10.65,53250,1800,10.29,-,0,-500,0Shares,3.5%,101740.82,52.34%
2022-02-17,Stock,东方精工(002611.XSHE),Long,9400Shares,9400Shares,5.16,48504,376,5.12,-,0,-470,0Shares,0.78%,101740.82,47.67%
2022-02-17,,Cash,,,,,-13.18,,,,,,,,0
2022-02-18,Stock,中国化学(601117.XSHG),Long,5000Shares,5000Shares,11.11,55550,4100,10.29,-,0,2300,0Shares,7.97%,104416.82,53.2%
2022-02-18,Stock,东方精工(002611.XSHE),Long,9400Shares,9400Shares,5.2,48880,752,5.12,-,0,376,0Shares,1.56%,104416.82,46.81%
2022-02-18,,Cash,,,,,-13.18,,,,,,,,0
2022-02-21,Stock,中国化学(601117.XSHG),Long,5000Shares,5000Shares,10.89,54450,3000,10.29,-,0,-1100,0Shares,5.83%,103628.79,52.54%
2022-02-21,,Cash,,,,,49178.79,,,,,,,,0
2022-02-22,Stock,中国化学(601117.XSHG),Long,5000Shares,5000Shares,10.77,53850,2400,10.29,-,0,-600,0Shares,4.66%,103028.79,52.27%
2022-02-22,,Cash,,,,,49178.79,,,,,,,,0
2022-02-23,Stock,中国化学(601117.XSHG),Long,5000Shares,5000Shares,10.81,54050,2600,10.29,-,0,200,0Shares,5.05%,105115.72,51.42%
2022-02-23,Stock,欣旺达(300207.XSHE),Long,700Shares,0Shares,35.79,25053,1253,34,-,0,1253,700Shares,5.26%,105115.72,23.83%
2022-02-23,Stock,东方财富(300059.XSHE),Long,900Shares,0Shares,26.4,23760,648,25.68,-,0,648,900Shares,2.8%,105115.72,22.6%
2022-02-23,,Cash,,,,,2252.72,,,,,,,,0
2022-02-24,Stock,中国化学(601117.XSHG),Long,5000Shares,5000Shares,10.66,53300,1850,10.29,-,0,-750,0Shares,3.6%,103408.72,51.54%
2022-02-24,Stock,欣旺达(300207.XSHE),Long,700Shares,700Shares,34.79,24353,553,34,-,0,-700,0Shares,2.32%,103408.72,23.55%
2022-02-24,Stock,东方财富(300059.XSHE),Long,900Shares,900Shares,26.1,23490,378,25.68,-,0,-270,0Shares,1.64%,103408.72,22.72%
2022-02-24,Stock,华能国际(600011.XSHG),Long,200Shares,0Shares,7.69,1538,18,7.6,-,0,18,200Shares,1.18%,103408.72,1.49%
2022-02-24,,Cash,,,,,727.72,,,,,,,,0
2022-02-25,Stock,中国化学(601117.XSHG),Long,5000Shares,5000Shares,10.54,52700,1250,10.29,-,0,-600,0Shares,2.43%,104237.72,50.56%
2022-02-25,Stock,欣旺达(300207.XSHE),Long,700Shares,700Shares,36.2,25340,1540,34,-,0,987,0Shares,6.47%,104237.72,24.31%
2022-02-25,Stock,东方财富(300059.XSHE),Long,900Shares,900Shares,26.42,23778,666,25.68,-,0,288,0Shares,2.88%,104237.72,22.81%
2022-02-25,Stock,华能国际(600011.XSHG),Long,200Shares,200Shares,8.46,1692,172,7.6,-,0,154,0Shares,11.32%,104237.72,1.62%
2022-02-25,,Cash,,,,,727.72,,,,,,,,0
2022-02-28,Stock,中国化学(601117.XSHG),Long,5000Shares,5000Shares,10.41,52050,600,10.29,-,0,-650,0Shares,1.17%,104292.96,49.91%
2022-02-28,Stock,欣旺达(300207.XSHE),Long,700Shares,700Shares,36.72,25704,1904,34,-,0,364,0Shares,8%,104292.96,24.65%
2022-02-28,Stock,东方财富(300059.XSHE),Long,900Shares,900Shares,26.74,24066,954,25.68,-,0,288,0Shares,4.13%,104292.96,23.08%
2022-02-28,,Cash,,,,,2472.96,,,,,,,,0
2022-03-01,Stock,中国化学(601117.XSHG),Long,5000Shares,5000Shares,10.23,51150,-300,10.29,-,0,-900,0Shares,-0.58%,103756.96,49.3%
2022-03-01,Stock,欣旺达(300207.XSHE),Long,700Shares,700Shares,36.34,25438,1638,34,-,0,-266,0Shares,6.88%,103756.96,24.52%
2022-03-01,Stock,东方财富(300059.XSHE),Long,900Shares,900Shares,27.44,24696,1584,25.68,-,0,630,0Shares,6.85%,103756.96,23.8%
2022-03-01,,Cash,,,,,2472.96,,,,,,,,0
2022-03-02,Stock,欣旺达(300207.XSHE),Long,700Shares,700Shares,35.16,24612,812,34,-,0,-826,0Shares,3.41%,101328.09,24.29%
2022-03-02,Stock,东方财富(300059.XSHE),Long,900Shares,900Shares,27.12,24408,1296,25.68,-,0,-288,0Shares,5.61%,101328.09,24.09%
2022-03-02,,Cash,,,,,52308.09,,,,,,,,0
2022-03-03,Stock,欣旺达(300207.XSHE),Long,700Shares,700Shares,33.81,23667,-133,34,-,0,-945,0Shares,-0.56%,100041.09,23.66%
2022-03-03,Stock,东方财富(300059.XSHE),Long,900Shares,900Shares,26.74,24066,954,25.68,-,0,-342,0Shares,4.13%,100041.09,24.06%
2022-03-03,,Cash,,,,,52308.09,,,,,,,,0
2022-03-04,Stock,东方财富(300059.XSHE),Long,900Shares,900Shares,26,23400,288,25.68,-,0,-666,0Shares,1.25%,98253.75,23.82%
2022-03-04,,Cash,,,,,74853.75,,,,,,,,0
2022-03-07,,Cash,,,,,97171.7,,,,,,,,0
2022-03-08,Stock,欣旺达(300207.XSHE),Long,1100Shares,0Shares,28.6,31460,-341,28.91,-,0,-341,1100Shares,-1.07%,96462.23,32.61%
2022-03-08,Stock,科华数据(002335.XSHE),Long,1000Shares,0Shares,29.4,29400,-350,29.75,-,0,-350,1000Shares,-1.18%,96462.23,30.48%
2022-03-08,,Cash,,,,,35602.23,,,,,,,,0
2022-03-09,Stock,欣旺达(300207.XSHE),Long,1100Shares,1100Shares,28.55,31405,-396,28.91,-,0,-55,0Shares,-1.25%,97431.76,32.23%
2022-03-09,Stock,科华数据(002335.XSHE),Long,1000Shares,1000Shares,29.86,29860,110,29.75,-,0,460,0Shares,0.37%,97431.76,30.65%
2022-03-09,Stock,横店东磁(002056.XSHE),Long,2500Shares,0Shares,14.19,35475,575,13.96,-,0,575,2500Shares,1.65%,97431.76,36.41%
2022-03-09,,Cash,,,,,691.76,,,,,,,,0
2022-03-10,Stock,欣旺达(300207.XSHE),Long,1100Shares,1100Shares,29.35,32285,484,28.91,-,0,880,0Shares,1.52%,99761.76,32.36%
2022-03-10,Stock,科华数据(002335.XSHE),Long,1000Shares,1000Shares,30.91,30910,1160,29.75,-,0,1050,0Shares,3.9%,99761.76,30.98%
2022-03-10,Stock,横店东磁(002056.XSHE),Long,2500Shares,2500Shares,14.35,35875,975,13.96,-,0,400,0Shares,2.79%,99761.76,35.96%
2022-03-10,,Cash,,,,,691.76,,,,,,,,0
2022-03-11,Stock,科华数据(002335.XSHE),Long,1000Shares,1000Shares,30.56,30560,810,29.75,-,0,-350,0Shares,2.72%,97765.88,31.26%
2022-03-11,Stock,横店东磁(002056.XSHE),Long,2500Shares,2500Shares,14.35,35875,975,13.96,-,0,0,0Shares,2.79%,97765.88,36.69%
2022-03-11,,Cash,,,,,31330.88,,,,,,,,0
2022-03-14,Stock,科华数据(002335.XSHE),Long,1000Shares,1000Shares,29.38,29380,-370,29.75,-,0,-1180,0Shares,-1.24%,95235.88,30.85%
2022-03-14,Stock,横店东磁(002056.XSHE),Long,2500Shares,2500Shares,13.81,34525,-375,13.96,-,0,-1350,0Shares,-1.07%,95235.88,36.25%
2022-03-14,,Cash,,,,,31330.88,,,,,,,,0
2022-03-15,,Cash,,,,,93445.02,,,,,,,,0
2022-03-16,Stock,华能国际(600011.XSHG),Long,4100Shares,0Shares,8.02,32882,1763,7.59,-,0,1763,4100Shares,5.67%,97148.38,33.85%
2022-03-16,Stock,中国中免(601888.XSHG),Long,100Shares,0Shares,170,17000,620,163.8,-,0,620,100Shares,3.79%,97148.38,17.5%
2022-03-16,Stock,紫金矿业(601899.XSHG),Long,3200Shares,0Shares,10.12,32384,1344,9.7,-,0,1344,3200Shares,4.33%,97148.38,33.33%
2022-03-16,,Cash,,,,,14882.38,,,,,,,,0
2022-03-17,Stock,华能国际(600011.XSHG),Long,4100Shares,4100Shares,7.92,32472,1353,7.59,-,0,-410,0Shares,4.35%,98006.38,33.13%
2022-03-17,Stock,中国中免(601888.XSHG),Long,100Shares,100Shares,175.5,17550,1170,163.8,-,0,550,0Shares,7.14%,98006.38,17.91%
2022-03-17,Stock,紫金矿业(601899.XSHG),Long,3200Shares,3200Shares,10.3,32960,1920,9.7,-,0,576,0Shares,6.19%,98006.38,33.63%
2022-03-17,Stock,中国铝业(601600.XSHG),Long,1200Shares,0Shares,5.78,6936,-12,5.79,-,0,-12,1200Shares,-0.17%,98006.38,7.08%
2022-03-17,Stock,新奥股份(600803.XSHG),Long,400Shares,0Shares,15.31,6124,164,14.9,-,0,164,400Shares,2.75%,98006.38,6.25%
2022-03-17,,Cash,,,,,1964.38,,,,,,,,0
2022-03-18,Stock,华能国际(600011.XSHG),Long,4100Shares,4100Shares,7.91,32431,1312,7.59,-,0,-41,0Shares,4.22%,99256.38,32.67%
2022-03-18,Stock,中国中免(601888.XSHG),Long,100Shares,100Shares,176.45,17645,1265,163.8,-,0,95,0Shares,7.72%,99256.38,17.78%
2022-03-18,Stock,紫金矿业(601899.XSHG),Long,3200Shares,3200Shares,10.63,34016,2976,9.7,-,0,1056,0Shares,9.59%,99256.38,34.27%
2022-03-18,Stock,中国铝业(601600.XSHG),Long,1200Shares,1200Shares,5.98,7176,228,5.79,-,0,240,0Shares,3.28%,99256.38,7.23%
2022-03-18,Stock,新奥股份(600803.XSHG),Long,400Shares,400Shares,15.06,6024,64,14.9,-,0,-100,0Shares,1.07%,99256.38,6.07%
2022-03-18,,Cash,,,,,1964.38,,,,,,,,0
2022-03-21,Stock,华能国际(600011.XSHG),Long,4100Shares,4100Shares,7.97,32677,1558,7.59,-,0,246,0Shares,5.01%,100356.29,32.56%
2022-03-21,Stock,新奥股份(600803.XSHG),Long,400Shares,400Shares,15.83,6332,372,14.9,-,0,308,0Shares,6.24%,100356.29,6.31%
2022-03-21,,Cash,,,,,61347.29,,,,,,,,0
2022-03-22,Stock,华能国际(600011.XSHG),Long,4100Shares,4100Shares,8.24,33784,2665,7.59,-,0,1107,0Shares,8.56%,101475.29,33.29%
2022-03-22,Stock,新奥股份(600803.XSHG),Long,400Shares,400Shares,15.86,6344,384,14.9,-,0,12,0Shares,6.44%,101475.29,6.25%
2022-03-22,,Cash,,,,,61347.29,,,,,,,,0
2022-03-23,Stock,华能国际(600011.XSHG),Long,4100Shares,4100Shares,7.87,32267,1148,7.59,-,0,-1517,0Shares,3.69%,99978.29,32.27%
2022-03-23,Stock,新奥股份(600803.XSHG),Long,400Shares,400Shares,15.91,6364,404,14.9,-,0,20,0Shares,6.78%,99978.29,6.37%
2022-03-23,,Cash,,,,,61347.29,,,,,,,,0
2022-03-24,Stock,华能国际(600011.XSHG),Long,4100Shares,4100Shares,7.6,31160,41,7.59,-,0,-1107,0Shares,0.13%,99143.29,31.43%
2022-03-24,Stock,新奥股份(600803.XSHG),Long,400Shares,400Shares,16.59,6636,676,14.9,-,0,272,0Shares,11.34%,99143.29,6.69%
2022-03-24,,Cash,,,,,61347.29,,,,,,,,0
2022-03-25,Stock,新奥股份(600803.XSHG),Long,400Shares,400Shares,16.6,6640,680,14.9,-,0,4,0Shares,11.41%,96772.82,6.86%
2022-03-25,,Cash,,,,,90132.82,,,,,,,,0
2022-03-28,Stock,新奥股份(600803.XSHG),Long,400Shares,400Shares,16.64,6656,696,14.9,-,0,16,0Shares,11.68%,100473.98,6.62%
2022-03-28,Stock,华能国际(600011.XSHG),Long,12800Shares,0Shares,7.28,93184,3712,6.99,-,0,3712,12800Shares,4.15%,100473.98,92.74%
2022-03-28,,Cash,,,,,633.98,,,,,,,,0
2022-03-29,Stock,新奥股份(600803.XSHG),Long,400Shares,400Shares,17.02,6808,848,14.9,-,0,152,0Shares,14.23%,98449.98,6.92%
2022-03-29,Stock,华能国际(600011.XSHG),Long,12800Shares,12800Shares,7.11,91008,1536,6.99,-,0,-2176,0Shares,1.72%,98449.98,92.44%
2022-03-29,,Cash,,,,,633.98,,,,,,,,0
2022-03-30,Stock,华能国际(600011.XSHG),Long,12800Shares,12800Shares,7.28,93184,3712,6.99,-,0,2176,0Shares,4.15%,100957.83,92.3%
2022-03-30,,Cash,,,,,7773.83,,,,,,,,0
2022-03-31,Stock,华能国际(600011.XSHG),Long,12800Shares,12800Shares,6.91,88448,-1024,6.99,-,0,-4736,0Shares,-1.14%,96221.83,91.92%
2022-03-31,,Cash,,,,,7773.83,,,,,,,,0
2022-04-01,Stock,华能国际(600011.XSHG),Long,12800Shares,12800Shares,7.03,89984,512,6.99,-,0,1536,0Shares,0.57%,97757.83,92.05%
2022-04-01,,Cash,,,,,7773.83,,,,,,,,0
2022-04-06,Stock,华能国际(600011.XSHG),Long,12800Shares,12800Shares,6.8,87040,-2432,6.99,-,0,-2944,0Shares,-2.72%,94813.83,91.8%
2022-04-06,,Cash,,,,,7773.83,,,,,,,,0
2022-04-07,,Cash,,,,,92527.51,,,,,,,,0
2022-04-08,,Cash,,,,,92527.51,,,,,,,,0
2022-04-11,,Cash,,,,,92527.51,,,,,,,,0
2022-04-12,Stock,安克创新(300866.XSHE),Long,500Shares,0Shares,63.03,31515,895,61.24,-,0,895,500Shares,2.92%,95457.95,33.01%
2022-04-12,Stock,欣旺达(300207.XSHE),Long,1300Shares,0Shares,23.86,31018,182,23.72,-,0,182,1300Shares,0.59%,95457.95,32.49%
2022-04-12,Stock,中国铝业(601600.XSHG),Long,5700Shares,0Shares,5.66,32262,1881,5.33,-,0,1881,5700Shares,6.19%,95457.95,33.8%
2022-04-12,,Cash,,,,,662.95,,,,,,,,0
2022-04-13,Stock,安克创新(300866.XSHE),Long,500Shares,500Shares,60.3,30150,-470,61.24,-,0,-1365,0Shares,-1.53%,93731.24,32.17%
2022-04-13,Stock,中国铝业(601600.XSHG),Long,5700Shares,5700Shares,5.82,33174,2793,5.33,-,0,912,0Shares,9.19%,93731.24,35.39%
2022-04-13,,Cash,,,,,30407.24,,,,,,,,0
2022-04-14,Stock,欣旺达(300207.XSHE),Long,1300Shares,0Shares,23.09,30017,-247,23.28,-,0,-247,1300Shares,-0.82%,92893.49,32.31%
2022-04-14,,Cash,,,,,62876.49,,,,,,,,0
2022-04-15,,Cash,,,,,92088.46,,,,,,,,0
2022-04-18,Stock,三夫户外(002780.XSHE),Long,7200Shares,0Shares,13.23,95256,4248,12.64,-,0,4248,7200Shares,4.67%,96309.16,98.91%
2022-04-18,,Cash,,,,,1053.16,,,,,,,,0
2022-04-19,Stock,三夫户外(002780.XSHE),Long,7200Shares,7200Shares,13.4,96480,5472,12.64,-,0,1224,0Shares,6.01%,97533.16,98.92%
2022-04-19,,Cash,,,,,1053.16,,,,,,,,0
2022-04-20,Stock,三夫户外(002780.XSHE),Long,7200Shares,7200Shares,13.62,98064,7056,12.64,-,0,1584,0Shares,7.75%,99117.16,98.94%
2022-04-20,,Cash,,,,,1053.16,,,,,,,,0
2022-04-21,,Cash,,,,,97839.17,,,,,,,,0
2022-04-22,Stock,阳光电源(300274.XSHE),Long,500Shares,0Shares,65.15,32575,185,64.78,-,0,185,500Shares,0.57%,99251.97,32.82%
2022-04-22,Stock,紫金矿业(601899.XSHG),Long,2900Shares,0Shares,11.33,32857,1247,10.9,-,0,1247,2900Shares,3.94%,99251.97,33.1%
2022-04-22,,Cash,,,,,33819.97,,,,,,,,0
2022-04-25,Stock,紫金矿业(601899.XSHG),Long,2900Shares,2900Shares,10.62,30798,-812,10.9,-,0,-2059,0Shares,-2.57%,93863.43,32.81%
2022-04-25,Stock,新奥股份(600803.XSHG),Long,2000Shares,0Shares,15.42,30840,-1380,16.11,-,0,-1380,2000Shares,-4.28%,93863.43,32.86%
2022-04-25,,Cash,,,,,32225.43,,,,,,,,0
2022-04-26,Stock,东方精工(002611.XSHE),Long,8600Shares,0Shares,3.64,31304,-688,3.72,-,0,-688,8600Shares,-2.15%,93033.77,33.65%
2022-04-26,,Cash,,,,,61729.77,,,,,,,,0
2022-04-27,Stock,盛弘股份(300693.XSHE),Long,1800Shares,0Shares,18.94,34092,3564,16.96,-,0,3564,1800Shares,11.67%,98209.45,34.71%
2022-04-27,Stock,数据港(603881.XSHG),Long,1400Shares,0Shares,23,32200,2100,21.5,-,0,2100,1400Shares,6.98%,98209.45,32.79%
2022-04-27,,Cash,,,,,31917.45,,,,,,,,0
2022-04-28,Stock,盛弘股份(300693.XSHE),Long,1800Shares,1800Shares,18.23,32814,2286,16.96,-,0,-1278,0Shares,7.49%,95885.91,34.22%
2022-04-28,Stock,数据港(603881.XSHG),Long,1400Shares,1400Shares,22.56,31584,1484,21.5,-,0,-616,0Shares,4.93%,95885.91,32.94%
2022-04-28,Stock,三夫户外(002780.XSHE),Long,3000Shares,0Shares,10.46,31380,-420,10.6,-,0,-420,3000Shares,-1.32%,95885.91,32.73%
2022-04-28,,Cash,,,,,107.91,,,,,,,,0
2022-04-29,Stock,盛弘股份(300693.XSHE),Long,1800Shares,1800Shares,18.72,33696,3168,16.96,-,0,882,0Shares,10.38%,98879.99,34.08%
2022-04-29,Stock,数据港(603881.XSHG),Long,1400Shares,1400Shares,23.12,32368,2315.6,21.466,-,0,831.6,0Shares,7.71%,98879.99,32.73%
2022-04-29,Stock,三夫户外(002780.XSHE),Long,3000Shares,3000Shares,10.89,32670,870,10.6,-,0,1290,0Shares,2.74%,98879.99,33.04%
2022-04-29,,Cash,,,,,145.99,,,,,,,,0
2022-05-05,Stock,盛弘股份(300693.XSHE),Long,1800Shares,1800Shares,18.75,33750,3222,16.96,-,0,54,0Shares,10.55%,102273.99,33%
