horizon,mean_pearson_ic,mean_spearman_ic,pearson_t_stat_nw,spearman_t_stat_nw
1,0.04034869849197531,0.05834060915709139,11.686789767582326,18.24208819262441
5,0.07451817885264779,0.08390082748598232,13.922680335438452,15.977211290608805
10,0.10120538701718736,0.10533178148197479,14.284838176871048,15.437220625671605
21,0.1446789940662034,0.13919025780725702,14.065484627684851,14.947817961672511
42,0.1947557565969383,0.17935785744078406,13.490062804395206,14.274445443583234
