,0
scope,screened_universe
cross_sections,1882
sample_count,242910
factor_mean,0.07919499535125249
factor_std,0.9257418342607058
factor_skew,-0.44351034606156137
factor_kurtosis,0.19316829384393852
coverage_mean,0.5430304924827749
