,top_turnover,bottom_turnover
2021-01-01,0.0,0.0
2021-01-02,0.04761904761904762,0.047619047619047616
2021-01-03,0.04761904761904762,0.047619047619047616
2021-01-04,0.04761904761904762,0.047619047619047616
2021-01-05,0.04761904761904762,0.047619047619047616
2021-01-06,0.0476190476190476,0.047619047619047616
2021-01-07,0.047619047619047644,0.047619047619047616
2021-01-08,0.047619047619047644,0.047619047619047616
2021-01-09,0.04761904761904761,0.047619047619047616
2021-01-10,0.04761904761904761,0.047619047619047616
2021-01-11,0.0476190476190476,0.047619047619047616
2021-01-12,0.04761904761904764,0.047619047619047616
2021-01-13,0.04761904761904763,0.047619047619047616
2021-01-14,0.0476190476190476,0.047619047619047616
2021-01-15,0.04761904761904766,0.047619047619047616
2021-01-16,0.04761904761904756,0.047619047619047616
2021-01-17,0.04761904761904768,0.047619047619047616
2021-01-18,0.047619047619047616,0.047619047619047616
2021-01-19,0.047619047619047596,0.047619047619047616
2021-01-20,0.04761904761904767,0.047619047619047616
2021-01-21,0.04761904761904754,0.047619047619047616
2021-01-22,0.04761904761904764,0.047619047619047616
2021-01-23,0.05714285714285714,0.07142857142857142
2021-01-24,0.057142857142857155,0.09523809523809523
2021-01-25,0.057142857142857134,0.09523809523809523
2021-01-26,0.0380952380952381,0.09523809523809523
2021-01-27,0.05714285714285711,0.07142857142857142
2021-01-28,0.07619047619047623,0.09523809523809523
2021-01-29,0.05714285714285716,0.07142857142857142
2021-01-30,0.03809523809523809,0.07142857142857142
2021-01-31,0.03809523809523811,0.09523809523809523
2021-02-01,0.05714285714285713,0.07142857142857142
2021-02-02,0.07619047619047624,0.09523809523809523
2021-02-03,0.0761904761904762,0.07142857142857142
2021-02-04,0.05714285714285716,0.07142857142857142
2021-02-05,0.07619047619047621,0.07142857142857142
2021-02-06,0.05714285714285715,0.07142857142857142
2021-02-07,0.07619047619047617,0.07142857142857142
2021-02-08,0.07619047619047614,0.047619047619047616
2021-02-09,0.0761904761904762,0.09523809523809523
2021-02-10,0.07619047619047621,0.09523809523809523
2021-02-11,0.057142857142857134,0.07142857142857142
2021-02-12,0.07619047619047623,0.09523809523809523
2021-02-13,0.03809523809523806,0.09523809523809525
2021-02-14,0.03809523809523811,0.07142857142857142
2021-02-15,0.05714285714285713,0.09523809523809525
2021-02-16,0.0761904761904762,0.09523809523809523
2021-02-17,0.0571428571428572,0.07142857142857142
2021-02-18,0.07619047619047616,0.09523809523809523
2021-02-19,0.05714285714285718,0.09523809523809523
2021-02-20,0.03809523809523815,0.09523809523809523
2021-02-21,0.05714285714285714,0.07142857142857142
2021-02-22,0.0380952380952381,0.07142857142857142
2021-02-23,0.038095238095238106,0.07142857142857142
2021-02-24,0.019047619047619042,0.07142857142857142
2021-02-25,0.019047619047619056,0.09523809523809523
2021-02-26,0.038095238095238085,0.047619047619047616
2021-02-27,0.05714285714285717,0.07142857142857142
2021-02-28,0.07619047619047614,0.07142857142857142
2021-03-01,0.05714285714285718,0.07142857142857142
2021-03-02,0.05714285714285715,0.09523809523809523
2021-03-03,0.03809523809523815,0.07142857142857142
2021-03-04,0.0761904761904762,0.09523809523809525
2021-03-05,0.038095238095238106,0.09523809523809523
2021-03-06,0.057142857142857155,0.057142857142857134
2021-03-07,0.07619047619047623,0.09523809523809525
2021-03-08,0.07619047619047623,0.09523809523809523
2021-03-09,0.0761904761904762,0.0761904761904762
2021-03-10,0.0761904761904762,0.09523809523809525
2021-03-11,0.0761904761904762,0.0761904761904762
2021-03-12,0.09523809523809523,0.09523809523809523
2021-03-13,0.07936507936507933,0.0761904761904762
2021-03-14,0.07936507936507939,0.09523809523809523
2021-03-15,0.07936507936507939,0.09523809523809523
2021-03-16,0.07936507936507937,0.0380952380952381
2021-03-17,0.06349206349206346,0.09523809523809523
2021-03-18,0.06349206349206352,0.09523809523809523
2021-03-19,0.06349206349206347,0.09523809523809523
2021-03-20,0.06349206349206352,0.0761904761904762
2021-03-21,0.04761904761904765,0.09523809523809525
2021-03-22,0.0476190476190476,0.0761904761904762
2021-03-23,0.047619047619047616,0.09523809523809523
2021-03-24,0.047619047619047644,0.09523809523809523
2021-03-25,0.04761904761904761,0.09523809523809523
2021-03-26,0.04761904761904762,0.09523809523809523
2021-03-27,0.047619047619047665,0.05714285714285713
2021-03-28,0.06349206349206349,0.0761904761904762
2021-03-29,0.0476190476190476,0.09523809523809525
2021-03-30,0.06349206349206352,0.07619047619047616
2021-03-31,0.04761904761904762,0.0761904761904762
2021-04-01,0.04761904761904763,0.09523809523809523
2021-04-02,0.06349206349206349,0.09523809523809523
2021-04-03,0.047619047619047616,0.09523809523809525
2021-04-04,0.07936507936507939,0.0761904761904762
2021-04-05,0.06349206349206352,0.09523809523809523
2021-04-06,0.06349206349206349,0.09523809523809523
2021-04-07,0.07936507936507936,0.0761904761904762
2021-04-08,0.06349206349206349,0.09523809523809526
2021-04-09,0.07936507936507936,0.09523809523809526
2021-04-10,0.047619047619047616,0.09523809523809526
2021-04-11,0.07936507936507935,0.0761904761904762
2021-04-12,0.06349206349206349,0.05714285714285715
2021-04-13,0.07936507936507936,0.09523809523809526
2021-04-14,0.07936507936507937,0.09523809523809526
2021-04-15,0.07936507936507933,0.05714285714285716
2021-04-16,0.07936507936507939,0.05714285714285716
2021-04-17,0.07936507936507933,0.0952380952380952
2021-04-18,0.07936507936507936,0.09523809523809525
2021-04-19,0.07936507936507936,0.0761904761904762
2021-04-20,0.04761904761904764,0.0761904761904762
2021-04-21,0.09523809523809522,0.09523809523809525
2021-04-22,0.06349206349206349,0.05714285714285714
2021-04-23,0.047619047619047616,0.07619047619047617
2021-04-24,0.06349206349206347,0.07619047619047621
2021-04-25,0.0634920634920635,0.07619047619047621
2021-04-26,0.06349206349206349,0.07619047619047618
2021-04-27,0.07936507936507936,0.05714285714285714
2021-04-28,0.06349206349206349,0.09523809523809525
2021-04-29,0.0476190476190476,0.09523809523809525
2021-04-30,0.07936507936507935,0.07936507936507937
2021-05-01,0.047619047619047616,0.07936507936507936
2021-05-02,0.07936507936507933,0.09523809523809526
2021-05-03,0.04761904761904768,0.09523809523809525
2021-05-04,0.06349206349206349,0.07936507936507939
2021-05-05,0.07936507936507939,0.07936507936507937
2021-05-06,0.07936507936507942,0.07936507936507935
2021-05-07,0.06349206349206352,0.07936507936507933
2021-05-08,0.09523809523809526,0.07936507936507936
2021-05-09,0.06349206349206352,0.09523809523809523
2021-05-10,0.0634920634920635,0.0634920634920635
2021-05-11,0.04761904761904761,0.07936507936507936
2021-05-12,0.04761904761904764,0.0476190476190476
2021-05-13,0.06349206349206349,0.06349206349206352
2021-05-14,0.03174603174603176,0.09523809523809523
2021-05-15,0.0634920634920635,0.09523809523809523
2021-05-16,0.06349206349206352,0.09523809523809525
2021-05-17,0.031746031746031744,0.07936507936507936
2021-05-18,0.04761904761904767,0.09523809523809523
2021-05-19,0.06802721088435373,0.07936507936507936
2021-05-20,0.054421768707483,0.0952380952380952
2021-05-21,0.06802721088435372,0.07936507936507936
2021-05-22,0.06802721088435373,0.09523809523809523
2021-05-23,0.0816326530612245,0.06349206349206349
2021-05-24,0.06802721088435375,0.07936507936507936
2021-05-25,0.06802721088435373,0.09523809523809522
2021-05-26,0.054421768707482984,0.09523809523809523
2021-05-27,0.06802721088435376,0.07936507936507936
2021-05-28,0.04081632653061219,0.07936507936507936
2021-05-29,0.04081632653061222,0.07936507936507936
2021-05-30,0.06802721088435379,0.09523809523809525
2021-05-31,0.04081632653061222,0.07936507936507939
2021-06-01,0.06802721088435373,0.07936507936507933
2021-06-02,0.054421768707483,0.06349206349206352
2021-06-03,0.05442176870748303,0.09523809523809522
2021-06-04,0.04081632653061223,0.06349206349206349
2021-06-05,0.054421768707483026,0.09523809523809526
2021-06-06,0.027210884353741444,0.09523809523809523
2021-06-07,0.054421768707482956,0.07936507936507936
2021-06-08,0.06802721088435373,0.09523809523809523
2021-06-09,0.040816326530612304,0.07936507936507937
2021-06-10,0.06802721088435375,0.07936507936507936
2021-06-11,0.054421768707483,0.09523809523809525
2021-06-12,0.04081632653061226,0.09523809523809523
2021-06-13,0.040816326530612235,0.07936507936507936
2021-06-14,0.05442176870748308,0.06349206349206349
2021-06-15,0.02721088435374152,0.09523809523809523
2021-06-16,0.054421768707483005,0.07936507936507937
2021-06-17,0.05442176870748303,0.07936507936507936
2021-06-18,0.04081632653061229,0.09523809523809522
2021-06-19,0.04081632653061224,0.07936507936507939
2021-06-20,0.05442176870748304,0.07936507936507936
2021-06-21,0.054421768707482984,0.06349206349206346
2021-06-22,0.06802721088435373,0.09523809523809523
2021-06-23,0.06802721088435372,0.07936507936507936
2021-06-24,0.040816326530612276,0.07936507936507936
2021-06-25,0.05442176870748301,0.06349206349206349
2021-06-26,0.04081632653061225,0.06349206349206347
2021-06-27,0.054421768707483026,0.07936507936507935
2021-06-28,0.013605442176870777,0.09523809523809523
2021-06-29,0.054421768707483,0.07936507936507937
2021-06-30,0.040816326530612276,0.07936507936507933
2021-07-01,0.06802721088435373,0.06349206349206349
2021-07-02,0.06802721088435376,0.07936507936507936
2021-07-03,0.054421768707483026,0.09523809523809525
2021-07-04,0.04081632653061225,0.07936507936507936
2021-07-05,0.054421768707483026,0.09523809523809523
2021-07-06,0.05442176870748298,0.09523809523809523
2021-07-07,0.05442176870748303,0.07936507936507936
2021-07-08,0.08163265306122444,0.09523809523809523
2021-07-09,0.06802721088435373,0.07936507936507935
2021-07-10,0.040816326530612304,0.06349206349206349
2021-07-11,0.054421768707483,0.07936507936507936
2021-07-12,0.08163265306122447,0.09523809523809523
2021-07-13,0.054421768707483026,0.07936507936507936
2021-07-14,0.054421768707483026,0.09523809523809525
2021-07-15,0.05442176870748302,0.06349206349206349
2021-07-16,0.0816326530612245,0.09523809523809523
2021-07-17,0.06802721088435373,0.07936507936507936
2021-07-18,0.08163265306122451,0.07936507936507936
2021-07-19,0.06802721088435375,0.09523809523809523
2021-07-20,0.054421768707483026,0.09523809523809525
2021-07-21,0.0816326530612245,0.07936507936507936
2021-07-22,0.04081632653061232,0.07936507936507935
2021-07-23,0.05442176870748299,0.07936507936507936
2021-07-24,0.040816326530612276,0.09523809523809526
2021-07-25,0.05442176870748298,0.09523809523809523
2021-07-26,0.04081632653061226,0.09523809523809523
2021-07-27,0.040816326530612256,0.0634920634920635
2021-07-28,0.05442176870748303,0.07936507936507937
2021-07-29,0.04081632653061224,0.07936507936507936
2021-07-30,0.05442176870748298,0.07936507936507936
2021-07-31,0.05442176870748303,0.06349206349206349
2021-08-01,0.027210884353741506,0.07936507936507936
2021-08-02,0.02721088435374157,0.07936507936507936
2021-08-03,0.04081632653061224,0.09523809523809523
2021-08-04,0.054421768707482984,0.06349206349206349
2021-08-05,0.027210884353741527,0.07936507936507937
2021-08-06,0.013605442176870826,0.09523809523809523
2021-08-07,0.05442176870748301,0.07936507936507935
2021-08-08,0.040816326530612276,0.07936507936507935
2021-08-09,0.02721088435374147,0.09523809523809523
2021-08-10,0.054421768707483005,0.07936507936507936
2021-08-11,0.027210884353741523,0.09523809523809523
2021-08-12,0.040816326530612235,0.07936507936507935
2021-08-13,0.027210884353741513,0.07936507936507936
