date,turnover_hkd,trading_cost_hkd,trade_count,cash
2025-04-23,4640106.305008463,9057.856225731724,7,370.0821962000337
2025-04-24,2156727.341822224,4334.126598880924,8,260.96146345798707
2025-04-25,2030390.445444996,4047.117529287724,7,363.6572243746714
2025-04-28,1857040.442156733,3714.667644758121,7,214.071330078732
2025-04-29,406792.8810978244,911.3446449952796,6,115.55269721322112
2025-04-30,1227538.8204172617,2519.6466602175683,8,98.96227170243544
2025-05-02,1017137.3515233056,2130.0532872319677,7,236.83038502781704
2025-05-06,1955414.4356423568,3909.042374581937,8,340.73115521343425
2025-05-07,1581887.8457767356,3219.19986647832,8,149.8536853705882
2025-05-08,1068041.2477371334,2210.4695423966364,7,212.82125039251773
2025-05-09,1347243.9080703408,2753.994463517072,7,63.10672077565687
2025-05-12,1679765.651680349,3366.4043119457465,7,275.69630478252657
2025-05-13,1296601.141938435,2611.0236412355484,6,260.98381556919776
2025-05-14,1167217.4648458553,2366.799810294066,6,258056.41412341836
2025-05-15,440683.848481923,937.609996267674,5,105697.84215055662
2025-05-16,6378101.162503915,12435.897850387426,8,292.02511195326224
2025-05-19,6860966.396923342,13364.770846108297,8,3280573.24632116
2025-05-20,2053714.1382087555,4048.8052384051302,5,3581135.120917851
2025-05-21,1008555.4321722114,2020.934345737769,5,3464330.085468797
2025-05-22,1393420.587961401,2769.614964139181,5,2475221.1677150885
2025-05-23,371749.1516359152,839.1090832506295,5,2327347.674368128
2025-05-26,494935.950412616,1063.7543710493685,5,2123004.236940808
2025-05-27,294112.8875572189,654.1033569043004,4,2083158.912342174
2025-05-28,119705.29771505795,338.8364020702098,4,2100538.1217491943
2025-05-29,144064.80248523716,357.25667864260225,4,2123068.321062171
2025-05-30,381223.9228220949,840.9772483053794,5,2006918.0732046687
2025-06-02,419797.54837875615,893.5575927219647,5,1816931.733815469
2025-06-03,200732.01099760737,485.64829157484616,4,1650070.465399795
2025-06-04,330727.9574550395,719.7704312178031,4,1561357.4028114902
2025-06-05,299087.93722085166,703.1550627871803,4,1310769.0880387304
2025-06-06,2727608.901781797,5380.313035382739,7,612538.5818276892
2025-06-09,2988038.290999721,5820.920632799778,4,106.74330769642256
2025-06-10,3438739.4507926684,6705.5098717601695,5,196.40907601336949
2025-06-11,753034.7660100564,1545.3386884832994,5,196.7846794295474
2025-06-12,397526.9585173025,857.0153291568611,4,334.80985757743474
2025-06-13,588253.1461284864,1203.2567764696896,4,490.7452222933644
2025-06-16,659957.6029660464,1360.3788046968723,5,253.36820610862924
2025-06-17,0.0,0.0,0,253.36820610862924
2025-06-18,67167.56481065141,166.54,2,68.93035614631663
2025-06-19,370475.9496799481,785.2857079705093,4,393.1553362940394
2025-06-20,251287.9287645688,583.4180917901926,4,252.8365335910348
2025-06-23,329576.21379337576,710.5432890837726,4,464.7430797586712
2025-06-24,587160.6757484325,1237.6742742309586,6,2.1879438562318683
2025-06-25,234974.55325652237,483.8196426052178,2,117.21567542038974
2025-06-26,206933.38719836276,429.8167097586902,2,524.33148329299
2025-06-27,24642672.62275844,47640.74809820675,10,5592576.778984403
2025-06-30,8469641.340640722,16413.373072512575,6,9096676.434274644
2025-07-02,3420130.789614933,6702.70889464968,6,6778120.697238043
2025-07-03,426610.6788526336,917.3549747578264,5,6882927.571115919
2025-07-04,335423.71189178544,748.9510035686847,5,6919840.80230578
2025-07-07,466776.5440825762,961.6912352660607,4,6791727.003285136
2025-07-08,553244.4107649327,1171.3557591633612,5,6547925.7893607225
2025-07-09,428128.4421280146,887.8827537024116,4,6263554.638234089
2025-07-10,524918.9048044164,1136.4854426776303,5,5811582.645552358
2025-07-11,1299072.3815578732,2581.2479052462986,5,5348017.399899503
2025-07-14,385427.24070429406,804.2917925634354,4,5317324.707554921
2025-07-15,933300.3362393978,1877.1602689915185,5,4784372.547129673
2025-07-16,529694.3085699392,1111.476173374659,5,4725654.623770832
2025-07-17,609090.5205369521,1262.5222292873857,4,4441715.525510882
2025-07-18,810293.1855690982,1640.965895777745,5,3938612.898413262
2025-07-21,17132801.100946054,33155.13088075684,9,3022660.367925603
2025-07-22,8347564.984469303,16240.171987575442,10,8411547.88565565
2025-07-23,3348444.780494302,6576.985824395441,8,10925880.269085238
2025-07-24,2067912.810011208,4148.306284445035,9,12085985.548598085
2025-07-25,871859.3826542472,1772.237506123398,6,11970647.125004916
2025-07-28,1021319.916269996,2066.7569606710586,6,11402887.4826366
2025-07-29,338469.5353746808,739.3359982885238,4,11350061.80204248
2025-07-30,445041.71738511947,904.5533739080956,3,11794198.96605369
2025-07-31,1115882.3983133673,2242.425918650694,6,11224926.091821672
2025-08-01,861774.7931568574,1738.8498345254857,5,10699415.053802406
2025-08-04,297749.5597476177,643.9485897134432,3,10401021.545465074
2025-08-05,619676.5993814179,1271.066602233751,4,10222022.667851957
2025-08-06,414860.6431165236,923.6190068141548,5,9806238.405728618
2025-08-07,201226.8636145644,437.1881929424347,3,9604574.35392111
2025-08-08,174030.24046360882,366.3341923708871,2,9567017.155974722
2025-08-11,17387137.945825793,33644.88035666064,9,5521929.489239174
2025-08-12,4392942.815630294,8589.244252504235,8,3862277.1470692754
2025-08-13,4139587.78767616,8100.410230140928,8,4470629.803066857
2025-08-14,4499237.731768721,8826.914112302935,7,2351691.2535491856
2025-08-15,1259407.0001483303,2520.465600118664,6,2575356.64265597
2025-08-18,868174.4619285009,1785.4636863762464,6,3047557.290008764
2025-08-19,1022705.5558125632,2080.034444650051,7,3567367.552146695
2025-08-20,824213.2701780868,1721.4121096204897,7,3747844.379143827
2025-08-21,639610.9082691337,1329.5758593047317,5,3869718.62232762
2025-08-22,725105.6586044502,1515.0091212288978,7,3977820.398819801
2025-08-25,754639.6306364294,1532.451426715654,5,3899344.757580298
2025-08-26,1401022.695286415,2793.758156229132,6,3769425.491347897
2025-08-27,550684.8923063027,1178.3982949899034,6,4001505.681785836
2025-08-28,203414.42879363988,479.8652076764115,4,4006827.442342909
2025-08-29,1359793.9547907377,2713.52516383259,6,3585060.7814274738
2025-09-01,9779016.209965557,18952.12296797245,7,9808071.206501983
2025-09-02,4741069.639373537,9242.98571149883,7,10102895.51778161
2025-09-03,3317071.4459325224,6510.999181336152,7,10648310.405132778
2025-09-04,2195699.3046867084,4324.429443749366,6,10069370.758378452
2025-09-05,920629.088177278,1851.4332705418224,5,10499038.731029904
2025-09-08,919325.4590994344,1848.230367279548,5,10931303.14892462
2025-09-09,1322906.444716917,2653.6811247350074,5,11150945.866075978
2025-09-10,910761.8032001609,1854.3172991621811,5,10855179.67572238
2025-09-11,831307.089743732,1679.6156717949857,5,10570275.461442586
2025-09-12,1583938.1040987594,3150.8613534339165,6,10377877.995990394
2025-09-15,1238338.2624059557,2484.3519927026573,6,9670994.954665182
2025-09-16,594576.9920904365,1243.4911530098684,5,9316033.030395832
2025-09-17,1204889.4342761503,2399.9215474209204,5,8220771.254324106
2025-09-18,556720.1691574671,1158.5512224234742,5,7662892.533944216
2025-09-19,1080000.4179248945,2149.3216286726747,4,6821005.978835576
2025-09-22,9049101.810601473,17516.53144848118,5,9323010.177137394
2025-09-23,5620978.031710908,10923.622425368723,6,8730019.02212098
2025-09-24,3337639.573327681,6524.021658662146,6,9123382.46897378
2025-09-25,2462748.580575948,4855.968864460759,7,7718854.803950231
2025-09-26,1238916.8583371872,2464.4834866697497,5,6670984.051936039
2025-09-29,808963.0734188664,1632.8302951727983,4,6178928.232544403
2025-09-30,852323.1105346966,1716.546579342773,3,5324888.5754303625
2025-10-02,1064393.9771560612,2128.695181724849,5,4451794.909601452
2025-10-03,179704.98676584524,401.8545546657061,3,4348991.455430328
2025-10-06,422330.2229745862,845.5141783796689,2,4333836.790342742
2025-10-08,460310.2666476304,935.3147196143416,3,4395368.343657903
2025-10-09,1323351.597488748,2658.741277990999,7,4060356.6318359855
2025-10-10,858332.3607166407,1731.695888573313,5,3685519.2189676
2025-10-13,1654499.2338303782,3315.7520840245347,7,3157826.7810367136
2025-10-14,1253167.558042383,2523.6840464339066,7,2624597.974005288
2025-10-15,3320816.2575430395,6554.383006034432,10,820794.8242607256
2025-10-16,2578847.86108954,5045.578288871632,5,285.5660353576532
