date,symbol,side,shares,price,notional,fees,slippage_rate
2025-05-19,1788,buy,573000,1.0250990656896102,587381.7646401466,1147.5054117121174,0.0049990840094216
2025-05-19,2255,sell,3630500,0.7264185894549207,2637262.6890160893,5097.760151212872,0.0049060418425743
2025-05-19,2866,buy,1043500,0.9721364112227504,1014424.34511094,1970.369476088752,0.0022024857966498
2025-05-20,991,sell,655500,1.741251468526541,1141390.3376191475,2215.0722700953183,0.0049991608419765
2025-05-20,1114,buy,10000,2.123259020234292,21232.59020234292,69.69,0.0015372736954206
2025-05-20,1137,buy,48500,1.7545839375691998,85097.32097210619,179.88785677768496,0.0026193928966854
2025-05-20,1788,buy,735000,1.0451997523977965,768221.8180123803,1496.1374544099044,0.0049997619209577
2025-05-20,2866,sell,39000,0.9685146513532888,37772.07140277827,88.01765712222262,0.0015312872646507
2025-05-21,991,sell,189000,1.7860079187165847,337555.4966374345,665.9143973099476,0.0022302130074945
2025-05-21,1114,sell,50000,2.1866033779402656,109330.16889701328,226.34413511761065,0.0015509689770476
2025-05-21,1137,buy,28000,1.7230270494629358,48244.757384962206,108.72580590796976,0.0017599124784511
2025-05-21,1788,buy,439000,1.0351491658695848,454430.4838167477,891.2643870533981,0.0049991901646452
2025-05-21,2866,buy,62000,0.951524603807315,58994.525436053525,128.68562034884283,0.0016048461129632
2025-05-22,732,buy,221000,0.9647969620253164,213220.12860759496,426.666102886076,0.0049968354430379
2025-05-22,1114,sell,87500,2.3261787724104668,203540.64258591583,407.6925140687327,0.0016400118410014
2025-05-22,1137,buy,87000,1.6450918313621037,143122.989328503,291.66839146280233,0.0031047752207949
2025-05-22,1788,buy,784500,1.0241044546232798,803409.944651963,1563.7579557215706,0.0040239751208626
2025-05-22,2866,buy,32000,0.941465087107011,30126.882787424354,79.83,0.001558603305331
2025-05-23,732,buy,184500,0.9446928826392644,174295.83684694426,351.5766694775554,0.004992428339643
2025-05-23,1114,sell,46500,2.416287821206504,112357.38368610245,232.15590694888195,0.0015339581791305
2025-05-23,1137,buy,41500,1.6134490007286788,66958.13353024017,144.06650682419215,0.0021422364774401
2025-05-23,1788,buy,9000,1.02158247770555,9194.24229934995,56.17,0.0015514487309313
2025-05-23,2866,buy,9500,0.9414268708714134,8943.555273278427,55.14,0.0015179477355463
2025-05-26,732,buy,195500,0.95475,186653.625,375.0329,0.005
2025-05-26,1114,sell,52500,2.506105727892672,131570.5507143653,268.9664405714922,0.0015515028316046
2025-05-26,1137,buy,93000,1.5364923451327432,142893.78809734512,290.4550304778761,0.0042433628318584
2025-05-26,1788,sell,14000,1.0183987831290966,14257.582963807352,61.81000000000001,0.0015698204616699
2025-05-26,2866,buy,21000,0.9314477922427724,19560.40363709822,67.49,0.0015567658524435
2025-05-27,1114,buy,70500,2.3638589276521165,166652.0543994742,336.4916435195794,0.0016351388356426
2025-05-27,1137,sell,14500,1.5266751923076924,22136.79028846154,70.81,0.0021730769230769
2025-05-27,1788,sell,80000,1.0379955216362666,83039.64173090133,175.97171338472108,0.0019273830420514
2025-05-27,2866,sell,24000,0.9285167140992424,22284.40113838182,70.83,0.0015949310760833
2025-05-28,1114,buy,15000,2.333610445378976,35004.15668068464,85.45,0.001549547372951
2025-05-28,1137,buy,10500,1.5228065973618283,15989.469272299197,63.02,0.0018464456327817
2025-05-28,1788,sell,61000,1.0579180752092163,64533.0025877622,139.82640207020978,0.0019640799913052
2025-05-28,2866,sell,4500,0.9285931498470948,4178.669174311927,50.54,0.001512742099898
2025-05-29,1114,sell,16000,2.3663285930336326,37861.257488538125,88.0990059908305,0.0015491168634462
2025-05-29,1137,sell,29500,1.5462668389793224,45614.87174989001,103.291897399912,0.0024084909810822
2025-05-29,1788,buy,43000,1.051621373600575,45219.71906482473,102.91577525185978,0.0015441653338811
2025-05-29,2866,buy,16500,0.9314517686051088,15368.954181984298,62.95,0.0015610415108698
2025-05-30,732,buy,143500,0.964792990264256,138447.7941029207,282.33823528233654,0.0049926981919332
2025-05-30,1114,buy,30500,2.353817710569003,71791.44017235459,153.5631521378837,0.0016245576889373
2025-05-30,1137,buy,16500,1.562934848410717,25788.42499877683,74.28,0.0018813130837928
2025-05-30,1788,sell,120000,1.107977717553742,132957.32610644904,271.2458608851592,0.00182187607771
2025-05-30,2866,buy,13000,0.9414567262764456,12238.937441593793,59.55,0.0015497088047293
2025-06-02,732,buy,166500,0.9346441456834532,155618.25025629497,315.254600205036,0.0049937050359712
2025-06-02,1114,buy,24000,2.333816802038803,56011.60324893127,123.90928259914502,0.0016381124630055
2025-06-02,1137,sell,69000,1.6717736708860758,115352.38329113922,237.9219066329114,0.0048966244725738
2025-06-02,1788,buy,26500,1.111813489671709,29463.057476300284,78.74,0.0016337744790169
2025-06-02,2866,buy,68000,0.9316507956777996,63352.25410609038,137.7318032848723,0.0017750491159135
2025-06-03,732,buy,110500,0.95475,105499.875,218.7999,0.005
2025-06-03,1114,buy,29000,2.273637567881296,65935.48946855759,142.12839157484606,0.0016024528111436
2025-06-03,1788,buy,11000,1.101677372026887,12118.45109229576,59.54,0.0015248836608066
2025-06-03,2866,sell,18500,0.9285511046894088,17178.195436754064,65.18,0.0015579519468721
2025-06-04,732,buy,224000,0.9346456464556396,209360.6248060633,419.0684998448506,0.0049953187695051
2025-06-04,1114,sell,7500,2.2764868699914413,17073.65152493581,65.17,0.0015408464949817
2025-06-04,1788,sell,29500,1.1081785392491468,32691.26690784983,82.14999999999999,0.0016409556313993
2025-06-04,2866,sell,75500,0.948376347234312,71602.41421619055,153.3819313729525,0.0017091081744084
2025-06-05,732,buy,277500,0.9647975801224344,267731.32848397555,531.1850627871804,0.0049974792942023
2025-06-05,1114,buy,1500,2.2834363418100496,3425.1545127150744,49.43,0.0015071674605482
2025-06-05,1788,sell,22000,1.1182449434290689,24601.388755439515,73.12,0.0015670147954743
2025-06-05,2866,buy,3500,0.9514472767775958,3330.065468721585,49.42,0.0015234492395746
2025-06-06,297,buy,633500,1.2059999999999995,764000.9999999999,1488.2408000000005,0.005
2025-06-06,732,sell,119000,0.9452588129760195,112485.79874414632,232.27863899531707,0.0049907231831372
2025-06-06,1114,buy,10000,2.2635532158179443,22635.532158179445,70.87,0.0015722193884709
2025-06-06,1508,buy,685000,1.004999489125675,688424.6500510874,1342.16972004087,0.004999489125675
2025-06-06,1606,buy,200000,1.1758418263473054,235168.36526946104,469.0046922155689,0.0049930139720558
2025-06-06,1788,sell,30000,1.1281525131731138,33844.57539519342,83.28999999999999,0.0016349440945893
2025-06-06,2866,sell,921500,0.9452511993095274,871048.9801637295,1694.4591841309834,0.0049987375689184
2025-06-09,297,buy,1490500,1.2058534749704508,1797324.604443457,3479.129683554766,0.004877895808709
2025-06-09,732,sell,316500,0.9452541969075418,299172.95332123694,592.3383626569897,0.0049955822025875
2025-06-09,1137,sell,82500,1.582060099818512,130519.95823502724,266.9859665880218,0.0049936479128856
2025-06-09,2866,sell,788500,0.96515,761020.7749999999,1482.46662,0.005
2025-06-10,297,buy,497500,1.2328468368089878,613341.3013124714,1197.5630410499773,0.0023145014707218
2025-06-10,732,sell,130000,0.945260199386503,122883.8259202454,251.9070607361963,0.0049892638036809
2025-06-10,1114,buy,15500,2.273523296287544,35239.61109245693,85.47,0.0015521129020018
2025-06-10,1508,buy,1032500,1.0337929541611306,1067391.2251713674,2072.472980137094,0.0036824797680879
2025-06-10,2866,sell,1638000,0.9767298457241314,1599883.4872961272,3098.0967898369017,0.0033368921182333
2025-06-11,297,sell,32500,1.2480253102432868,40560.82258290682,93.59865806632548,0.0015797518053705
2025-06-11,732,sell,233000,0.9452542756108014,220244.24621731677,440.1653969738534,0.004995499357051
2025-06-11,1114,sell,7500,2.2865207207909424,17148.905405932066,65.18,0.0015193358991519
2025-06-11,1137,sell,60500,1.6419217511540876,99336.2659448223,207.07901275585783,0.004895908391462
2025-06-11,1508,buy,360500,1.0422871729794132,375744.5258590785,739.3156206872627,0.0021992047878972
2025-06-12,297,sell,2500,1.2481188284904925,3120.297071226231,49.39,0.0015049372076062
2025-06-12,732,sell,207500,0.9452563973063972,196140.70244107745,393.822561952862,0.0049932659932659
2025-06-12,1114,buy,24000,2.253586329190163,54086.07190056391,120.13885752045113,0.0015939240845169
2025-06-12,1508,buy,134500,1.0719694208508177,144179.88710443495,293.663909683548,0.0018405802344089
2025-06-13,297,sell,103500,1.3177416216283877,136386.2578385381,278.4290062708305,0.001710892705767
2025-06-13,732,sell,137000,0.9552024507658644,130862.7357549234,267.31018860393874,0.0049974471188913
2025-06-13,1114,sell,12000,2.2964312951145383,27557.175541374458,76.5,0.0015516108197659
2025-06-13,1508,buy,273500,1.0729322741998186,293446.9769936504,581.0175815949204,0.0027404431774005
2025-06-16,297,sell,16500,1.3179755815124696,21746.59709495575,69.76,0.0015336503693412
2025-06-16,732,sell,128000,0.9452551872074882,120992.6639625585,248.16413117004683,0.0049945397815912
2025-06-16,1114,buy,22000,2.2536487831858407,49580.273230088496,110.9542185840708,0.0016216814159292
2025-06-16,1137,sell,116500,1.612026105749056,187801.041319765,377.090833055812,0.0049221569450272
2025-06-16,1508,buy,263500,1.0620001038280025,279837.0273586786,554.4096218869428,0.0018868904037755
2025-06-18,297,buy,26000,1.2920281280887256,33592.731330306866,83.27,0.0015721923168414
2025-06-18,1788,sell,28500,1.1780643326436684,33574.83348034455,83.27,0.0016403960646877
2025-06-19,297,buy,19500,1.2919904982980333,25193.81471681165,74.20000000000002,0.0015430219364599
2025-06-19,732,sell,192500,0.9651570399170556,185792.7301840332,373.2341841472265,0.004992742353551
2025-06-19,1114,buy,46000,2.173795059668269,99994.57274474038,207.6956581957923,0.0017488754231655
2025-06-19,1508,buy,54000,1.1017561487844982,59494.8320343629,130.15586562749033,0.0015964988949983
2025-06-20,297,sell,17500,1.2580827799625818,22016.44864934518,70.78,0.0015216032043001
2025-06-20,732,sell,101000,0.9552,96475.2,201.42016,0.005
2025-06-20,1114,sell,3500,2.1068186792808032,7373.865377482812,53.940000000000005,0.0015077349380077
2025-06-20,1508,buy,117000,1.0719864507499215,125422.4147377408,257.27793179019267,0.0018564960279639
2025-06-23,297,buy,35000,1.2520059138487702,43820.20698470696,99.62616558776558,0.001604731079016
2025-06-23,1114,sell,65000,2.215803528856209,144027.22937565358,293.5217835005229,0.0018903023170232
2025-06-23,1508,sell,19500,1.0883129455723088,21222.102438660026,69.69,0.0015477563556799
2025-06-23,1606,buy,86500,1.393140751379829,120506.6749943552,247.70533999548417,0.0022595333667837
2025-06-24,297,sell,16000,1.2979895599833955,20767.832959734333,68.63000000000001,0.0015464923204649
2025-06-24,732,sell,166500,0.9552030243024302,159041.30354635464,322.43304283708375,0.0049968496849684
2025-06-24,1114,buy,21000,2.263509356333732,47533.69648300837,107.06695718640668,0.0015528125370496
2025-06-24,1137,sell,74500,1.532332361574383,114158.76093729152,235.8170087498332,0.0049789859906604
2025-06-24,1508,buy,43000,1.1117398621986363,47804.81407454136,107.3138512596331,0.0015674434221948
2025-06-24,1606,buy,142000,1.3933399137148046,197854.26774750225,396.4134141980018,0.0024028156221616
2025-06-25,297,buy,90000,1.3020872549019609,117187.85294117648,241.6302823529412,0.0016055806938159
2025-06-25,732,sell,122000,0.9654647566831628,117786.70031534584,242.18936025227669,0.004675508574059
2025-06-26,297,buy,81000,1.2722003375353792,103048.22734036572,214.51858187229257,0.001732549240456
2025-06-26,1137,sell,66500,1.562182855007474,103885.15985799702,215.2981278863976,0.0049790732436472
2025-06-27,297,sell,1020500,1.28355,1309862.775,2539.2402200000006,0.005
2025-06-27,604,buy,5657500,0.8315380145788657,4704426.317479933,9081.011053983946,0.0018530296130911
2025-06-27,1114,sell,612500,2.407903412207668,1474840.8399771964,2857.172671981757,0.0049985899968314
2025-06-27,1137,sell,232000,1.6219111434016136,376283.3852691744,740.8067082153394,0.0049624887106664
2025-06-27,1508,sell,1402500,1.1940003004918684,1674585.4214398456,3242.328337151877,0.0049997495901095
2025-06-27,1606,sell,428500,1.4969446385490195,641440.7776182549,1251.612622094604,0.002036907633987
2025-06-27,1788,sell,2781500,3.474445338800793,9664169.709874406,18638.695767899524,0.0015961670112661
2025-06-27,1905,buy,200000,0.8642999999999998,172859.99999999997,348.248,0.005
2025-06-27,2866,buy,1631000,1.0250992231304652,1671936.8329257888,3236.879466340631,0.0049992383632011
2025-06-27,3877,buy,1538000,1.919549130802236,2952266.56317384,5704.753250539072,0.0049995449226368
2025-06-30,297,sell,1576500,1.2835785554441106,2023561.5926576403,3914.849274126112,0.0049778639968134
2025-06-30,604,sell,628000,0.9583562390289198,601847.7181101616,1174.9081744881294,0.0017122510115419
2025-06-30,1114,sell,652000,2.3681054626584377,1544004.7616533013,2991.303809322641,0.0049977047653621
2025-06-30,1508,sell,1541500,1.184341947506088,1825663.1120806348,3533.390489664508,0.0047546659612703
2025-06-30,2866,buy,632500,1.0351498575155134,654732.2848785622,1276.9358279028495,0.0049998616655468
2025-06-30,3877,buy,925000,1.967385806768024,1819831.8712604216,3521.985497008337,0.0037682687591956
2025-07-02,297,sell,87500,1.2677444163511808,110927.63643072832,228.84210914458265,0.0017760501171804
2025-07-02,604,buy,269000,0.8914575134860273,239802.0711277413,477.2916569021932,0.0016376556022778
2025-07-02,1114,sell,181000,2.3745390773642487,429791.573002929,843.4032584023432,0.002294505309139
2025-07-02,1905,buy,325000,0.8743481273062731,284163.1413745388,563.4205130996309,0.0049978474784747
2025-07-02,2866,buy,2262500,1.0351499210502375,2342026.6963761626,4529.05135710093,0.0049999233497449
2025-07-02,3877,sell,7000,1.9170959004047337,13419.671302833138,60.7,0.0015125518725344
2025-07-03,604,sell,44500,0.908614557373524,40433.34780312183,93.47667824249748,0.0015224644246988
2025-07-03,1137,sell,82000,1.5522980838323353,127288.44287425149,261.0007542994012,0.0049371257485029
2025-07-03,1905,buy,183500,0.8743499999999998,160443.22499999998,324.73458,0.005
2025-07-03,2866,sell,15500,1.058352284216186,16404.460405350885,64.08,0.0015544488526547
2025-07-03,3877,sell,41500,1.9768964522869747,82041.20276990945,174.06296221592754,0.0015674483399117
2025-07-04,604,sell,5500,0.908628623805353,4997.457430929441,50.63,0.0015070068073043
2025-07-04,1137,sell,68500,1.5223694727272727,104282.3088818182,216.6758471054545,0.0049872727272727
2025-07-04,1905,buy,127500,0.8542476684952978,108916.57773315048,224.9532621865204,0.0049972570532915
2025-07-04,2866,buy,38000,1.0516891346322808,39964.18711602667,92.05134969282136,0.0016086996497909
2025-07-04,3877,sell,38500,2.006835863113265,77263.18072986069,164.64054458388856,0.0015741974560872
2025-07-07,604,buy,48500,0.9113846284825626,44202.154481404286,100.98172358512342,0.0015215697610578
2025-07-07,1905,buy,186000,0.8743499999999998,162629.09999999998,328.75328,0.005
2025-07-07,2866,buy,86500,1.042000826041302,90133.07145257262,189.5564571620581,0.0019238711935596
2025-07-07,3877,sell,81000,2.096447137637028,169812.21814859926,342.3997745188794,0.0016918392204628
2025-07-08,604,sell,165500,0.9384125456183756,155307.27629984118,314.95582103987294,0.0016887812570472
2025-07-08,1905,buy,151500,0.8642960316413975,130940.84879367171,267.3926790349374,0.0049953856295319
2025-07-08,1916,buy,235000,0.8140463854653635,191300.9005843604,384.3407204674883,0.0049955376115597
2025-07-08,2866,buy,3000,1.0415706035770662,3124.7118107311985,49.39,0.001510195747179
2025-07-08,3877,buy,35000,2.0734478078950924,72570.67327632823,155.27653862106263,0.0016656076787886
2025-07-09,604,buy,83000,0.9215014834609696,76484.62312726048,162.89769850180838,0.0016320472401842
2025-07-09,1916,buy,223000,0.8441996704405335,188256.52650823892,378.5152212065912,0.0049996076673018
2025-07-09,2866,sell,69000,1.0481534330078528,72322.58687754185,155.04806950203348,0.0017586352306164
2025-07-09,3877,buy,45000,2.023660124777184,91064.70561497328,191.4217644919786,0.0018119429590017
2025-07-10,604,buy,9500,0.921382078719391,8753.129747834215,55.11,0.0015022594775987
2025-07-10,1905,buy,209000,0.874345635451505,182738.2378093645,367.3905902474916,0.0049949832775919
2025-07-10,1916,buy,341500,0.8441978493050475,288293.5655376737,571.2448524301388,0.0049974396488661
2025-07-10,2866,sell,35000,1.0583342509337597,37041.69878268159,87.71000000000001,0.0015714613832456
2025-07-10,3877,buy,4000,2.0230682317155604,8092.272926862242,55.03,0.0015189265918615
2025-07-11,604,sell,407500,1.0283293052886684,419044.1919051324,823.4553535241058,0.0016220337003218
