period_end_date,return
2011-12-31,-18.07%
2012-12-31,13.27%
2013-12-31,26.81%
2014-12-31,15.39%
2015-12-31,156.85%
2016-12-31,16.7%
2017-12-31,-3.93%
2018-12-31,-3.03%
2019-12-31,28.29%
2020-12-31,19.82%
2021-12-31,31.44%
2022-12-31,-16.99%
2023-12-31,-5.84%
2024-12-31,28.07%
2025-12-31,43.94%
2026-12-31,-3.47%
