factor_id,factor_name,factor_column,sort_order,normalized_weight,average_selected_percentile,average_universe_percentile,average_selection_edge,average_rank_ic,latest_selected_percentile,latest_selection_edge,latest_selected_raw_value,latest_universe_raw_value,latest_score_component,latest_raw_value_spread
F04,Oversold,oversold_39,Ascending,0.7604562737642586,0.0198524799918112,0.50066341653238,0.4808109365405688,-0.028827429982654,0.0135766423357664,0.4867845916138312,-0.2857574499755972,-0.0893950915845113,14.144486692015212,-0.1963623583910859
F05,Oversold,oversold_270,Ascending,0.1267427122940431,0.0816432212412919,0.500681977530339,0.4190387562890471,-0.0039157003994626,0.0516058394160584,0.4487575257072833,-0.345563206596749,0.0823837175743207,8.960709759188848,-0.4279469241710697
F03,Long-Term Low Volume,long_term_low_volume_30,Ascending,0.0316856780735107,0.3672720158270524,0.5006859401840205,0.1334139243569679,-0.0253193893213526,0.1918978102189781,0.3084671532846715,3009444.01,20729009.0540146,8.330164765525982,-17719565.044014603
F06,Net Capital Inflow,net_capital_inflow_6,Ascending,0.0050697084917617,0.3707291717115971,0.5006859426080148,0.1299567708964178,-0.0419776550220088,0.2075182481751824,0.2928467153284672,-32695331.33342653,-11243786.663632302,1.441318124207858,-21451544.66979423
F01,Volume Contraction Factor,volume_contraction_factor_15_80,Ascending,0.0316856780735107,0.3797375402705107,0.5006814135367796,0.1209438732662689,-0.0256185435326296,0.2662043795620438,0.2341605839416058,0.6374564610940244,0.8889374416116954,11.55576679340938,-0.251480980517671
F02,Turnover Rate,turnover_rate_15,Descending,0.044359949302915,0.3484683427018972,0.5006859426080148,0.1522175999061176,-0.0114202908672086,0.4030656934306569,0.0972992700729927,0.012509580268027,0.0112573210370552,24.49556400506971,0.0012522592309717
