date,q1,q2,q3,q4,q5
2018-01-02,0.00982911260623462,0.007687179988842412,0.006366599550353652,0.015603166770364614,0.1646009568376473
2018-01-03,0.005241627935722314,0.005409479218940735,0.0028691393228998056,0.010501020858247426,0.02701511204577547
2018-01-04,0.004545592020508704,0.0005303872180899693,0.009730000129201336,0.006621417363958507,0.06608727217744174
2018-01-05,0.007501554273659295,0.006625733186203206,0.020050155672674888,0.03648570314214888,0.028326485634495142
2018-01-08,0.0043437131111044285,0.0014508916995504809,0.0016056561626743777,0.004095977785403913,0.03618597261856063
2018-01-09,-0.000679781900064248,-0.0016730333580843688,0.007009561723047188,0.00809702508967919,0.014578153677794253
2018-01-10,0.0011794939912913107,-0.002031137944428194,-0.0032508851687523487,-4.952366473957329e-05,-0.002185647991612602
2018-01-11,0.008769365655722701,0.008895871803962573,0.006242371622384449,0.010161400378324232,0.020256371632629163
2018-01-12,-0.01798675929622587,-0.012490757901308632,-0.020030416849634646,-0.0268953594586327,-0.0189891962626467
2018-01-15,0.016237591070736898,0.020220110083340844,0.017568646966317478,0.023743300694364453,0.019002857792714576
2018-01-16,0.0007705599660319099,0.0010880455108889767,-0.002711517140041912,0.007469618449334017,0.04231596429007313
2018-01-17,0.008117233460190701,-0.003820909072795531,0.005683781500171854,0.006708974528078265,0.008973406440486513
2018-01-18,0.004369189822472943,0.004219942155940876,0.01781159000591662,0.020924502605556745,0.015637688078776774
2018-01-19,0.008300954790218145,0.014815010541029846,0.017775640820393606,0.02076101412845533,0.03179424497331068
2018-01-22,0.00957214757920731,0.006503095699363106,0.012187713935744514,0.012412202076891338,0.007759433763777489
2018-01-23,0.003191725365035751,0.0003870296817456085,0.003497293675509738,0.01100068201395175,0.010117209626167713
2018-01-24,-0.005879666023900614,-0.009098368207589485,-0.0010853181376903973,-0.0036944868788881782,-0.00153026615853171
2018-01-25,0.013489634631257361,0.008178046960352486,0.010933237845586774,0.020666274901110268,0.02465227557280896
2018-01-26,-0.004146881583615982,-0.015253173159768254,-0.0074318192082222295,0.001674065433147507,-0.016119640256908405
2018-01-29,-0.004421396895280567,-0.013439450493020148,-0.015021187587705034,-0.022331086390852944,-0.009676340940644155
2018-01-30,0.004511637559099801,0.0047819009763344555,0.0021336096986734536,0.00024774026647816515,-0.0016287953991742205
2018-01-31,-0.014469409747333652,-0.012060097090198459,-0.006452156550514219,-0.013170558215586143,-0.007784030089210986
2018-02-01,0.004393131956213665,0.006632659693135701,0.0033777548871398136,0.010840676033755305,0.07371844170119395
2018-02-02,-0.013806516439430273,-0.015971478844329225,-0.018658040285785337,-0.01572741066004697,-0.03570079602281638
2018-02-05,-0.06627963997103922,-0.06153820665534075,-0.06637157742571874,-0.08425194405269844,-0.0880997589574124
2018-02-06,-0.0054366221654026745,-0.008947451527148468,-0.01645387905340304,-0.012934665144275995,-0.0035524095025179876
2018-02-07,0.005876682578275568,0.006732377234827156,0.001277135293758309,0.0007082555290406886,0.005664735952893945
2018-02-08,-0.041620046763477074,-0.04323303540815472,-0.043775219358447165,-0.061694833602761096,-0.06677013467324332
2018-02-09,0.018728582687410702,0.014401761308598719,0.0076615755610474874,0.008739365391002632,0.03915241898517003
