,mean,std,median,p05,p95,coverage
count,925.0,925.0,925.0,925.0,925.0,925.0
mean,1.9528451917693244,1.5371052976534472,1.5247559584926085,0.6313608738363963,4.876965729936179,0.7571061434715659
std,5.297519540380732,5.517152006887026,3.89526767101432,1.455434945352165,16.529228923580074,0.3138236287273509
min,0.06578081997499813,0.0664534789564104,0.002136752136752137,0.0011295609034446697,0.11331711464023268,0.0044204322200392925
25%,0.705788572459343,0.2908413666968126,0.689922480620155,0.07574323267094352,1.1528802781917535,0.5697445972495089
50%,1.054632151941891,0.44622199551367997,1.0323599662911822,0.40253488669824605,1.6763744747045577,0.9410609037328095
75%,1.6643235695073504,0.8445773568513064,1.462014511310286,0.8952093397745572,3.199010958578945,0.9970530451866405
max,121.82589451245379,101.30780514992992,94.49999999999999,29.645000000000003,342.5499999999997,0.9975442043222004
