date,ic_1d,ic_5d,ic_20d
2018-01-02,,,
2018-01-03,,,
2018-01-04,,,
2018-01-05,,,
2018-01-08,,,
2018-01-09,,,
2018-01-10,,,
2018-01-11,,,
2018-01-12,,,
2018-01-15,,,
2018-01-16,,,
2018-01-17,,,
2018-01-18,-0.04090701318935147,-0.039949603621985845,-0.024072983235643393
2018-01-19,-0.047368028165730436,0.01291981487787783,-0.025904410254593616
2018-01-22,0.018816366212752757,0.08981141951523888,0.01720286896095316
2018-01-23,0.031397303723480034,0.07443960471198002,0.0022353362338673743
2018-01-24,0.11047498503697434,0.014848255804916234,-0.006607254361918857
2018-01-25,0.04846816530182192,0.05814903891073101,-0.009907065713670055
2018-01-26,-0.038367434411901706,0.0018663797192587119,-0.06165929382561026
2018-01-29,-0.06764097037586911,-0.1301152895223123,-0.09354785899590569
2018-01-30,-0.05207278617431164,-0.034522129880964175,-0.0005827253090973752
2018-01-31,0.09100977245142237,-0.018809669322726773,0.021571400413102498
2018-02-01,-0.03544135636435455,-0.020455507183958225,0.01737976058697247
2018-02-02,0.017653678562020284,0.058372597313249834,0.018779012723140608
2018-02-05,0.07301575779883604,0.062472390629302925,0.08163177954433443
2018-02-06,-0.03167195938842036,-0.036604093166192356,-0.0065739665471660925
2018-02-07,-0.08634219417876225,0.013298908273458752,-0.049090564934730824
2018-02-08,0.0643721211758283,-0.02876017778241489,-0.057595367690406886
2018-02-09,-0.07950751258654357,-0.03339555108870994,-0.04899456573320728
2018-02-12,-0.023153976263455448,-0.050088366782388274,-0.046168815942995614
2018-02-13,-0.0749519184775798,-0.06863413254227298,0.056666004934861916
2018-02-14,0.026650074799894282,-0.08674649238602933,0.06450492160693569
2018-02-15,-0.05141633675952828,0.0028040355977164005,0.05997506700889744
2018-02-20,0.11548705764919398,-0.00028925005272724104,0.0739968002594219
2018-02-21,-0.06697200848847182,-0.07253655885629037,-0.06569028989740185
2018-02-22,0.09586045714038445,-0.12062405773993572,-0.052275252914327636
2018-02-23,-0.04989086235572737,-0.015364193244641947,-0.04154782848299903
2018-02-26,0.05111432366139394,0.0688141268671634,0.021919776563286406
2018-02-27,-0.040987381983753485,-0.011172478640023225,-0.016524241055530634
2018-02-28,-0.08997340013551429,-0.014826077927059112,-0.056431510174740476
2018-03-01,0.002399655780799727,-0.07302547688696111,-0.05479704586354959
2018-03-02,-0.01649439489106878,-0.04498727254237075,0.012527215777863455
2018-03-05,-0.0011707474831818697,-0.01645968836067368,0.09707053016312889
2018-03-06,0.035142760467665055,-0.02869054231184834,0.02462341113054513
2018-03-07,-0.00971720154233827,-0.0364998167607406,-0.008752584236228461
2018-03-08,-0.05232576424978965,-0.04130889705882265,-0.00943045274167714
2018-03-09,0.09359903187266859,0.002494181216733197,-0.02572236108757534
2018-03-12,-0.0719287905015703,-0.13017159427547903,-0.04930353601290409
2018-03-13,-0.08613279217511605,-0.17789192371361862,-0.10267455231193752
2018-03-14,0.0318300175928158,-0.10310240867907927,-0.14385946566349087
2018-03-15,-0.061675056116460715,-0.06504251182229069,-0.07591948493203009
2018-03-16,-0.07388517220217808,-0.021780492974197777,-0.027506446243461886
2018-03-19,0.011176896702579901,0.07381266545570096,0.04596315495031419
2018-03-20,-0.0012213830119573528,-0.049149834521566085,-0.02934949803987635
2018-03-21,-0.01432901525260064,0.01986784825110576,0.03573460901713862
2018-03-22,0.03609163887037174,0.0725127668452056,0.051499966605058733
2018-03-23,0.015278353064220929,0.04490063151086575,0.06816083758895636
2018-03-26,0.014531717147433268,0.006560272611601337,0.051085179822386945
2018-03-27,0.0348557972922738,0.06999332422718975,0.04550506349067198
2018-03-28,-0.04861818507244142,0.03042763977357556,0.055002848572057096
2018-03-29,-0.021623758516787075,0.023315786895968083,0.09288861079727911
2018-04-03,0.03705649672013465,0.07287388502521044,0.07076464616204418
2018-04-04,0.06844099979919566,-0.0187682337538739,0.11021588673584684
2018-04-06,-0.10631850514261182,-0.10609406689167526,-0.043241285324150155
2018-04-09,0.10006780718755043,-0.02696400715875265,-0.042280099084830124
