,mean,std,median,p05,p95,coverage
count,921.0,921.0,921.0,921.0,921.0,925.0
mean,-0.0020405073579886747,0.09372664627563537,-0.007642829755476888,-0.13388670010000062,0.14693088488257036,0.7254107152338979
std,0.017092883463008732,0.04061738157961162,0.016190406942315598,0.05465878036037664,0.06615286010861318,0.30132972804916736
min,-0.07704990306014824,0.0,-0.13902793476505715,-0.5719385358707428,-0.004480115459366724,0.0
25%,-0.008150294288646116,0.06637789598228053,-0.014492753623188248,-0.1575635707020821,0.10245018088015811,0.5363457760314342
50%,-0.001143849077471983,0.08704703668753089,-0.005919494869770947,-0.12509364314596885,0.13835624001569846,0.925343811394892
75%,0.0033335022565537968,0.11060559103363937,-0.0003140525945291017,-0.09804594351908573,0.17542619335242074,0.9390962671905697
max,0.24207623816061358,0.38596001039667427,0.22066149082260011,0.0,0.5698863880897483,0.9489194499017681
