period_end_date,return
2023-01-31,0.0%
2023-02-28,1.79%
2023-03-31,-3.05%
2023-04-30,-0.71%
2023-05-31,0.0%
2023-06-30,0.0%
2023-07-31,0.47%
2023-08-31,0.0%
2023-09-30,-1.75%
2023-10-31,0.0%
2023-11-30,-1.05%
2023-12-31,0.0%
