date,ic_1d,ic_5d,ic_20d
2018-01-02,,,
2018-01-03,,,
2018-01-04,-0.023276576895311856,0.03663523901932404,0.11263000707887035
2018-01-05,0.11391212544945198,0.09737953893629771,0.13417149317874122
2018-01-08,-0.047657946393833875,-0.009977323982715685,0.11676563500648499
2018-01-09,0.0010827182570633542,0.08012910446019976,0.05882723884189522
2018-01-10,-0.04941673528820506,0.04493385012443744,-0.008760111605623896
2018-01-11,0.12475179381839979,0.05455355525665039,0.009141372727505731
2018-01-12,-0.04405685508700764,0.058117806245433605,-0.04533900037962418
2018-01-15,0.22918841036391485,0.07903866365920936,-0.03253347066860178
2018-01-16,-0.06730777662703649,0.08773123502599142,-0.06534267176956146
2018-01-17,0.005245715839732629,0.177439919519903,0.0018457008364852706
2018-01-18,0.11228257206774662,0.12227849722396734,0.024725897027882564
2018-01-19,0.01688183293258487,0.1420434976237395,-0.08203631002771199
2018-01-22,0.12338343673955818,0.052315165647162896,-0.004688394899145011
2018-01-23,-0.01201160516287959,-0.049574739991853294,-0.11134973023400879
2018-01-24,-0.10188440598018803,0.014435722527674845,-0.06430970663150881
2018-01-25,0.13823914336537418,0.04098602246085812,-0.023870494414528685
2018-01-26,-0.07455475976790774,0.013812046412281025,-0.11263085302579867
2018-01-29,-0.13949720811461722,0.0631095903382317,-0.13722947854539608
2018-01-30,0.21879734718369023,-0.07203442658353612,-0.11805872835587584
2018-01-31,-0.10049915627987345,-0.25456497586956567,-0.21515776345972282
2018-02-01,0.09133332929543855,-0.21649153759195727,-0.22925043493056832
2018-02-02,-0.02256473501896609,-0.2732912709814004,-0.21637828314030905
2018-02-05,-0.2484454549852593,-0.29662164689625603,-0.2507829740695244
2018-02-06,-0.2716999388823259,-0.24097205781262168,-0.12800097418998793
2018-02-07,-0.029394449105845676,0.00400098709796914,0.04073003453477778
2018-02-08,-0.19737403925059907,0.0845690688204651,0.12035896866924221
2018-02-09,-0.039336272713198325,0.11162879434403158,0.15991407765898055
2018-02-12,0.05009989183443791,0.282946559947398,0.17145956095552334
2018-02-13,0.25723162377807496,0.29246270234533617,0.15164057557069743
2018-02-14,0.19480213948474123,0.2127690899407739,0.09895173734083508
2018-02-15,-0.14424428448208595,0.11366837977040127,-0.02111216904203011
2018-02-20,0.2942030775243609,0.14402054318078325,0.03131587523005621
2018-02-21,-0.13780080452207621,-0.12288658125820577,-0.03200657325251506
2018-02-22,0.13151972151937055,-0.08117258908303436,-0.017506685437106317
2018-02-23,0.15334901648231625,-0.21492410447613622,-0.11087399251961691
2018-02-26,-0.18455265183052272,-0.3696963773150805,-0.12540726456327414
2018-02-27,-0.1737838534280098,-0.21078718185712259,-0.06397915960390883
2018-02-28,-0.058103069368338596,-0.18171529353808472,-0.05667373320491682
2018-03-01,-0.2290690272986547,-0.030779418893122266,-0.03166400687153597
2018-03-02,-0.18216061256295252,0.18201144182496753,0.07374205285252732
2018-03-05,0.27536679466960795,0.38018581934136786,0.038046094043249996
2018-03-06,-0.24347590246198458,0.27178010881357967,0.018134165855760016
2018-03-07,0.2919326291254074,0.34255851101923473,0.0831855508020469
2018-03-08,0.1618880115843154,0.17869640417708638,0.12417186707233276
2018-03-09,0.2591682103371093,0.10007748257826697,0.08823312307795332
2018-03-12,-0.08739054806266272,-0.02729540545345053,0.03480180999654862
2018-03-13,-0.012204079033288654,0.02386228749290582,0.01205607019219923
2018-03-14,-0.017196099603235163,-0.04181182167738743,-0.03352225571588609
2018-03-15,0.07281080926740302,-0.07259570933905464,-0.05407226933521871
2018-03-16,-0.05910386518943341,-0.15841495670313904,-0.054417208784212315
2018-03-19,0.02630364320651802,-0.11240497788519198,0.0028540907210634022
2018-03-20,-0.10317961739898109,-0.06250295444075234,-0.052706690201263964
2018-03-21,-0.12595308609300263,-0.1485054997170532,-0.04454410831530323
2018-03-22,-0.12141259167961496,-0.08307247113733154,0.04475481341614194
2018-03-23,0.0870710058461878,0.04964371313130863,0.045527039993445304
2018-03-26,0.04369206982782687,-0.11168993361757006,0.008485083610080792
