,mean,std,ir
ic_1d,0.006907625085311461,0.1342685633417648,0.051446331988590034
ic_5d,0.01843917819668185,0.1250458135219295,0.147459380504955
ic_20d,0.025653683429606985,0.10768907697778055,0.2382199211801221
