date,q1,q2,q3,q4,q5
2018-01-02,,,,,
2018-01-03,,,,,
2018-01-04,0.062126404865815624,0.07555234456587416,0.07746364032561406,0.0633896603754252,0.09173394448548562
2018-01-05,0.07172002011225875,0.0525098531289092,0.07502359034250515,0.06543476206787617,0.10921755067721975
2018-01-08,0.05929414015307515,0.004189058000291337,0.019869939215123176,0.027760426846069768,0.06896775504464847
2018-01-09,-0.009053013200728008,-0.05606901636407311,-0.060275180734040534,-0.05229833068402403,-0.020718000815897815
2018-01-10,-0.017184173792857443,-0.06341659609574685,-0.08435641346393116,-0.06755774626683204,-0.046817557037686953
2018-01-11,-0.027806203443307212,-0.053117520202249226,-0.07397351320849231,-0.06053859721269948,-0.04774915683857943
2018-01-12,-0.08483826411903939,-0.09033343520479882,-0.1303175877753615,-0.12473286807522849,-0.11037849238671196
2018-01-15,-0.06077236793530227,-0.057820393036692654,-0.09029823501615976,-0.09662594495205037,-0.08334669216472793
2018-01-16,-0.041967589807086356,-0.07499491148894116,-0.08330533260888079,-0.09701388178618565,-0.08479870264312572
2018-01-17,-0.06587704213303405,-0.053488618852314776,-0.08105012831368705,-0.07215221414988122,-0.05729921636344012
2018-01-18,-0.06029844304276166,-0.038355880375953014,-0.061206644537565184,-0.052709674756181074,-0.03377060922959114
2018-01-19,-0.04363005044424815,-0.04918313264815612,-0.06385344407669245,-0.055775247699767466,-0.06504856679743565
2018-01-22,-0.05487138381855405,-0.0281108664978621,-0.06811208504177187,-0.04977167184753066,-0.061434849672569854
2018-01-23,-0.061812568405760444,-0.044279161602332036,-0.09099436147356385,-0.06909886368664038,-0.08848084634378901
2018-01-24,-0.07272335931731636,-0.01697762821620882,-0.0850396471708969,-0.06373242141437863,-0.07316727848747374
2018-01-25,-0.049308210592474755,-0.025179046565884124,-0.07039002141993399,-0.051747056252911164,-0.0553918002095196
2018-01-26,-0.057034633647880084,-0.0543801530040856,0.00848145837015,-0.09278962380811696,-0.08776891664551693
2018-01-29,-0.05559906780800073,-0.06332972366215889,0.3182114044169632,-0.08601924028667537,-0.09820979969327484
2018-01-30,-0.039961813353275664,-0.028341652820491513,-0.05371842421675859,-0.060194585965333315,-0.06754275763487809
2018-01-31,-0.03166693183519722,-0.04440534995374609,-0.07676755430368079,-0.07947724761593974,-0.0977451862795432
2018-02-01,-0.0347174793355998,-0.05542417235448145,-0.08483180009548702,-0.055290565177244004,-0.10915835584305199
2018-02-02,-0.02448795024231002,-0.04080366309402883,-0.05984768781089994,-0.08093999530748308,-0.08753985941753459
2018-02-05,-0.023210841799501777,-0.02671948754368818,-0.051668117336386286,-0.0670717479228475,-0.09200147763991517
2018-02-06,0.04000830171764296,0.06217974062719786,0.04208423662744417,0.03843421162206526,0.004137301684483677
2018-02-07,0.07755085718806151,0.06849193356234741,0.0646204318298181,0.06606085941954253,0.04339209053818892
2018-02-08,0.06937418322598456,0.07780678881536679,0.07634079571139178,0.08863279103842694,0.06971959985958386
2018-02-09,0.12152529665109593,0.1336655561432361,0.1458677223908615,0.15231358287152766,0.12852961006885402
2018-02-12,0.09130204009487568,0.10958356857896254,0.12546934496968226,0.13091735828221793,0.12372253717719113
2018-02-13,0.06346214155792412,0.09987319581684381,0.22043350632127928,0.11663431287576584,0.10158046980090488
2018-02-14,0.042544066595126245,0.08829095736827042,0.16581132209523045,0.10452116424384912,0.0647575610777087
2018-02-15,0.05013512975024016,0.04556015012144816,0.13685435002007687,0.0443163492797396,0.03286840947828208
2018-02-20,0.038570029150242505,0.03841204706178125,0.0970226498704279,0.029405429830736983,0.038951274006039434
2018-02-21,0.029325042261306153,0.003504281274350015,0.044964862035234504,-0.01111667640922611,0.005024445783254892
2018-02-22,0.018752770053476187,0.03510430748090021,0.01828045899432783,0.005816410167783019,0.003843056197897503
2018-02-23,-0.02771931295199121,-0.01779359793362757,-0.021642859137401365,-0.05347310139338508,-0.060203373009310265
2018-02-26,-0.013875384964676897,-0.0344062131950191,-0.015185401702046634,-0.04695233936595642,-0.052853288157231185
