Index,Date,Equity,Turnover,Fee,Funding Fee,Margin Ratio,Net Value,Return,Liquidated
0,2026-01-01,270.0,0.0,0.0,0.0,10000.0,1.0,,0.0
1,2026-01-02,270.0,0.0,0.0,0.0,10000.0,1.0,0.0,0.0
2,2026-01-03,270.0,0.0,0.0,0.0,10000.0,1.0,0.0,0.0
3,2026-01-04,269.99745587812845,6.360304678933176,0.0025441218715732705,0.0,10000.0,0.9999905773264016,-9.422673598380449e-06,0.0
4,2026-01-05,269.1755915845092,6.819645082664147,0.002727858033065659,0.0016119205146528004,38.452985644233365,0.9969466354981823,-0.0030439705105599346,0.0
5,2026-01-06,269.50142549299903,0.0,0.0,0.0018030414780455006,19.655454162229642,0.9981534277518482,0.001210488315718905,0.0
6,2026-01-07,269.5069449439475,5.9191657559509565,0.002367666302380383,-2.583311000000125e-06,19.543893042056038,0.9981738701627684,2.048022914280523e-05,0.0
7,2026-01-08,269.5483937612665,0.0,0.0,0.0004244830237441002,14.993284277887264,0.998327384300987,0.00015379498783474332,0.0
8,2026-01-09,270.2126111217285,6.605177470666535,0.002642070988266614,0.0001790831088500001,15.306751162002453,1.0007874485989945,0.0024641859340861494,0.0
9,2026-01-10,269.6549454425056,11.707040313909154,0.004682816125563662,-0.0012759929815056004,10.854009437200238,0.9987220201574282,-0.0020638033025470737,0.0
10,2026-01-11,269.98612363510097,0.0,0.0,-0.0033773771264200008,7.249339738099269,0.9999486060559295,0.0012281554564181896,0.0
11,2026-01-12,270.98962948759623,6.595256230017764,0.002638102492007106,-0.015314769170289004,7.037483086759001,1.0036652943985045,0.0037168793676654044,0.0
12,2026-01-13,267.5335086759034,0.0,0.0,-0.009907117542481003,5.7334623451563544,0.9908648469477904,-0.012753701380483928,0.0
13,2026-01-14,270.446121913767,13.255354958279684,0.0053021419833118736,-0.014269831853603204,5.803754644237465,1.0016523033843223,0.010886910025883934,0.0
14,2026-01-15,268.3632970511324,0.0,0.0,-0.011288339376216004,4.437989363646131,0.9939381372264163,-0.007701441040810053,0.0
15,2026-01-16,269.0066508762287,0.0,0.0,-0.005935239338737602,4.650407482171621,0.9963209291712175,0.0023973241950956403,0.0
16,2026-01-17,271.11877877611994,6.406437696577241,0.0025625750786308966,0.029529880343088007,4.808989255987319,1.0041436250967406,0.007851582453487493,0.0
17,2026-01-18,272.61598058948664,0.0,0.0,0.0070514736308064,4.425555787235148,1.0096888169980986,0.005522309521034829,0.0
18,2026-01-19,272.50999860803654,11.91252858335681,0.004765011433342724,-0.0011331585949660003,4.537181248198839,1.009296291140876,-0.00038875924008907603,0.0
19,2026-01-20,270.87355881744173,30.439799349269194,0.012175919739707677,-0.002384640892272,3.749825078672145,1.0032354030275619,-0.006005063296589674,0.0
20,2026-01-21,274.81424708427414,5.804138454179193,0.0023216553816716775,-0.008450343303996,2.975714922776693,1.017830544756571,0.014548072850064875,0.0
21,2026-01-22,280.1223051409187,6.50081467868106,0.0026003258714724243,0.0015317705863555516,2.6466400722005097,1.0374900190404395,0.019315075957531125,0.0
22,2026-01-23,281.1837747982046,16.068982803332744,0.006427593121333098,-0.0140668003387932,2.47645157587377,1.0414213881414984,0.0037893078766146893,0.0
23,2026-01-24,281.84712772003485,12.644809002439587,0.005057923600975835,-0.004846380601797801,2.468117792975569,1.0438782508149438,0.002359143667895802,0.0
24,2026-01-25,277.80498132803245,12.201706851514333,0.004880682740605733,0.009750677688078802,2.0940544315291154,1.028907338251972,-0.014341627054001882,0.0
25,2026-01-26,279.80795450524255,11.365468615982486,0.004546187446392995,-0.0110440579818998,2.3268930635476486,1.0363257574268243,0.0072099973428663144,0.0
26,2026-01-27,281.4860966825163,0.0,0.0,-0.012408387091120403,2.557791517488425,1.0425410988241344,0.005997478449964122,0.0
