trade_date,available_cash,holding_market_value,stamp_tax,broker_commission,total_assets,nav,transaction_cost,return,nav_peak_to_date,nav_drawdown_to_date
2016-01-05,100000.0,0.0,0.0,0.0,100000.0,1.0,0.0,,1.0,0.0
2016-01-06,12116.455239999996,90543.0,0.0,10.544759999999998,102659.45524,1.0265945524,10.544759999999998,0.0265945523999999,1.0265945524,0.0
2016-01-07,12116.455239999996,81563.0,0.0,0.0,93679.45524,0.9367945524,0.0,-0.0874736767208272,1.0265945524,-0.0874736767208272
2016-01-08,12116.455239999996,83629.00000000001,0.0,0.0,95745.45524,0.9574545524,0.0,0.0220539284169305,1.0265945524,-0.0673488865086635
2016-01-11,12116.455239999996,77961.0,0.0,0.0,90077.45524,0.9007745524,0.0,-0.0591986323088896,1.0265945524,-0.1225605568487137
2016-01-12,91030.97188,0.0,79.003,9.48036,91030.97188,0.9103097188,88.48336,0.0105855192895878,1.0265945524,-0.1132724046977905
2016-01-13,9870.233760000005,76201.0,0.0,9.73812,86071.23376,0.8607123376,9.73812,-0.0544840730310788,1.0265945524,-0.1615849357589091
2016-01-14,9870.233760000005,80491.0,0.0,0.0,90361.23376,0.9036123376,0.0,0.0498424364632925,1.0265945524,-0.1197962861896051
2016-01-15,9870.233760000005,78903.0,0.0,0.0,88773.23376,0.8877323376,0.0,-0.0175739079018967,1.0265945524,-0.1352649051910164
2016-01-18,9870.233760000005,81622.0,0.0,0.0,91492.23376,0.9149223376,0.0,0.0306286014920991,1.0265945524,-0.1087792785758794
2016-01-19,95133.63168,0.0,85.35900000000001,10.24308,95133.63168,0.9513363168,95.60208,0.0398000766879516,1.0265945524,-0.0733086255173078
2016-01-20,7493.116080000007,89560.0,0.0,10.5156,97053.11608,0.9705311608,10.5156,0.0201767173827291,1.0265945524,-0.0546110355533577
2016-01-21,7493.116080000007,85872.0,0.0,0.0,93365.11608,0.9336511608,0.0,-0.0379998102993418,1.0265945524,-0.0905356368614214
2016-01-22,7493.116080000007,87248.0,0.0,0.0,94741.11608,0.9474111608,0.0,0.0147378384751428,1.0265945524,-0.0771320979785864
2016-01-25,7493.116080000007,87828.0,0.0,0.0,95321.11608,0.9532111608,0.0,0.0061219460356605,1.0265945524,-0.0714823504843681
2016-01-26,87930.92472,0.0,80.528,9.66336,87930.92472,0.8793092471999999,90.19136,-0.0775294254192079,1.0265945524,-0.1434697903429085
2016-01-27,5835.074399999998,80552.0,0.0,9.85032,86387.0744,0.863870744,9.85032,-0.0175575353598987,1.0265945524,-0.1585083497857844
2016-01-28,5835.074399999998,76399.0,0.0,0.0,82234.0744,0.822340744,0.0,-0.048074321637173,1.0265945524,-0.1989624900331781
2016-01-29,5835.074399999998,80261.0,0.0,0.0,86096.0744,0.860960744,0.0,0.0469635005705129,1.0265945524,-0.161342964476849
2016-02-01,5835.074399999998,79103.0,0.0,0.0,84938.0744,0.849380744,0.0,-0.0134500905885669,1.0265945524,-0.1726229775773745
2016-02-02,88326.58032,0.0,82.584,9.91008,88326.58032,0.8832658031999999,92.49408,0.039893839646546,1.0265945524,-0.1396157313176095
2016-02-03,7071.830919999993,84767.0,0.0,9.7494,91838.83092,0.9183883092,9.7494,0.0397643675015539,1.0265945524,-0.1054030950651673
2016-02-04,7071.830919999993,86810.0,0.0,0.0,93881.83092,0.9388183092,0.0,0.0222454922338857,1.0265945524,-0.0855023465639812
2016-02-05,7071.830919999993,86785.0,0.0,0.0,93856.83092,0.9385683092,0.0,-0.0002662922075019,1.0265945524,-0.08574587016287
2016-02-15,7071.830919999993,85920.0,0.0,0.0,92991.83092,0.9299183092,0.0,-0.0092161645723718,1.0265945524,-0.0941717866844196
2016-02-16,96533.52147999998,0.0,89.562,10.74744,96533.52147999998,0.9653352147999998,100.30944,0.0380860396548905,1.0265945524,-0.0596723774315638
2016-02-17,7522.841479999988,90898.0,0.0,10.68,98420.84148,0.9842084148,10.68,0.0195509287454205,1.0265945524,-0.0412880990853776
2016-02-18,7522.841479999988,90123.0,0.0,0.0,97645.84148,0.9764584147999998,0.0,-0.0078743484443535,1.0265945524,-0.0488373306509278
2016-02-19,7522.841479999988,90636.0,0.0,0.0,98158.84148,0.9815884148,0.0,0.0052536799542568,1.0265945524,-0.0438402264017313
2016-02-22,7522.841479999988,92946.0,0.0,0.0,100468.84148,1.0046884148,0.0,0.023533285083348,1.0265945524,-0.0213386458644138
2016-02-23,99560.64355999998,0.0,92.141,11.05692,99560.64355999998,0.9956064355999998,103.19792,-0.0090395978158144,1.0265945524,-0.0301853509036797
2016-02-24,8786.751999999979,92700.0,0.0,10.89156,101486.75199999998,1.0148675199999997,10.89156,0.0193460826600544,1.0265945524,-0.0114232365373306
2016-02-25,8786.751999999979,83779.0,0.0,0.0,92565.75199999998,0.9256575199999998,0.0,-0.0879030989187632,1.0265945524,-0.0983221975647804
2016-02-26,8786.751999999979,83999.0,0.0,0.0,92785.75199999998,0.9278575199999998,0.0,0.0023766889507903,1.0265945524,-0.0961791898945597
2016-02-29,8786.751999999979,78746.0,0.0,0.0,87532.75199999998,0.8753275199999998,0.0,-0.056614295694882,1.0265945524,-0.1473483684930571
2016-03-01,89467.28848,0.0,80.77100000000002,9.69252,89467.28848,0.8946728848000001,90.46352000000002,0.022100715855478,1.0265945524,-0.1285041570614123
2016-03-02,7010.394840000008,87850.0,0.0,9.89364,94860.39484,0.9486039484,9.89364,0.0602802035428355,1.0265945524,-0.075970210262339
2016-03-03,7010.394840000008,87571.0,0.0,0.0,94581.39484,0.9458139484,0.0,-0.0029411642284493,1.0265945524,-0.0786879336259371
2016-03-04,7010.394840000008,83350.0,0.0,0.0,90360.39484,0.9036039484,0.0,-0.044628227434587,1.0265945524,-0.1198044580623082
2016-03-07,7010.394840000008,85652.0,0.0,0.0,92662.39484,0.9266239484,0.0,0.0254757629609312,1.0265945524,-0.0973808050766351
2016-03-08,94738.02972,0.0,87.82600000000001,10.53912,94738.02972,0.9473802972,98.36512,0.0223999701667974,1.0265945524,-0.0771621620383731
2016-03-09,11707.067200000003,84143.0,0.0,9.96252,95850.0672,0.958500672,9.96252,0.0117380262528854,1.0265945524,-0.0663298672692235
2016-03-10,11707.067200000003,82681.0,0.0,0.0,94388.0672,0.943880672,0.0,-0.0152529887845503,1.0265945524,-0.0805711273322357
2016-03-11,11707.067200000003,82881.0,0.0,0.0,94588.0672,0.945880672,0.0,0.0021189119126279,1.0265945524,-0.078622938541126
2016-03-14,11707.067200000003,87309.0,0.0,0.0,99016.0672,0.990160672,0.0,0.0468135160287956,1.0265945524,-0.0354900387059563
2016-03-15,97326.0664,0.0,85.715,10.285799999999998,97326.0664,0.973260664,96.0008,-0.0170679451102254,1.0265945524,-0.0519522417835887
2016-03-16,12265.860400000003,83291.0,0.0,10.206,95556.8604,0.955568604,10.206,-0.0181781311568551,1.0265945524,-0.0691859782754092
2016-03-17,12265.860400000003,87134.0,0.0,0.0,99399.8604,0.993998604,0.0,0.0402168926847663,1.0265945524,-0.0317515306542356
2016-03-18,12265.860400000003,92548.0,0.0,0.0,104813.8604,1.048138604,0.0,0.054466877299558,1.048138604,0.0
2016-03-21,12265.860400000003,95685.0,0.0,0.0,107950.86040000002,1.079508604,0.0,0.029929247792499,1.079508604,0.0
2016-03-22,108361.11304,0.0,96.203,11.54436,108361.11304,1.0836111304,107.74736,0.0038003647074218,1.0836111304,0.0
2016-03-23,10840.411960000012,98570.0,0.0,11.70108,109410.41196,1.0941041196,11.70108,0.0096833531011504,1.0941041196,0.0
2016-03-24,10840.411960000012,97716.0,0.0,0.0,108556.41196,1.0855641196,0.0,-0.0078054728494415,1.0941041196,-0.0078054728494415
2016-03-25,10840.411960000012,98477.0,0.0,0.0,109317.41196,1.0931741196000002,0.0,0.0070101801105992,1.0941041196,-0.0008500105093652
2016-03-28,10840.411960000012,98034.0,0.0,0.0,108874.41196,1.0887441196,0.0,-0.0040524193909943,1.0941041196,-0.0048989853012888
2016-03-29,106716.90988000002,0.0,95.984,11.51808,106716.90988000002,1.0671690988000002,107.50208,-0.0198164292340117,1.0941041196,-0.0246183341397592
2016-03-30,10726.392400000026,98486.0,0.0,11.51748,109212.39240000004,1.0921239240000002,11.51748,0.0233841339934419,1.0941041196,-0.0018098785705366
2016-03-31,10726.392400000026,97923.0,0.0,0.0,108649.39240000004,1.0864939240000002,0.0,-0.0051550926376373,1.0941041196,-0.0069556411164799
2016-04-01,10726.392400000026,97891.0,0.0,0.0,108617.39240000004,1.0861739240000003,0.0,-0.0002945253470187,1.0941041196,-0.0072481178508851
2016-04-05,10726.392400000026,101366.0,0.0,0.0,112092.39240000004,1.1209239240000002,0.0,0.031993034662467,1.1209239240000002,0.0
2016-04-06,113675.95960000002,0.0,103.065,12.3678,113675.95960000002,1.136759596,115.4328,0.0141273387613054,1.136759596,0.0
2016-04-07,11253.670400000015,100601.0,0.0,12.289199999999996,111854.67040000002,1.118546704,12.289199999999996,-0.0160217622653787,1.136759596,-0.0160217622653787
2016-04-08,11253.670400000015,98669.0,0.0,0.0,109922.67040000002,1.099226704,0.0,-0.0172724124356277,1.136759596,-0.0330174402152132
2016-04-11,11253.670400000015,101914.0,0.0,0.0,113167.67040000002,1.1316767040000002,0.0,0.0295207529819983,1.136759596,-0.0044713869299062
2016-04-12,11253.670400000015,101615.0,0.0,0.0,112868.67040000002,1.1286867040000002,0.0,-0.0026420973317129,1.136759596,-0.0071016704221426
2016-04-13,113614.89728000003,0.0,102.476,12.29712,113614.89728000003,1.1361489728000005,114.77312000000002,0.0066114615982932,1.136759596,-0.0005371612451291
2016-04-14,14552.011160000038,100039.0,0.0,11.886119999999996,114591.01116000004,1.1459101116000003,11.886119999999996,0.008591425098017,1.1459101116000003,0.0
2016-04-15,14552.011160000038,100192.0,0.0,0.0,114744.01116000004,1.1474401116000004,0.0,0.0013351832613326,1.1474401116000004,0.0
2016-04-18,14552.011160000038,98548.0,0.0,0.0,113100.01116000004,1.1310001116000004,0.0,-0.0143275451448842,1.1474401116000004,-0.0143275451448842
2016-04-19,14552.011160000038,98212.0,0.0,0.0,112764.01116000004,1.1276401116000003,0.0,-0.002970821988025,1.1474401116000004,-0.0172558025467584
2016-04-20,107130.20732000005,0.0,92.682,11.12184,107130.20732000005,1.0713020732000005,103.80384,-0.0499610095636474,1.1474401116000004,-0.0663546947943388
2016-04-21,12475.85016000003,93687.0,0.0,11.35716,106162.85016000005,1.0616285016000002,11.35716,-0.0090297329222045,1.1474401116000004,-0.074785262544416
2016-04-22,12475.85016000003,95020.0,0.0,0.0,107495.85016000005,1.0749585016000005,0.0,0.0125561813571415,1.1474401116000004,-0.0631680985066236
2016-04-25,12475.85016000003,94938.0,0.0,0.0,107413.85016000005,1.0741385016000002,0.0,-0.0007628201449446,1.1474401116000004,-0.0638827327535096
2016-04-26,12475.85016000003,96164.0,0.0,0.0,108639.85016000005,1.0863985016000004,0.0,0.0114137981105211,1.1474401116000004,-0.0531980792573854
2016-04-27,107745.6335124464,0.0,95.3766051502146,11.44519261802575,107745.6335124464,1.077456335124464,106.82179776824034,-0.0082310187858017,1.1474401116000004,-0.060991223653451
2016-04-28,8918.775712446397,98863.0,0.0,11.857799999999996,107781.7757124464,1.077817757124464,11.857799999999996,0.0003354400435711,1.1474401116000004,-0.0606762425085997
2016-04-29,8918.775712446397,98604.0,0.0,0.0,107522.7757124464,1.075227757124464,0.0,-0.0024030036459131,1.1474401116000004,-0.0629334409225444
2016-05-03,8918.775712446397,102169.0,0.0,0.0,111087.7757124464,1.110877757124464,0.0,0.0331557660819141,1.1474401116000004,-0.0318642812865881
2016-05-04,8918.775712446397,101744.0,0.0,0.0,110662.7757124464,1.106627757124464,0.0,-0.0038258034898467,1.1474401116000004,-0.0355681782978871
2016-05-05,110789.5525124464,0.0,101.985,12.2382,110789.5525124464,1.107895525124464,114.22320000000002,0.001145613772868,1.1474401116000004,-0.0344633119199528
2016-05-06,9413.388832446406,98174.0,0.0,12.16368,107587.3888324464,1.075873888324464,12.16368,-0.0289031195395454,1.1474401116000004,-0.0623703342353473
2016-05-09,9413.388832446406,94931.0,0.0,0.0,104344.38883244642,1.043443888324464,0.0,-0.0301429380821812,1.1474401116000004,-0.0906332471945076
