period_end_date,return
2016-01-31,-13.9%
2016-02-29,1.67%
2016-03-31,24.12%
2016-04-30,-1.04%
2016-05-31,2.05%
2016-06-30,7.09%
2016-07-31,8.92%
2016-08-31,6.73%
2016-09-30,-2.39%
2016-10-31,2.03%
2016-11-30,-0.87%
2016-12-31,-7.87%
