period_end_date,return
2016-01-31,-7.37%
2016-02-29,-12.0%
2016-03-31,2.5%
2016-04-30,-1.37%
2016-05-31,0.0%
2016-06-30,-0.82%
2016-07-31,7.79%
2016-08-31,0.0%
2016-09-30,0.0%
2016-10-31,-0.8%
2016-11-30,-3.04%
2016-12-31,0.0%
