"Date","OrderTime","AssetType","Security","TradeSide","OrderType","FilledQuantity","FilledPrice","FilledAmount","OrderQuantity","OrderPrice","RealizedPnL","Commission","Status","LastUpdatedAt"
"2011-12-07","09:30:00","Equity","002555.XSHE","Buy","MarketOrder","1400 shares","12.78","17892","1400 shares","-","0","8.05","Filled","2011-12-07 09:30:00"
"2011-12-07","09:30:00","Equity","600011.XSHG","Buy","MarketOrder","4100 shares","4.31","17671","4100 shares","-","0","7.95","Filled","2011-12-07 09:30:00"
"2011-12-08","11:25:00","Equity","600760.XSHG","Sell","MarketOrder","-3000 shares","9.32","-27960","-3000 shares","-","360","40.54","Filled","2011-12-08 11:25:00"
"2011-12-12","11:25:00","Equity","600011.XSHG","Sell","MarketOrder","-4100 shares","4.48","-18368","-4100 shares","-","697","26.63","Filled","2011-12-12 11:25:00"
"2011-12-12","14:50:00","Equity","002555.XSHE","Sell","MarketOrder","-1400 shares","12.16","-17024","-1400 shares","-","-868","24.68","Filled","2011-12-12 14:50:00"
"2011-12-14","14:50:00","Equity","300059.XSHE","Sell","MarketOrder","-800 shares","19.67","-15736","-800 shares","-","-512","22.82","Filled","2011-12-14 14:50:00"
"2011-12-15","09:30:00","Equity","002600.XSHE","Buy","MarketOrder","2800 shares","14.4","40320","2800 shares","-","0","18.14","Filled","2011-12-15 09:30:00"
"2011-12-15","09:30:00","Equity","002056.XSHE","Buy","MarketOrder","2500 shares","16","40000","2500 shares","-","0","18","Filled","2011-12-15 09:30:00"
"2011-12-16","11:25:00","Equity","002600.XSHE","Sell","MarketOrder","-2800 shares","13.82","-38696","-2800 shares","-","-1624","56.11","Filled","2011-12-16 11:25:00"
"2011-12-22","09:30:00","Equity","600760.XSHG","Buy","MarketOrder","2500 shares","7.9","19750","2500 shares","-","0","8.89","Filled","2011-12-22 09:30:00"
"2011-12-22","09:30:00","Equity","601888.XSHG","Buy","MarketOrder","700 shares","25.5","17850","700 shares","-","0","8.03","Filled","2011-12-22 09:30:00"
"2011-12-22","11:25:00","Equity","002056.XSHE","Sell","MarketOrder","-2500 shares","14.93","-37325","-2500 shares","-","-2675","54.12","Filled","2011-12-22 11:25:00"
"2011-12-23","09:30:00","Equity","002600.XSHE","Buy","MarketOrder","1400 shares","13.1","18340","1400 shares","-","0","8.25","Filled","2011-12-23 09:30:00"
