,carry_return,funding_return,post_trade_return,fee_return,gross_return,net_return,nav,starting_equity,gross_exposure,net_exposure,long_exposure,short_exposure,long_count,short_count,turnover
2022-03-04,0.008002703005965875,2.990222222222225e-05,0.004908010680520455,-3.809523809523809e-05,0.012940615908708552,0.012902520670613314,1.8642596859130858,496.93835776346936,0.8928571428571426,-2.0816681711721685e-17,0.4464285714285715,0.4464285714285712,22,23,0.09523809523809523
2022-03-05,0.002334563196112529,-7.544827380952383e-05,0.0039051408545209662,-3.809523809523809e-05,0.006164255776823972,0.006126160538728734,1.8756804400348694,503.3501151965332,0.9285714285714282,-2.0816681711721685e-17,0.4642857142857142,0.4642857142857141,23,22,0.09523809523809523
2022-03-06,-0.011098919089778564,-5.005575396825397e-06,-0.0001555540670580637,-3.809523809523809e-05,-0.011259478732233453,-0.01129757397032869,1.8544898015188769,506.43371880941476,0.9523809523809519,-2.7755575615628914e-17,0.47619047619047605,0.47619047619047605,23,22,0.09523809523809523
2022-03-07,0.013406129334347412,-2.0746408730158735e-05,0.0016975214408747297,-3.1746031746031745e-05,0.015082904366491982,0.01505115833474595,1.882402021151709,500.7122464100968,0.952380952380952,-2.7755575615628914e-17,0.47619047619047605,0.47619047619047605,24,21,0.07936507936507936
2022-03-08,-0.029584758505262793,-3.182781746031746e-05,0.0010004515659325652,-3.3333333333333335e-05,-0.028616134756790545,-0.028649468090123878,1.8284722045139383,508.2485457109614,0.9523809523809523,0.0,0.47619047619047605,0.47619047619047605,23,20,0.08333333333333333
2022-03-09,0.010954356332268649,-5.405222222222221e-05,-0.0045393658252180025,-2.5396825396825394e-05,0.006360938284828424,0.006335541459431599,1.8400565659730546,493.68749521876333,0.9523809523809523,0.0,0.47619047619047616,0.47619047619047605,23,19,0.06349206349206349
2022-03-10,0.0005969631704177988,-3.619888888888889e-05,0.0016453430413947364,-1.9047619047619046e-05,0.0022061073229236463,0.0021870597038760272,1.8440808795413466,496.81527281272474,0.9523809523809523,0.0,0.47619047619047616,0.47619047619047616,23,18,0.047619047619047616
2022-03-11,0.0022743782121433754,-5.939142857142857e-05,-0.0030608047873099645,-3.1746031746031745e-05,-0.0008458180037380176,-0.0008775640354840493,1.8424625804829373,497.90183747616356,0.9365079365079363,0.0,0.46825396825396803,0.46825396825396814,25,18,0.07936507936507936
2022-03-12,-0.005967701850376957,-1.5742619047619046e-05,-0.004152829633976897,-3.809523809523809e-05,-0.010136274103401472,-0.01017436934149671,1.8237166856912168,497.4648967303931,0.9047619047619043,0.0,0.4523809523809522,0.45238095238095233,26,18,0.09523809523809523
2022-03-13,-0.0028933276277280885,-3.949912698412698e-05,-0.0012011437252993846,-3.1746031746031745e-05,-0.0041339704800116,-0.004165716511757632,1.816119598980865,492.40350513662855,0.9206349206349203,0.0,0.4603174603174601,0.46031746031746024,27,19,0.07936507936507936
2022-03-14,0.0052384527161819525,7.06928571428572e-06,-0.000294303762258886,-3.809523809523809e-05,0.004951218239637352,0.004913123001542114,1.825042417956169,490.35229172483355,0.9206349206349204,0.0,0.46031746031746,0.46031746031746024,26,20,0.09523809523809523
2022-03-15,0.0013004990187016404,-4.037912698412698e-05,0.000602730455394034,-3.809523809523809e-05,0.0018628503471115475,0.0018247551090163094,1.8283726734325059,492.7614528481656,0.9206349206349205,0.0,0.4603174603174601,0.4603174603174602,25,22,0.09523809523809523
2022-03-16,-0.003218846540122018,8.82928571428571e-06,0.0010437354090870933,-3.1746031746031745e-05,-0.002166281845320639,-0.0021980278770666706,1.8243538593266342,493.6606218267766,0.9206349206349203,0.0,0.4603174603174601,0.4603174603174603,26,22,0.07936507936507936
2022-03-17,-0.006307954349177038,-3.718253968253942e-07,-0.003016647720845335,-3.809523809523809e-05,-0.0093249738954192,-0.009363069133514437,1.807272308017765,492.57554201819124,0.9047619047619044,0.0,0.45238095238095233,0.4523809523809523,24,23,0.09523809523809523
2022-03-18,0.007653558118111184,1.7495158730158724e-05,0.0005299075931053418,-3.1746031746031745e-05,0.008200960869946684,0.008169214838200652,1.822036303773093,487.9635231647966,0.8730158730158728,0.0,0.4365079365079364,0.43650793650793646,23,23,0.07936507936507936
2022-03-19,-0.003923364387171008,-2.8959761904761912e-05,-0.0013766428776053772,-3.1746031746031745e-05,-0.005328967026681147,-0.005360713058427179,1.812268889966528,491.94980201873506,0.857142857142857,0.0,0.4285714285714285,0.42857142857142844,23,24,0.07936507936507936
2022-03-20,-0.02967830027390673,-1.0805714285714285e-05,-0.00213659960785907,-3.809523809523809e-05,-0.03182570559605151,-0.03186380083414675,1.7545231149987144,489.31260029096256,0.8253968253968251,0.0,0.41269841269841256,0.4126984126984126,23,22,0.09523809523809523
2022-03-21,0.005486726383848937,-3.592960317460318e-05,-0.0008559499924874443,-3.809523809523809e-05,0.0045948467881868895,0.004556751550091651,1.7625180409226566,473.72124104965286,0.8253968253968251,0.0,0.41269841269841256,0.4126984126984126,23,22,0.09523809523809523
