year,1,2,3,4,5,6,7,8,9,10,11,12
2021,0.052890028984865056,-0.01130596091347258,0.40319686265372257,0.08465853921267286,0.05350282404592677,-0.0686827139554903,0.05034554621461518,0.03496375098684523,0.04530562215213885,-0.0463082429755286,0.05971293368134578,-0.050148528987556396
2022,0.1139447347509357,-0.009328477885551245,-0.031611065923406234,-0.022314977390356816,0.00260705914810222,0.23072146770093171,0.014054174867535352,-0.029560142603122452,-0.005863388108963918,0.026661296072799212,-0.027114018778364946,0.07227108683739325
2023,-0.037733884708765486,0.06810313110141797,0.02996269187551248,0.03744682945646827,0.0001839009037098993,-0.01370130811597059,0.07412907540039093,0.051380571560691424,-0.014501112984847464,0.01884756760974282,0.02652100347799302,-0.007097000211918836
2024,-0.017695314440728138,0.2015851525016774,0.14676982150966156,0.08878129445290228,0.004336060406208597,0.07602311138939655,0.0797377988134953,-0.012775897307301665,-0.02338424595227273,0.011745035874416665,0.0910033477050689,0.055631295894078336
2025,0.059673656483498316,0.0242214899566231,-0.029965587787918357,-0.016632580734913582,0.09062090251683719,0.07634068576981479,0.01884689565130393,0.04453183002372385,0.24990433814749102,0.07307035439401677,0.08991886441581531,0.03561380675299586
2026,0.11865431248120473,0.07194374966893058,0.052011363668314825,,,,,,,,,
