,long_return,short_return,long_price_return,short_price_return,long_funding_return,short_funding_return,long_fee_return,short_fee_return
2023-06-11,-0.05926291899036034,0.07139414827351903,-0.05935412883163018,0.07152570121002697,0.00010708285714285711,-0.00011250531746031744,-1.5873015873015872e-05,-1.9047619047619046e-05
2023-06-12,0.0016279051940644705,-0.002481120578488035,0.001653773507556534,-0.0024606494276943843,-7.614345238095243e-06,-6.185436507936513e-06,-1.8253968253968254e-05,-1.4285714285714285e-05
2023-06-13,0.006856570033464724,-0.0133456098705634,0.006898099636639328,-0.013362110426118956,-2.248198412698413e-05,3.5548174603174596e-05,-1.9047619047619046e-05,-1.9047619047619046e-05
2023-06-14,0.00717513018200094,-0.00874569185593842,0.007192111531207289,-0.00876985566546223,2.0662698412698446e-06,4.003682539682539e-05,-1.9047619047619046e-05,-1.5873015873015872e-05
2023-06-15,-0.01273284912302311,0.01672632129380396,-0.012706664440483427,0.016718681928724596,-1.0311666666666673e-05,2.6686984126984127e-05,-1.5873015873015872e-05,-1.9047619047619046e-05
2023-06-16,-0.006937449861523113,-0.0009809317603771172,-0.0069278293059675585,-0.0009702243000596568,-9.674603174603339e-08,8.340158730158725e-06,-9.523809523809525e-06,-1.9047619047619046e-05
2023-06-17,0.010780920212343307,-0.017753809053531706,0.010785539656787751,-0.017754719609087262,1.1253571428571426e-05,1.678357142857143e-05,-1.5873015873015872e-05,-1.5873015873015872e-05
2023-06-18,0.011453190154598503,-0.007801773154414024,0.011478572277614375,-0.007809255654414024,-9.509107142857144e-06,1.7006309523809526e-05,-1.5873015873015872e-05,-9.523809523809525e-06
2023-06-19,-0.004031502118340077,0.009685373161179536,-0.0040079516421496,0.009701580542131917,-4.50285714285714e-06,-9.858174603174605e-06,-1.9047619047619046e-05,-6.349206349206349e-06
2023-06-20,0.015289265427552004,-0.011401286190144834,0.015302801538663115,-0.011403842321097216,-2.424999999999999e-06,1.8429146825396828e-05,-1.111111111111111e-05,-1.5873015873015872e-05
2023-06-21,0.019217283984881196,-0.025641887134712403,0.019250166822182783,-0.025654476995823513,-2.3359027777777777e-05,3.163748015873016e-05,-9.523809523809525e-06,-1.9047619047619046e-05
2023-06-22,0.023062006651142084,-0.03313274168007919,0.02298947688923732,-0.03313219880309506,8.522817460317456e-05,1.533013888888889e-05,-1.2698412698412699e-05,-1.5873015873015872e-05
2023-06-23,-0.012424327516604185,0.01686573752217139,-0.01237802444120736,0.016852524288044405,-3.36046626984127e-05,2.9086250000000006e-05,-1.2698412698412699e-05,-1.5873015873015872e-05
2023-06-24,0.008416611694955538,-0.01629842184094217,0.008464820524320618,-0.016315681860783443,-3.551041666666667e-05,3.313303571428572e-05,-1.2698412698412699e-05,-1.5873015873015872e-05
2023-06-25,0.0009537816436741334,-0.0018088923235232803,0.001010451445261435,-0.0018301033155867725,-3.762218253968254e-05,3.708400793650793e-05,-1.9047619047619046e-05,-1.5873015873015872e-05
2023-06-26,0.0012157435434850558,0.000829057427375007,0.0012593759442787065,0.0008012225067400864,-2.7759384920634923e-05,3.735873015873015e-05,-1.5873015873015872e-05,-9.523809523809525e-06
2023-06-27,-0.0031382528221059447,0.001066329881407917,-0.0030876133181376906,0.0010571475401380756,-3.47664880952381e-05,2.822996031746033e-05,-1.5873015873015872e-05,-1.9047619047619046e-05
2023-06-28,0.006255654089418104,0.002167742597101338,0.006295886152910168,0.0021609980534505442,-2.4359047619047623e-05,2.5792162698412705e-05,-1.5873015873015872e-05,-1.9047619047619046e-05
2023-06-29,-0.02048824003938979,0.032008479193621354,-0.020463998075104076,0.031992985800764207,-1.471815476190476e-05,2.5017202380952384e-05,-9.523809523809525e-06,-9.523809523809525e-06
2023-06-30,0.006848289802652992,-0.004246905774062959,0.006883338612176802,-0.004260551666920102,-1.2826587301587302e-05,2.4757003968253972e-05,-2.2222222222222223e-05,-1.111111111111111e-05
2023-07-01,0.053553561377411,-0.024434501656218983,0.053558655841696716,-0.024452932985584062,1.3953154761904757e-05,3.430434523809525e-05,-1.9047619047619046e-05,-1.5873015873015872e-05
2023-07-02,-0.003929504490027335,-0.006655359606561127,-0.003889150482090827,-0.0066621379795770005,-2.1306388888888894e-05,2.582599206349207e-05,-1.9047619047619046e-05,-1.9047619047619046e-05
2023-07-03,0.00279706764575366,-0.0007035159545615591,0.0028349819513092157,-0.0007327989704345749,-2.2041289682539676e-05,3.88068253968254e-05,-1.5873015873015872e-05,-9.523809523809525e-06
2023-07-04,0.008429331265099003,-0.0107811780687521,0.008481160253194241,-0.010809352671926703,-2.960676587301588e-05,4.404761904761904e-05,-2.222222222222222e-05,-1.5873015873015872e-05
2023-07-05,-0.007871769704072898,0.00903164839610405,-0.007892741231850676,0.009005524150072304,3.3669940476190475e-05,4.1997261904761914e-05,-1.2698412698412699e-05,-1.5873015873015872e-05
2023-07-06,-0.018010926910237448,0.0193788991533798,-0.01800903397372951,0.01937796994703059,7.63087301587302e-06,1.680222222222223e-05,-9.523809523809525e-06,-1.5873015873015872e-05
2023-07-07,-0.006648049522310128,0.015989499342123552,-0.006733227260405366,0.0159899383897426,0.0001073999603174603,5.910158730158729e-06,-2.222222222222222e-05,-6.349206349206349e-06
2023-07-08,0.004398115293276748,-0.004901267023822531,0.00437316868613389,-0.004921458670647928,3.6851369047619047e-05,3.368371031746032e-05,-1.1904761904761903e-05,-1.349206349206349e-05
2023-07-09,-0.005516789031521533,0.0005464695122102956,-0.005512904725965978,0.0005254673693531527,5.639503968253959e-06,4.00497619047619e-05,-9.523809523809525e-06,-1.9047619047619046e-05
2023-07-10,-0.013736112880880738,0.013936233528614743,-0.013708620738023595,0.013944628012741728,-5.26992063492064e-06,1.129325396825396e-06,-2.222222222222222e-05,-9.523809523809525e-06
2023-07-11,0.010954781109263173,-0.004992521782436521,0.010986049224342539,-0.005019085591960331,-9.83954365079365e-06,3.608761904761904e-05,-2.142857142857143e-05,-9.523809523809526e-06
2023-07-12,0.0007094777442797105,-0.00041732614164152683,0.0007368476252320915,-0.00043829344322882845,-1.5465119047619044e-05,3.7633968253968265e-05,-1.1904761904761903e-05,-1.6666666666666667e-05
2023-07-13,-0.0013052723819154605,0.005467262930357274,-0.0012645452588995875,0.005450324517658861,-2.4854107142857144e-05,3.598603174603176e-05,-1.5873015873015872e-05,-1.9047619047619046e-05
2023-07-14,0.04007485054275424,-0.05412022807432231,0.04012408324116694,-0.054148437598131836,-3.653428571428571e-05,4.4082539682539674e-05,-1.2698412698412699e-05,-1.5873015873015872e-05
2023-07-15,-0.016837499520910987,0.019893496619692676,-0.016786923469323686,0.019862944000645054,-3.7877638888888886e-05,4.642563492063492e-05,-1.2698412698412699e-05,-1.5873015873015872e-05
2023-07-16,-0.0018872648683384535,0.0031010257397874785,-0.0018392250072273423,0.003066925144549383,-3.85160515873016e-05,4.362440476190476e-05,-9.523809523809525e-06,-9.523809523809525e-06
2023-07-17,-0.011414124280516323,0.019900557737667773,-0.011382804915436959,0.019887628630524918,-1.544634920634921e-05,3.1976726190476195e-05,-1.5873015873015872e-05,-1.9047619047619046e-05
2023-07-18,0.010497945129869672,-0.012949635142951348,0.010549325744949037,-0.012976817682633889,-3.868220238095239e-05,4.623015873015873e-05,-1.2698412698412699e-05,-1.9047619047619046e-05
