symbol,total_pnl_usdt,price_pnl_usdt,funding_pnl_usdt,fee_pnl_usdt,avg_weight,avg_abs_weight,max_abs_weight,active_bars,avg_turnover,pnl_share
1000WHY-USDT,49.47190482638601,49.24176018360522,0.6183436723083389,-0.38819902952757257,-0.0008534663865546216,0.002829256702681072,0.047619047619047616,311,0.00028136254501800713,0.0144433278518034
GAL-USDT,48.68883073011928,49.031238895655534,-0.06336389860134962,-0.2790442669349108,0.0004814425770308126,0.005420918367346938,0.07936507936507936,476,0.0005043684140322795,0.014214709286491907
TAG-USDT,45.44615276528829,45.99802103985102,-0.15461748260865604,-0.3972507919540793,7.919834600506871e-05,0.001471421902094171,0.03968253968253968,179,0.00018757503001200478,0.013268009111347389
SAND-USDT,45.348592418574455,46.029001590219636,-0.6216398524988963,-0.058769319146283625,0.002267156862745098,0.002302170868347339,0.09523809523809523,183,0.00020508203281312525,0.013239526357795278
IDOL-USDT,45.27788907777937,45.480084316930856,0.03491276977168875,-0.23710800892318357,-0.0001542283580098706,0.000954548486061091,0.031746031746031744,112,0.00011254501800720288,0.013218884509964576
KERNEL-USDT,45.21861519751323,44.68282137491063,0.6621905387471583,-0.1263967161445674,0.0005085367480325464,0.0006836067760437509,0.03968253968253968,71,5.002000800320128e-05,0.013201579494345372
XEM-USDT,42.98427537012267,39.77407830026291,3.4387378912226048,-0.2285408213628377,0.0013349089635854338,0.004319436107776444,0.04563492063492063,593,0.0004480959050286781,0.01254926374518239
MORPHO-USDT,42.42070873270823,42.62433997956163,-0.04024316522484674,-0.16338808162856,0.0006127450980392157,0.0010712618380685607,0.047619047619047616,131,0.0001083766840069361,0.012384730405722742
HYPER-USDT,41.81920109141266,41.56197048092746,0.26595095254926154,-0.008720342064058785,6.565126050420168e-05,6.565126050420168e-05,0.005952380952380952,21,6.25250100040016e-06,0.01220912018616307
MON-USDT,39.134784770241865,38.99393938147979,0.24356813752779705,-0.10272274876572951,-0.0006127450980392156,0.0006127450980392156,0.047619047619047616,46,5.002000800320128e-05,0.01142540455698999
ARKM-USDT,38.40194305830694,38.83369819262394,-0.3772477845261851,-0.05450734979081581,0.0006127450980392156,0.0009628851540616245,0.031746031746031744,106,9.170334800586901e-05,0.011211451341602424
APR-USDT,37.45242453229581,37.56830813942629,0.00240220404400596,-0.11828581117447734,-5.002000800320128e-05,0.00040849673202614375,0.023809523809523808,60,4.5851674002934504e-05,0.010934239307405079
LEVER-USDT,36.836021911202536,36.8769296997194,0.2155582837777368,-0.2564660722945906,-0.0013130252100840337,0.0027469321061758035,0.05555555555555555,301,0.00029178338001867413,0.010754280496916492
DYM-USDT,36.3622473098137,36.47495222713131,0.07224218058260048,-0.1849470979002275,-0.0017288165266106442,0.002078956582633053,0.06944444444444445,190,0.0001896591970121382,0.010615961951881072
COTI-USDT,36.20183012173931,36.524084698537294,0.0215012045127162,-0.3437557813106962,0.0019170168067226888,0.0058235794317727085,0.05555555555555555,720,0.0006385887688408696,0.010569128136838904
FIS-USDT,34.43661537631088,34.613082627919574,-0.06590573514347636,-0.1105615164652028,-0.0009410014005602241,0.0009410014005602241,0.047619047619047616,95,8.128251300520208e-05,0.010053773505022455
1000RATS-USDT,33.94267222178224,35.30742144029671,-1.063894968495832,-0.30085425001861055,0.00116296518607443,0.001988295318127251,0.05555555555555555,197,0.00017507002801120448,0.009909566748762564
AERO-USDT,33.91290113038643,33.882323503684525,0.16879212571223284,-0.1382144990103208,0.0003501400560224089,0.0012254901960784311,0.05555555555555555,107,0.00011671335200746965,0.009900875075477602
