,offset_00,offset_01,offset_02,offset_03,offset_04,offset_05,offset_06,offset_07,offset_08,offset_09,offset_10,offset_11,offset_12,offset_13,offset_14,offset_15,offset_16,offset_17,offset_18,offset_19,offset_20
2021-01-18,0.9981922258150565,1.0026138916024487,1.0008307899317854,1.003756991492557,0.9950133989327435,0.9951768512893342,1.0002609851834448,1.00064039108699,1.0008303905056055,1.0,1.0,1.0,1.0,1.0081465208262403,1.0048422030446629,1.0031870935792357,0.9928151056860166,0.9929621870723171,0.9912757133859954,0.9937370932868258,0.9998849568619794
2021-01-19,0.9979206404162594,1.0024017524832147,1.0003365296575082,1.0016154473375796,0.995944541676639,0.9966751829023224,1.0002010581392067,1.001188619480306,0.9993645805259869,1.0002943178159713,1.0,1.0,1.0,1.0067585769381477,1.0039958825679625,1.0023434497074235,0.9946782457970819,0.9948509998345546,0.991965673867921,0.9939009129405525,0.9998117004613517
2021-01-20,0.998112150628627,1.0027631785183602,1.0004803447299342,1.001106903103176,1.000019323107412,0.9972104959296016,0.9993883306193856,0.9953488773632272,0.9990702415602869,0.9992901983647382,1.0004409897811275,1.0,1.0,1.0076736771099313,0.9983504323229903,1.0025542411812607,0.9959052800053603,0.9931855139436565,0.9900851199500205,0.9938956783096482,1.000023687404961
2021-01-21,1.0001051310025104,1.0018474662390304,0.9996168361246295,1.0007266683249278,1.0016530674640052,1.0001199983036853,1.0012217526495386,0.995376320747968,0.9987773465952704,1.0010554600298398,1.000615045002737,0.9995817103951141,1.0,1.0080262649466114,0.9995535424923635,1.003783743911515,0.9978647899007724,0.9932188026377108,0.9904555608917902,0.994670465551977,1.0004750941061098
2021-01-22,0.9998483456226667,1.002633036092663,1.0003173782926729,1.0013491690029068,1.0010611594855152,1.0001118297799962,0.999660564445153,0.9962640194266482,0.9993381221207563,1.0011179638850185,1.0012887985125174,0.9995889147468009,1.0004004587485384,1.0062333787776059,0.9999202986087836,1.0042783950920708,1.0002622046070333,0.9951511703406081,0.9920865940989823,0.9957361283151097,1.00044907133199
2021-01-23,0.9997710554746028,1.0042211776377437,1.0002486101590977,1.0018534428310564,1.0027545395250599,1.001882336016914,0.9991751381052553,0.9967100239599693,0.9996714971729831,1.001736324409731,1.0034141945737225,0.9989706415763356,0.9988604741795596,1.0092816964457787,1.0011807022817256,1.006664583356103,1.0031705112910538,0.997442734982616,0.9925173298887193,0.9967203879329979,1.0023753997466114
2021-01-24,0.9997770872921043,1.0038032147786433,0.9992185786563835,0.9992360307697128,1.0003561630243847,0.999994210397787,0.9992243431600706,0.9962530931213694,0.9987504211175648,1.002668286492578,1.001258740922614,1.0010307219490466,1.0013695740768502,1.0105897181445238,0.9998644037478327,1.0063531279873086,1.005594696851472,0.998423207120212,0.9945381609778198,0.9987640907395963,1.0019795685703312
2021-01-25,0.9993852853031521,1.003413755405816,0.9986008326598995,1.000026224997054,0.9979387820844846,0.9991056071696472,0.9995917809598277,0.9965559513269955,0.9984970303166192,1.0023143797800529,1.0031320902214755,1.0003426622194755,0.9996504933984318,1.0087026958886922,1.0034620035031483,1.0079918170738986,1.004719930174513,0.9990240886378023,0.9926129996984734,0.9963276916868117,1.001404802526043
2021-01-26,0.9980194069618465,1.0039905558200635,0.9994228341781966,1.000438948033375,1.0002328436018602,1.0011339433938826,0.9999849064468354,0.9971285808180895,0.9992789594033841,1.0026179199080498,1.0032736912038722,1.000914103120842,1.0020837495072148,1.0093841531141827,1.0025400493227536,1.008800605295183,1.004318737718247,0.9994098812349039,0.993397734223373,0.996828132884951,1.001720799730247
2021-01-27,1.0012338134218552,1.0063995373763919,1.0019200586138854,1.000792043445973,0.9996851840834361,1.0045203357315715,0.9985427436279833,0.9975921376187048,0.9983196098071021,1.0017266345009268,1.0024899031186258,0.9994257435764795,0.9991724008008034,1.0054896541526843,1.002237663469897,1.0121101053340278,1.0077472267776317,1.0000367625625985,0.9955345268935308,0.9989390741268837,1.0041345071854404
2021-01-28,1.0007112343863898,1.006448458979343,1.0001344870744577,0.9993394119853802,0.9987755801893112,1.0040448792448964,0.9998276118641785,1.0003461534787255,0.9986101600575147,1.0027315740919969,1.0035971152369096,0.9998937615467872,0.9984441667582982,1.0057951236197253,1.0044420479318144,1.0132509815335387,1.010099420005086,1.0031989376972827,0.9956173708073801,0.9992793970575321,1.0043126938037925
2021-01-29,0.9984738684603798,1.005034019628151,0.9976353042824826,0.9985012297108576,0.9983449067659852,1.0043116889941688,1.0037053906165112,1.0040888404875743,1.0018414383928407,1.0041772494624364,1.006330512981683,1.0006713245440848,0.997825040794384,1.006129801721517,1.0104497686033362,1.0173891852895742,1.0126016727301748,1.006201828930428,0.99668839501056,0.9968822470437358,1.0027167756879998
2021-01-30,0.9993872813406697,1.0057755439999518,0.997193752211785,0.9972555470971154,0.9970883016354378,1.0043012879052589,1.0044701801276796,1.0044174695740264,1.000643525409965,1.0024370529989328,1.0065819568420475,1.000026222033857,0.9970560253849413,1.0049424742494695,1.0088466010998718,1.015470299120785,1.0117151224917302,1.0061697056154106,0.99629944824529,0.9968678657560183,1.0030699902122573
2021-01-31,0.998950431307552,1.0055549224983127,0.9969070668917835,0.996550397938564,0.9944254075991142,1.001938214711416,1.0041894469271635,1.0041870041273155,0.999992754766147,1.0011067726716767,1.0051854186668057,0.99920583392078,0.9965037761523641,1.004246383841124,1.0094555509606615,1.016276721365637,1.013110750327243,1.0074856833162071,0.9971255974649998,0.9983348247195564,1.0022939748540585
2021-02-01,0.9979723409075537,1.0065754712196346,0.9986327028297798,0.9979575215448802,0.994060250802647,1.0009829674569688,1.004019021031082,1.0035669894213568,1.0005460226974006,1.0007244742876487,1.004816273760922,0.9992327786859241,0.9951737369771969,1.003823690708211,1.0091307677147936,1.016346179110338,1.0118190365669923,1.0061459906234538,0.9956525687870111,0.9983852485370035,1.0012399411992887
