,offset_00,offset_01,offset_02,offset_03,offset_04,offset_05,offset_06,offset_07,offset_08,offset_09,offset_10,offset_11,offset_12,offset_13,offset_14,offset_15,offset_16,offset_17,offset_18,offset_19,offset_20
2021-08-06,1.0142863035136003,1.0488910765546002,1.0460738678758208,1.0434820422302686,1.0356117024895164,1.0131906306807268,1.0409890334446557,1.0344909058206795,1.0386733602600928,1.0125245494140944,1.0157307896243868,0.9953872922967344,0.996355014848196,1.0161134168260975,1.0158121147747983,1.0379589361214436,1.008719270402154,1.0374608865749302,1.0144073640785205,1.037137318924625,1.0287054212836757
2021-08-07,1.0137845164881334,1.0513148379405048,1.0488730356928027,1.0425065553906105,1.0374689335298393,1.012451947232321,1.0411380519648168,1.035476766462324,1.0350921146187597,1.013472508471593,1.015444847636687,0.9937949247152664,0.9965580464899783,1.016375356224671,1.0158365486851972,1.0384379434637026,1.008805979933684,1.0395854062503729,1.0132468968602026,1.03561508355245,1.0278694437565077
2021-08-08,1.0126909064634488,1.0499365666817564,1.0470626568923322,1.0417450730440139,1.0360998784334683,1.0119973778213318,1.0419753416819806,1.0364001646254881,1.0359303569475848,1.012701721730474,1.0152279733393823,0.9938105674547022,0.9967017840914016,1.0171474381703278,1.0162141671285199,1.038449325093681,1.0095397713934993,1.0399281540041754,1.013385803340353,1.0355756101634388,1.0267348892533088
2021-08-09,1.0138553797968537,1.049840808654433,1.0481746782877255,1.0429414843061409,1.0369205663664094,1.01314329809276,1.0420966700587504,1.036336320325324,1.0357989935048084,1.0130798249178015,1.0149442376772235,0.9940137126442548,0.9980361211372811,1.0166362148623145,1.0157015576196105,1.0381508987882422,1.0092505547794839,1.039143991867417,1.0111094049177192,1.0334186780560737,1.027582122330737
2021-08-10,1.015261343903528,1.0505604759439127,1.0495965227220578,1.0410563252349374,1.0381561636316412,1.0097139270727706,1.0410980984016365,1.0351839988161056,1.0353220181455298,1.0135223221736533,1.0132955428439556,0.9915046540868692,0.9961782618890154,1.016825865906787,1.0162579329461987,1.0380702474678967,1.009650862205039,1.040570183861,1.0121173693189018,1.034419352768305,1.0286180297330936
2021-08-11,1.0146534857412506,1.0513019987310979,1.0487469040764332,1.0397940531689611,1.0373786963419305,1.0092704955717522,1.0399878636293352,1.0358269920594592,1.0345050226207715,1.0141696798952038,1.0146788471462307,0.990241262964346,0.995394405958396,1.0166648318118554,1.015187170983788,1.0377587279816687,1.009553868492114,1.0409279685569275,1.0112592225704937,1.033383703075445,1.0290558056947103
2021-08-12,1.0141049481376097,1.0499300710083665,1.0472781170103291,1.0398501948399541,1.038755575835042,1.0081365180852493,1.0398713602493876,1.0355594025557853,1.0317971705364812,1.015775406683757,1.0142594308776904,0.9906144480734683,0.9960931778066021,1.016726905217441,1.0170788621674707,1.0385457349592935,1.0113513575170674,1.0424194490826533,1.0079716442888385,1.0301180632109699,1.0275169782812705
2021-08-13,1.0140876916003976,1.0495067254070258,1.048444752886087,1.0395242906995357,1.039403035797914,1.007571555938556,1.0387721923821414,1.0370609300534859,1.031910640989708,1.0161864057314784,1.0124701880001437,0.9890313369279656,0.9964700622013972,1.016750225551992,1.0178187782612775,1.0385147319302819,1.011404408443611,1.0417176186940766,1.0072574377974697,1.0296867380976469,1.0278340314190728
2021-08-14,1.0140096036164652,1.0509133460149207,1.04818688876845,1.0396915928398371,1.0389356254245974,1.0069391648398731,1.0389338788505367,1.035089314257098,1.032208071483212,1.0184861270962453,1.0126304002180657,0.9898269302954831,0.9979661816309083,1.015554945828652,1.017733709166027,1.0388375892701314,1.01133845933267,1.042112695487375,1.0055580914883793,1.0278967218826296,1.0273131874253547
2021-08-15,1.0139069726709096,1.0501211351759985,1.0472071320817473,1.0396238759182437,1.038491450402944,1.0072767390993569,1.0388262141380977,1.0341074692314038,1.032143745501908,1.020078489136339,1.0127376095045504,0.9906359088334514,1.0012323543022486,1.016007308752434,1.0178323522860786,1.0382348021408596,1.0105104726646161,1.042882164858531,1.0032668998934504,1.0255005000133848,1.0263953293748243
2021-08-16,1.0140450859360925,1.0510667963333733,1.0477356779253395,1.0395533577011091,1.038219245373428,1.0065097303973973,1.038581568230285,1.0333327294155985,1.0320565619279813,1.0191577374355871,1.01266250712654,0.9905237144584534,1.0004848267017523,1.0173806946930462,1.0186411218847724,1.0394197404754797,1.0117559471992317,1.0428679693486267,1.0053205870812714,1.0283496027887964,1.0261916706385614
2021-08-17,1.015889430087351,1.0511108090237453,1.0490401839351031,1.0417046917211066,1.038668484919054,1.009200531575276,1.0395933245984663,1.0344566039706906,1.032891269523811,1.0195891346495956,1.013569979544046,0.9912857474452291,1.0029610348027702,1.020451161499103,1.0199725120785437,1.0414790829549763,1.0142297032907017,1.0444155713823824,1.008824949543312,1.0320492506480525,1.0265524806686341
2021-08-18,1.0158241308097071,1.0520972653316458,1.0465518759054677,1.0431311251535165,1.0417169215234714,1.0084970527802721,1.0416357168550117,1.0358154141802858,1.0362107625310528,1.0201783348985092,1.0128560658627008,0.989728619724122,1.000148299425495,1.0191499579468486,1.0205900247532578,1.0418912717809257,1.0143498746986035,1.0423379655536147,1.0098186226409445,1.031665700876143,1.0276828362871107
2021-08-19,1.0167681749462554,1.0529607754945278,1.0466197774593549,1.044963810261247,1.0447958245484559,1.0099090208455175,1.0432901659775182,1.0384470091530806,1.039033964002308,1.021489553114878,1.0134340336968002,0.9900913571560415,1.0015060352266414,1.021215611655428,1.0226713986090823,1.0441499035554456,1.017296000011219,1.0413151493540294,1.0101112504748386,1.0330900214030247,1.0280415084305186
2021-08-20,1.0156262568913093,1.0539116358540321,1.047341830707446,1.043877076764829,1.0435153021487413,1.009100071684201,1.0415086320390754,1.037717451832674,1.0383989727006557,1.0236633401330208,1.0147083023169727,0.9906536825688527,1.0030148667358543,1.020794792361611,1.0222036768263345,1.044793766965215,1.017728350789286,1.041665454540684,1.0083707572446012,1.0312113497493705,1.0270920359675375
2021-08-21,1.0175279405334785,1.0572528691780545,1.0476815860061808,1.0468438594788443,1.0452543083330783,1.008092752778035,1.0409984771962417,1.0380768410546748,1.0386341654365994,1.0237721055559057,1.0161633218419508,0.9915589611380836,1.0037409885325292,1.0188673314567307,1.0208841905279493,1.0433779971931951,1.0153033467070933,1.040984759114079,1.009789890288411,1.033567925829311,1.0276519780022872
2021-08-22,1.0162496030970194,1.056728605988389,1.0487270666186295,1.0472800557837418,1.0458401233187007,1.01213688312246,1.0442626644350224,1.0416841088071558,1.0397561572777627,1.0262845533913205,1.0160841420437794,0.991793108525848,1.0071453368412417,1.022838481631399,1.0204920380397529,1.0435022843991613,1.0167330886952028,1.0412276436033914,1.0097721425425483,1.0336017525884882,1.0272785652346996
2021-08-23,1.0161786685809544,1.05645932704687,1.0485915266991381,1.0473670489648013,1.0467397710158286,1.0104271954759314,1.0431910229259491,1.0399769505667844,1.038450889723113,1.0263955691271869,1.016243998812633,0.992225378902352,1.0061071524361558,1.0198776626992367,1.0194150788876712,1.0421972163000588,1.014931187266649,1.041836722545137,1.0098771909224664,1.0336899097408596,1.0275302484475046
2021-08-24,1.015366232766789,1.0555490732840815,1.0493277589123848,1.0482805713999959,1.0461574400532245,1.0108263940148672,1.0433750095365528,1.0402379011572138,1.0383463112444342,1.0242979360016229,1.0162797855836592,0.989656590794657,1.0047848493683122,1.019668283041402,1.0199800291611747,1.041594768277174,1.0152118320834604,1.0436407361272877,1.0104074530094014,1.0336659322840416,1.0276566518556531
2021-08-25,1.0145614503226619,1.0550337917574137,1.0493842453505973,1.0499450028297441,1.0453619623928925,1.0090793406743437,1.0407990414373824,1.038364416524799,1.0388665722792294,1.0247898566134717,1.015513960093774,0.9920106932896283,1.0077252421778302,1.021827096930073,1.0197016950726019,1.0432628782919082,1.0175177838097225,1.0428720220084788,1.0097789892108975,1.032944573534416,1.0274238695671414
2021-08-26,1.014236191110287,1.05923902372903,1.0497709929231018,1.048905120700542,1.044493433606173,1.0092969677045733,1.0414430344153944,1.0408769208900952,1.0346481863256178,1.0263239478532042,1.0175435840027132,0.9951583793560013,1.0038033656188097,1.0215810758237178,1.020596214454059,1.0422756412079086,1.0161830425338296,1.0438794779533085,1.0098083605028187,1.0333403925539462,1.0274970105413148
2021-08-27,1.0134648945572156,1.0580658469722868,1.0493098725294356,1.0483750212329292,1.0444342548730856,1.0083882396481536,1.0410722265052934,1.0404281764128547,1.0351390433786645,1.0254507149004097,1.0163580946249355,0.9935977009590183,1.0032110636434184,1.0206126651805278,1.020564427523527,1.0414398036355939,1.0152722790270203,1.0435380481640735,1.0089280339541762,1.0330190919981046,1.0273702574529404
2021-08-28,1.0134702280759778,1.0580695454674491,1.0484654244053424,1.0488739088614283,1.0450480930920512,1.0088084653986287,1.0416022567810694,1.0407839281838491,1.035934216541465,1.0264863524390972,1.0174080410511717,0.9932914267697408,1.0039945847667529,1.0210790394736977,1.0211685123827774,1.0415337036411882,1.0156398812122063,1.044140725885075,1.0092816869355135,1.033327658998924,1.0274028127641557
2021-08-29,1.013851888396897,1.0581637018633934,1.0495076377659842,1.049342792410855,1.045866389095491,1.0098438396161882,1.043199392774887,1.0391193553143436,1.0343153977989359,1.0238714737056074,1.0154830664358654,0.9926611953321572,1.0026940188188491,1.0220175063556718,1.0189852120424008,1.0415551055969505,1.0158589026005151,1.0415918223637421,1.0091247573179412,1.0335900655395747,1.0254157509673998
2021-08-30,1.0157714815591439,1.0577297208967795,1.048321128237119,1.0480225803754606,1.0457259035246778,1.0096092236737464,1.0430982280604122,1.038474645199369,1.035463705468639,1.025271522732551,1.0152327463995472,0.9920098716877579,1.0020718636040524,1.0218895881643033,1.0178495393825715,1.0421173869325155,1.016062280433899,1.0414482055303682,1.0087708950570098,1.0332508685904218,1.0249828941881949
2021-08-31,1.0138245793181624,1.052906549682832,1.0481576293422363,1.0468212922661204,1.046189839615242,1.0100399685700137,1.0424617439343495,1.0383297419674926,1.0359432579159875,1.0256243461811458,1.013259190879359,0.9895980105841448,1.0017163784294094,1.0210883026905067,1.0171039413718068,1.041306593177411,1.0156727633845621,1.0404846054139087,1.0069509051173648,1.0316832123655169,1.025226193057813
2021-09-01,1.0136837868711848,1.0537500166431601,1.04751112633034,1.0463233659371511,1.0471541548983272,1.0159203556503758,1.0496564908711408,1.0435511516248737,1.038073792767337,1.0215423618705735,1.0128366053088758,0.987547435627227,1.0033453149733738,1.0226513852771744,1.0167592974668083,1.043222447198585,1.0176236527118476,1.0407615608329557,1.0052993294966819,1.0293870435572015,1.0249841043970354
2021-09-02,1.0134535700292773,1.0542545775991092,1.0461578739826247,1.0442213659177546,1.0466789104413752,1.0148714212702814,1.047969964909454,1.0433248388811123,1.0381169618748023,1.0242027350455538,1.0143272424480916,0.9905012442813413,1.003325979130548,1.0216526557641425,1.017386599738223,1.0436473693812636,1.017179802580125,1.040688611847456,1.0058404623031936,1.0298158521614769,1.02524679504555
2021-09-03,1.0132488084125146,1.0547782683869196,1.0463784401469531,1.0429958753870279,1.0463128361829201,1.014587095543591,1.0482785591245996,1.043806374502374,1.0380578282658486,1.0243613770346451,1.014115325654511,0.9903336629507233,1.0037031734728543,1.0188070831043001,1.0172109201157635,1.0424402575349239,1.013669020383206,1.040593897810747,1.0063592661455263,1.0307793785798298,1.0249010814004094
2021-09-04,1.0143160016073094,1.0558694995028435,1.0478672166088459,1.0428047087961176,1.0452838068240566,1.0144259097350603,1.0481948179415566,1.0438476473665947,1.0379858700654339,1.0264490381229598,1.0150128318855378,0.9901196261755396,1.004253175128923,1.0190251805298283,1.0171144021790277,1.0417515545151455,1.01284028749335,1.040358913153947,1.0059788550365076,1.0303470331041789,1.0240905583773685
2021-09-05,1.015612543418181,1.0577688727164256,1.0505040116045679,1.0439468352969694,1.0437371528886048,1.0131216997227572,1.0477347215932655,1.0437824010325851,1.0371427807294988,1.0284812660317113,1.0159563953273185,0.9912471286860288,1.0038886425377402,1.015418773266259,1.0150955823653065,1.0401552613526275,1.0103757242750935,1.0415298786985667,1.006579050452494,1.0311021788087649,1.0227372148886218
2021-09-06,1.015135625459491,1.0563406132331208,1.0489507302967678,1.042707159561602,1.0429176484115381,1.0126608530284043,1.0465865214851222,1.0432503068269383,1.037008247310976,1.0298321061632303,1.0165041081344703,0.9912230455605922,1.0039330632383803,1.016566382232668,1.0154265873676658,1.0407222371633251,1.0110924695957926,1.0412498827012535,1.0063422532565118,1.0310000897265361,1.023632309916148
2021-09-07,1.0148756830645687,1.0551560096819652,1.0486488711697004,1.0432930473531086,1.0430501169169415,1.0119618432667083,1.047254575339123,1.0429389390328856,1.0373677203718317,1.031767668029484,1.015836049411127,0.9912840795755979,1.0035870562123044,1.0161977073068555,1.0155673670601826,1.0403593350416882,1.0107535739122326,1.0410091841351097,1.00627686185629,1.0308023648544504,1.0240008652538142
2021-09-08,1.0143307849325234,1.0533030615251096,1.0489721223951518,1.0426723669050353,1.0441096338753277,1.0134779566787138,1.0489527559251723,1.0447873878365674,1.0383058254171158,1.0334761882162824,1.014955830695935,0.990140664394869,1.0087727494442584,1.0214646357023818,1.016584476704087,1.0395136093296373,1.0102925894091377,1.0415597242401877,1.004636970646606,1.029038337784959,1.024407106842696
2021-09-09,1.0131874241374446,1.051138895249792,1.0498360414563983,1.0437057851570046,1.0449239739442389,1.0140031726524814,1.0494685191366768,1.0445478237913546,1.0383003668377038,1.0334983955121553,1.0160777542118478,0.9900291822720387,1.0107449277257239,1.0233191551338998,1.0160972212385735,1.0382589961373858,1.0100829104581195,1.0414153273072189,1.004030899096255,1.0285765553696515,1.0234607765440298
2021-09-10,1.0118329171590714,1.0476686312346832,1.0488608643414579,1.0439521921918695,1.0441389217067703,1.0166225407816973,1.052259077904977,1.0474328010116858,1.0396111766766203,1.0343991634587562,1.0167366997485037,0.9900531693532204,1.0098859739401085,1.0226587719657598,1.0137084044482092,1.0379751331041462,1.0102338133814384,1.0414800078938207,1.0024804437590666,1.0268219186976617,1.0221833474656254
2021-09-11,1.0099822876736697,1.0481603339161634,1.0494988141530266,1.0435938122119095,1.0460655245171808,1.0184675597638508,1.0537421789161947,1.049229662853247,1.039316074198009,1.0345337396765306,1.0168379391003268,0.9899003144769988,1.0110733974208759,1.0224030359209284,1.0151216638110254,1.0376379411784629,1.0105147477757292,1.0420463386475247,1.0007824610298126,1.0249102527065328,1.0225507573031243
2021-09-12,1.0099806140410037,1.0474231771292781,1.0476587955581869,1.0433469260834523,1.045887714132047,1.0182652771830292,1.0537261524403427,1.0490423353780385,1.0390901317996228,1.034779032540328,1.017547222224964,0.9889423472780432,1.0117881937372493,1.0223516159224977,1.0152520149958346,1.0368547851856202,1.0105463320154997,1.042621830275378,1.0007630396406242,1.0247455492489084,1.022123287485746
2021-09-13,1.0096456856261757,1.044808102877637,1.04616215237462,1.0432380792745188,1.0470007409084023,1.0188979848080895,1.0540800057748732,1.0497344703209877,1.0387361071633847,1.03082888949926,1.0148544483619082,0.9898183139771508,1.008779645297608,1.0179105521748062,1.0122530501199765,1.0366362426798426,1.011953226451735,1.0443984566520417,1.0015927073350877,1.0246741162955897,1.0222445472640882
2021-09-14,1.009060086499519,1.045804038500651,1.0441785967786765,1.0412028636234623,1.0456720626523828,1.0194246630317916,1.0546181743735694,1.0503107814792227,1.038446690561676,1.030835672197585,1.0155987814392704,0.9895076657410725,1.0099117834212974,1.0200569272345335,1.0137804229355643,1.0372183062254114,1.010795204669081,1.0428378611951843,0.9998132780433581,1.0232946272688423,1.0229189926177524
2021-09-15,1.0087066733240693,1.0481727405585635,1.0424599737081195,1.0413493759827883,1.0456828433836989,1.0214233618238873,1.0562479238693945,1.0524940335308584,1.0404643819083434,1.0342096334441515,1.017460039454954,0.9881601527922756,1.0115643386205377,1.021135995064489,1.0153798448076012,1.0378188391824434,1.0099617251107196,1.041159619972471,0.9994353726366915,1.02325135448077,1.0235066946647224
2021-09-16,1.01175565978864,1.049803439797277,1.0429151312798848,1.0410181416944932,1.0452051467854324,1.0217523426063713,1.0570359337226312,1.0525836713983328,1.0415245130576722,1.035101279811648,1.0174130287959746,0.9889888782543587,1.0118911323860276,1.0208945250950439,1.015473180987518,1.0385249399024872,1.0102032675592738,1.0407294552804625,1.001087711775651,1.0245995459745536,1.0232544374677919
2021-09-17,1.0081895448150235,1.0486537280839623,1.0414005881211652,1.0411243379411768,1.0457182262568367,1.0221168352435877,1.0569036347062521,1.0528424798100222,1.038478767589769,1.0335927286942148,1.0162555702208067,0.9890157765689199,1.0105724934271494,1.0202812177486915,1.0132681089490043,1.037772160864446,1.0106571563928213,1.040169979060047,1.002062947562651,1.0248928004758435,1.021717975872594
2021-09-18,1.0092388306855433,1.0490138719305986,1.0407347311704445,1.041415785599221,1.0453505115431454,1.0211784653708162,1.0561343214729502,1.051767784795996,1.0390276843742372,1.0338624779235632,1.0165319564412045,0.9902058086311445,1.0111021995999987,1.0210334918913926,1.0138983657645446,1.03836247350932,1.011335111068528,1.0403269171120126,1.001664827084455,1.023636745907366,1.0218426911568355
2021-09-19,1.009184316527427,1.0476435591464517,1.0419907540961968,1.0425027209958777,1.0461182714438502,1.021821696636937,1.0570092513085667,1.0527328224130104,1.0399557071978789,1.034880806839528,1.017201974739833,0.9898820030840629,1.0114251139135204,1.0215875006795831,1.0142287034065374,1.038383726432146,1.0116215187025692,1.0403788745533062,1.0014812461520783,1.0231685143063924,1.0217329016534136
2021-09-20,1.0084333935594538,1.0474321712350727,1.0418019988097433,1.0418798801365072,1.0457784882265388,1.0215112366788308,1.0565472036743908,1.0523301473153364,1.0387547831602093,1.0344581711613268,1.0162187138914311,0.9887683863424229,1.0109334368186342,1.021282040714256,1.0139781150503266,1.0385350542477632,1.0117816242342397,1.0408023785624925,1.0013584517638885,1.0230571700549815,1.0219867227718944
2021-09-21,1.0081429589635094,1.047365003545547,1.0416585701083234,1.0419675962763788,1.0452733324011625,1.0216839225815841,1.0566791556180921,1.0523901076629756,1.039703235853687,1.0353671978467114,1.0161231391040908,0.9888748257407476,1.0122840897951957,1.0237120535351285,1.0159248144855721,1.039949342343274,1.0130707342364274,1.0433568729993135,1.0012266803368886,1.0231690512932492,1.0221465419142415
2021-09-22,1.0082435708066404,1.047257961440282,1.0414244889812103,1.0424788664740943,1.046816831279664,1.0226112596529944,1.0578321728587494,1.0534626250290775,1.0399640256375875,1.0352888876268849,1.0155062442756397,0.9889092446052111,1.011572683916256,1.0233930880079192,1.016542457715395,1.0401968410158207,1.0128471122125655,1.0441861347148418,1.0005882937315385,1.022468571394885,1.021741090551735
2021-09-23,1.0099590506644958,1.0472301748043393,1.0395651100597487,1.040887128526573,1.0477325533793918,1.02383778473506,1.0588096373725489,1.0546786085986197,1.0406672639925179,1.0358440051625422,1.01649948124596,0.9882522275128217,1.0114657867363974,1.0222317238504959,1.0162592203454919,1.0397741646901346,1.0119343406722907,1.0426282795968533,1.0000605697773661,1.022539426608948,1.0212272281536057
2021-09-24,1.0117216848900845,1.0474658072665632,1.038726884385192,1.0403543646943787,1.0468680407378157,1.0230694903846849,1.058981164286066,1.0545064571572365,1.0407685895420253,1.0349717443634483,1.0163465579538664,0.9885398314986074,1.0110373638612546,1.0220113123657755,1.015661950979708,1.0395929860756474,1.0113560362517444,1.042456646383252,1.000820684137987,1.0227507033385423,1.0215056557482511
2021-09-25,1.0111106458643864,1.0469125829509696,1.0390061874300358,1.0405914446138802,1.0478812908921815,1.0237283414656504,1.0616939067956077,1.057003142792154,1.0428382853885114,1.0371847470129631,1.0164657299353372,0.9890246437592369,1.0108078495274477,1.0227359272762793,1.0161145897187625,1.0405688584624002,1.0122502285227561,1.0442042813863461,1.001078627177402,1.0223218408749404,1.0224703566403603
2021-09-26,1.0132975401220068,1.0479483365942628,1.0409658792787628,1.0412875752729904,1.0485174776932966,1.0245812933354896,1.062880016341327,1.0545120817201146,1.042583445144352,1.0375865130826314,1.0175570639446005,0.9892374144095138,1.0125187391249233,1.0245678902137443,1.0176105210336266,1.0413365725174772,1.0131984940655605,1.044350159101839,1.000423216199387,1.0216839207769708,1.0224983287674556
2021-09-27,1.012726378070059,1.0472477769986355,1.0398971145983382,1.0411612408235298,1.0475300834737011,1.0236594453190824,1.0625486418733376,1.0532200412797659,1.0435710474353743,1.0394701261076027,1.0172393470803012,0.9895680714303238,1.0125620180862172,1.0243294343100584,1.017513716561196,1.0405496062569577,1.0130052060839045,1.0447928413791503,1.0001881208782,1.022143118816493,1.0225785330508554
2021-09-28,1.0157700763015018,1.0466501093765144,1.0403156740459607,1.0419273673225846,1.0489942281022797,1.0248053274519537,1.0634820993955798,1.053358521273475,1.0434347806993025,1.0386594476747617,1.0165351927556872,0.9896150384444367,1.0122361063355247,1.0237721027022508,1.016947927829839,1.040443892527315,1.0129128497261934,1.0441485428840425,1.0004162610060774,1.0220168368858362,1.0221880557702503
2021-09-29,1.0160805326552558,1.0470144795202492,1.0414331008976658,1.0423672218323476,1.0495202057033712,1.0258034717503663,1.0647956302666577,1.053885879289075,1.043766183738186,1.0389959167956773,1.0155272778868782,0.9889790281372443,1.0112861510275772,1.0231844837974924,1.0163539291364128,1.0399819665701673,1.0127582937837794,1.0439913406434054,0.9990746569627016,1.0204782404277328,1.0227964098358582
2021-09-30,1.0158343959558955,1.0471761840134222,1.0408463883100105,1.042189969804948,1.050110933211099,1.0248180803814324,1.063610457110808,1.0530653352964838,1.043501450084641,1.0385423398866493,1.0144857353631613,0.9883151381665898,1.0111047991802202,1.022892379721268,1.0160712774784724,1.0394539349797112,1.012226705955168,1.0436680192734742,0.9995136237381836,1.0209669108127977,1.0227377498055643
2021-10-01,1.0138803010182642,1.0463937441608948,1.040052998614229,1.0415702876599309,1.0502216065202257,1.0251289837625657,1.0635507521745124,1.0527997355983552,1.0430402922412711,1.0382986118978146,1.0141543939711535,0.9887605859822968,1.0112407452869476,1.0226596748976167,1.0160956512505663,1.039481450380635,1.0119155002600535,1.0437420553558927,0.9994006506648182,1.020738062190084,1.0223284634924916
2021-10-02,1.0123329982795861,1.0453288623171726,1.0391429931230638,1.0402547556321906,1.0501822318163432,1.0227418470312422,1.0615077442325462,1.0514501363853603,1.0419826359321278,1.0376644751890263,1.0120278381650927,0.9877566243863709,1.0090840475015936,1.0230895226481047,1.0153565594379506,1.038925804318443,1.0116115147952336,1.044077570421513,0.9997683548444616,1.0209809802694585,1.0215699567827832
2021-10-03,1.0113201498486362,1.0455371161276996,1.0379533490574067,1.0399964893826097,1.0485828025283706,1.0222907239928654,1.060864360101129,1.0517379088112528,1.0410292019879017,1.037602585133726,1.0124394707399986,0.9891108422228145,1.008867496993745,1.021478809955773,1.0150693958122448,1.0393722315992364,1.011417559271227,1.0439903350938935,0.9981602738061064,1.0197346472553281,1.0230556762068521
2021-10-04,1.0101970291451705,1.0451460245495052,1.0373963666008896,1.0398699671688802,1.0490201998950832,1.0220400332407737,1.061333406241677,1.0511445991332238,1.0405634337944762,1.0368040522947422,1.0119382664485512,0.9879100581706689,1.009296481456779,1.021051344623337,1.0155713492251965,1.038947210698301,1.0120606894905722,1.0450041687942047,0.9986605130456765,1.0196566810577252,1.0228588085188197
2021-10-05,1.0099863496449295,1.04525620676888,1.037380456488536,1.039842667777188,1.049253346323502,1.0212918555299484,1.0603262307373849,1.05150209824546,1.0403193593275375,1.0376240676306374,1.0114705740513312,0.9883510896544702,1.0094087441493675,1.020453181238334,1.0161693388702497,1.0387427189060618,1.0115596766291153,1.044992368014972,0.9988195544845175,1.0193260032597533,1.0236417000167495
2021-10-06,1.0097692498331794,1.0446285415042704,1.0371700386573441,1.039231135614641,1.0504145098209294,1.0218931975258776,1.0601981115564783,1.05111704556196,1.0408785151130981,1.036636929704154,1.011257162901469,0.9888083943167038,1.0102882257925279,1.0192461470678849,1.0152788739104017,1.0380016169443913,1.0128548288115602,1.0449665452745998,0.9980174249138428,1.0174655364766203,1.0229522890717155
2021-10-07,1.009959803609574,1.0452444672488812,1.0385412678250163,1.040568292171219,1.0515031217490631,1.0227151436964295,1.0616665113852164,1.0524028394454996,1.0426011176532501,1.0376181461603606,1.0124434428589875,0.9885262334017398,1.0112742906955272,1.0215798415317778,1.0145032580763473,1.0380379535011892,1.0128030023646646,1.0446912725800086,0.9977098984235081,1.0178181514609763,1.022527371993017
2021-10-08,1.0106253271776455,1.045120445488947,1.0380525974151735,1.039715721192459,1.0511230994352359,1.021990569566702,1.0605480816386181,1.0516850854621018,1.0413541291957549,1.0373516652460488,1.01136756223757,0.9880081393146722,1.010768152621551,1.0204180795232893,1.0145391721398649,1.0375786728807797,1.0132579039017011,1.0451719586572115,0.9970384813962303,1.0182896644091262,1.023070388069579
2021-10-09,1.0102036029452828,1.0458316343572325,1.0383512255098852,1.0407001564800378,1.0517570304324355,1.0230827738585795,1.0617155236081217,1.0516621819068428,1.041225747874343,1.037069350124242,1.0121179893591543,0.9886381353256578,1.011281864219644,1.0207490419765897,1.0125463355527813,1.0369023734065481,1.0121538845809255,1.0443774796138463,0.9974011492937417,1.0190934257973496,1.0227460277203906
2021-10-10,1.0084665582716952,1.0449831839592965,1.0374482007313575,1.040310121309344,1.0513504192020915,1.0227066037547357,1.0619096337284455,1.0516757631127198,1.0419286415346884,1.0375538802675133,1.0123292340257097,0.988576536991188,1.010493271194718,1.019622784337355,1.013385236918725,1.0364482443023173,1.0119960043127485,1.043587545726741,0.996526230550021,1.017865991875309,1.022270298415158
2021-10-11,1.0085487357100458,1.0450360801757401,1.0386520616191988,1.0406853670878051,1.0520328983597673,1.0234149342264065,1.0630033439705076,1.0527382724026948,1.042649243014689,1.037663818797227,1.0131289395048027,0.9882741927183,1.01015277907651,1.019600382195595,1.0127500280710473,1.0364377471244663,1.0115925542995163,1.0433627319817576,0.9964543185138114,1.01760247904898,1.0219647905306193
2021-10-12,1.0083658477427484,1.0449008008358653,1.0390773484709432,1.041232035914552,1.0527947370312678,1.0238438233746783,1.0639009788510865,1.0534083822542777,1.0437174718555908,1.038413520774549,1.0139608990488649,0.988729176847403,1.0115741797929592,1.0217136714085413,1.0139762821030707,1.0363490572297718,1.010740131759703,1.04329791766923,0.9961688557555846,1.0178635432225214,1.0215129135005652
2021-10-13,1.0083762682502277,1.0442785702661657,1.0385142816337474,1.0397099512122399,1.051972490829439,1.0236826364690117,1.063305966811484,1.053416940362614,1.0431373948091194,1.0382391798339425,1.013529480617171,0.9887127757405921,1.011379010521696,1.0217664058020608,1.0144342129482296,1.0367328129641933,1.010885671117519,1.043516836769392,0.9957915953009612,1.0177440554414243,1.020823014659226
2021-10-14,1.0078850302224083,1.0443820300391995,1.0381883161152958,1.0393806882132366,1.052391248369746,1.0230889697284529,1.06254465758793,1.0534909889588537,1.0431552248766651,1.0385331870708308,1.0135937857534316,0.9885184634194608,1.0111819971216234,1.0227937374575713,1.0150261388257078,1.0370152453013168,1.0116958780571343,1.0430611942540353,0.9957277593611832,1.0166966986442694,1.020872714995573
2021-10-15,1.0081950281822916,1.045109216807097,1.0391385089173826,1.040115374686479,1.0514440598950974,1.0224226812608195,1.0617880923057135,1.0527444484599322,1.0424870455099722,1.038742931793609,1.0129167366116607,0.989499112371455,1.0104735082362595,1.0214756278073978,1.0143481314612088,1.037522604628419,1.0115978443871219,1.0426888370869996,0.9956313764113565,1.0165861959933928,1.0207200886673449
2021-10-16,1.0110655382098797,1.0440869151888081,1.0375813363115378,1.0387223635916218,1.0506208920717202,1.0219096500029077,1.0609150246576426,1.0523592022333723,1.0421674429560057,1.0392005066345937,1.013057837888791,0.9874539392747138,1.0090607124188031,1.0217511777892272,1.0215478912432392,1.038284109388894,1.011721846500569,1.0453403164751793,0.9961127395509605,1.016753976819756,1.021817250904751
