backtest_name,strategy_name,hold_period,start_date,end_date,bars,symbols,cumulative_return,annualized_return,annualized_volatility,sharpe,max_drawdown,calmar,hit_rate,gross_pnl_usdt,net_pnl_usdt,fee_drag_usdt,funding_pnl_usdt,average_gross_exposure,average_net_exposure,average_turnover,average_long_count,average_short_count
策略研究,Strategy,21D,2021-01-01,2026-3-20,1904,512,12.686084468537786,0.651302488709538,0.22658236373610235,2.325256684296283,-0.12614078338235268,5.16329827075306,0.5519957983193278,3498.4931386011276,3425.2428065052154,-73.25033209591264,23.16806970068615,0.8948533580098702,-3.853928730767802e-18,0.08972130518874215,25.5656512605042,25.709033613445378
