official_terminal_nav,shadow_terminal_nav,terminal_nav_gap,return_correlation,rmse_return_gap,mean_abs_nav_gap,mean_abs_turnover_gap,official_curve_available
1.2127760405033958,13.686084468537786,12.47330842803439,0.7139431875040065,0.007349673880204045,11.311305070995791,14.399166431648828,True
