regime,bars,cumulative_return,annualized_return,annualized_volatility,sharpe,max_drawdown,hit_rate,total_pnl_usdt
TrendDown_VolHigh,468,0.056554620043049564,0.043839390933940514,0.26473703568973794,0.285699445685525,-0.20279171957597586,0.532051282051282,101.94211906827304
TrendDown_VolLow,413,0.7080530309749953,0.6050161312879148,0.18519835719777428,2.648700847483073,-0.12305033914295582,0.5665859564164649,1286.900381128655
TrendUp_VolHigh,436,1.4668090646698015,1.1295046958181327,0.24899488260789043,3.160972559220832,-0.08469329953221627,0.5481651376146789,633.8939869426144
TrendUp_VolLow,523,1.747442772264867,1.0245424233842941,0.18234299384359698,3.962388165746135,-0.07572938691102238,0.5640535372848948,1370.382138643894
