,gross_return,funding_return,turnover,cost_return,net_return,nav,signal_spread_return
2021-01-01,0.0,-0.0,0.0,0.0,0.0,1.0,-0.7605180129836604
2021-01-02,0.00012546485250747107,7.125285714285705e-06,0.09523809523809523,3.809523809523809e-05,9.449490012651868e-05,1.0000944949001265,-0.8226875934885928
2021-01-03,0.002854495791488446,-5.464780952380962e-05,0.09523809523809523,3.809523809523809e-05,0.002761752743869398,1.0028565086155456,-0.9679537404186619
2021-01-04,0.006840553303185941,-0.00018344985714285742,0.09523809523809523,3.809523809523809e-05,0.006619008207947846,1.009494424077466,-0.8935576209755315
2021-01-05,-0.008710633720714688,-0.0001896614285714286,0.09523809523809523,3.809523809523809e-05,-0.008938390387381355,1.000471168821177,-1.1830414603990955
2021-01-06,0.004587943758222477,-0.00014500154761904778,0.09523809523809522,3.809523809523809e-05,0.004404846972508191,1.0048780912202406,-1.1165359444648888
2021-01-07,-0.03513326375493609,-0.00041296504761904787,0.09523809523809526,3.8095238095238106e-05,-0.03558432404065038,0.9691201836009093,-0.7881665577899166
2021-01-08,-0.002021034887795895,1.4399714285714271e-05,0.09523809523809526,3.8095238095238106e-05,-0.002044730411605419,0.9671385940889999,-1.0581675240263304
2021-01-09,-0.012732258337862797,-9.964980952380963e-05,0.09523809523809522,3.809523809523809e-05,-0.012870003385481844,0.9546915171088444,-0.8960029687361221
2021-01-10,0.054774581942348646,-0.001466174523809524,0.0952380952380952,3.8095238095238085e-05,0.05327031218044388,1.0055482322612541,-1.1583305006481452
2021-01-11,0.01922983955674783,-0.0005955986666666667,0.0952380952380952,3.8095238095238085e-05,0.01859614565198593,1.0242475536484814,-1.4931867344808714
2021-01-12,-0.010967900641926967,-0.0006201304047619049,0.09523809523809532,3.8095238095238126e-05,-0.01162612628478411,1.012339522242883,-1.2325415750484794
2021-01-13,-0.014394958051311808,-0.0001754024523809524,0.09523809523809522,3.809523809523809e-05,-0.014608455741787998,0.997550805136535,-1.6659164896115755
2021-01-14,-0.008571632087160252,-0.0004999986904761904,0.09523809523809525,3.80952380952381e-05,-0.00910972601573168,0.9884633906149687,-1.6314841155425048
2021-01-15,0.024340601469464974,-0.0007412555952380954,0.09523809523809529,3.809523809523812e-05,0.02356125063613164,1.0117528243058884,-1.7794055884212656
2021-01-16,-0.031406833515904446,-0.0003016705476190477,0.09523809523809515,3.809523809523806e-05,-0.03174659930161873,0.9796331128003684,-1.351799084942633
2021-01-17,0.07666323677601472,-0.0008749043571428572,0.09523809523809529,3.809523809523812e-05,0.07575023718077663,1.0538405534451387,-1.0001397859593173
