,Q01,Q02,Q03,Q04,Q05,Q06,Q07,Q08,Q09,Q10
2021-01-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2021-01-02,0.9998528476515669,0.9998864757920666,0.9991276462722042,0.9983957707349075,0.9989506152567011,1.0005875387053944,1.000185884250143,1.00103826138287,0.9984846354022295,0.9999854377897887
2021-01-03,1.0088181558262415,1.0081563695757434,1.006735774820647,1.006208698754676,1.0064896573217768,1.01801809912799,1.0127140693228125,1.0078832180155477,1.0138811984453102,1.0117517420608506
2021-01-04,1.004062494476515,1.0089932211573394,1.0086269024694803,1.012502687428816,1.0147940488147296,1.03315048597032,1.014999265760843,1.0092059021233248,1.0225459035214723,1.0137175875250595
2021-01-05,1.0209451877139555,1.025624780395303,1.0183088662347997,1.0192163146536777,1.0214533327058013,1.0384040355794704,1.0270247028340431,1.0139574398063345,1.0369338920091997,1.0217402394861879
2021-01-06,1.0379704118704245,1.0474575023480832,1.04243289516518,1.039841289746561,1.0411953375732552,1.0862159508147644,1.0514869806841172,1.0436185780793528,1.0396663255863132,1.0433182547192894
2021-01-07,1.0653458650784458,1.0382254709116912,1.1020282305234106,1.0398634250753325,1.0319072265216902,1.0624402143478904,1.0440831855532324,1.0388624732031748,1.0297936873870512,1.0337487226495814
2021-01-08,1.077060951812255,1.0397952883927342,1.0803437374892422,1.0619413371537312,1.06810159403073,1.0605024155615714,1.0441601958679987,1.0440441158255536,1.049563041324648,1.0430419945351037
2021-01-09,1.1352380181306252,1.0735323148292664,1.0938405378148517,1.083715812744215,1.1345980820215553,1.0843628445444313,1.0769643372990185,1.09979209869945,1.0736231799376015,1.085997319842091
2021-01-10,1.1002327054064016,1.0504522471662938,1.083500587940578,1.0687299381226796,1.0998941888773064,1.0676749027616974,1.0824937782800397,1.0731636260581345,1.0454653208156952,1.1104031424069982
