Date,Benchmark_Return,Strategy_Return,Daily_Profit,Daily_Loss,Daily_Buy_Amount,Daily_Sell_Amount,Excess_Return(%)
2014-01-02 16:00:00,-0.35,1.76,1758.98,0,90076,0,2.12
2014-01-03 16:00:00,-1.68,1.56,0,-200,0,0,3.3
2014-01-06 16:00:00,-3.92,-1.77,0,-3328,0,0,2.24
2014-01-07 16:00:00,-3.95,-0.1,1672.64,0,0,-8356,4.01
2014-01-08 16:00:00,-3.78,-0.82,0,-720,0,0,3.08
2014-01-09 16:00:00,-4.63,-1.14,0,-319.34,0,-17340,3.66
2014-01-10 16:00:00,-5.37,-1.35,0,-217.8,0,-8800,4.25
2014-01-13 16:00:00,-5.85,-1.71,0,-359.18,0,-4180,4.4
2014-01-14 16:00:00,-5.03,-0.91,798.92,0,0,-4082,4.34
2014-01-15 16:00:00,-5.2,-2.11,0,-1196,0,0,3.26
2014-01-16 16:00:00,-5.07,-2.87,0,-760,0,0,2.32
2014-01-17 16:00:00,-6.5,-4.27,0,-1400.4,0,-15400,2.39
2014-01-20 16:00:00,-7.04,-4.87,0,-596,0,0,2.33
2014-01-21 16:00:00,-6.12,-4.64,224,0,0,0,1.58
2014-01-22 16:00:00,-3.7,-3.65,992,0,0,0,0.05
2014-01-23 16:00:00,-4.21,-3.64,12,0,0,0,0.6
2014-01-24 16:00:00,-3.62,-3.55,92,0,0,0,0.07
2014-01-27 16:00:00,-4.9,-3.93,0,-388,0,0,1.02
2014-01-28 16:00:00,-4.73,-3.89,48,0,0,0,0.88
2014-01-29 16:00:00,-4.39,-4.21,0,-328,0,0,0.19
2014-01-30 16:00:00,-5.48,-2.48,1733.8,0,76205,-18152,3.17
2014-02-07 16:00:00,-5.04,-1.34,1141,0,0,0,3.9
2014-02-10 16:00:00,-2.68,0.15,1492,0,0,0,2.91
2014-02-11 16:00:00,-1.91,2.51,2353,0,0,0,4.51
2014-02-12 16:00:00,-1.66,2.66,158.55,0,0,-11453,4.39
2014-02-13 16:00:00,-2.17,1.93,0,-731.16,0,-6160,4.19
2014-02-14 16:00:00,-1.48,4.24,2310.43,0,0,-2571,5.81
2014-02-17 16:00:00,-0.79,5.57,1322.26,0,0,-3744,6.41
2014-02-18 16:00:00,-2.04,4,0,-1566,0,0,6.17
2014-02-19 16:00:00,-0.92,3.61,0,-392,0,0,4.57
2014-02-20 16:00:00,-1.83,2.06,0,-1548.25,99158,-69899,3.96
2014-02-21 16:00:00,-2.82,0.46,0,-1596,0,0,3.38
2014-02-24 16:00:00,-4.96,-1.06,0,-1520.6,0,-17605,4.1
2014-02-25 16:00:00,-7.39,-3.38,0,-2327.31,0,-14308,4.33
2014-02-26 16:00:00,-7.15,-3.63,0,-246.78,0,-57213,3.79
2014-02-27 16:00:00,-7.55,-3.63,0,-3.51,0,-1513,4.24
2014-02-28 16:00:00,-6.48,-3.62,17,0,0,0,3.06
2014-03-03 16:00:00,-5.99,-3.57,51,0,0,0,2.57
2014-03-04 16:00:00,-6.26,-3.55,12,0,0,0,2.89
2014-03-05 16:00:00,-7.13,-3.53,27,0,0,0,3.88
2014-03-06 16:00:00,-6.71,-2.23,1297.37,0,87560,0,4.8
2014-03-07 16:00:00,-6.94,-2.05,184.44,0,0,-46564,5.25
2014-03-10 16:00:00,-9.97,-3.85,0,-1806.68,0,-6676,6.8
2014-03-11 16:00:00,-9.5,-2.48,1370.56,0,0,-2444,7.76
2014-03-12 16:00:00,-9.27,-2.8,0,-318.45,0,-2450,7.13
2014-03-13 16:00:00,-8.14,4.14,6938.08,0,64797,-9200,13.37
2014-03-14 16:00:00,-8.89,4.44,301,0,0,0,14.63
2014-03-17 16:00:00,-8.03,5.02,584,0,0,0,14.19
2014-03-18 16:00:00,-8.24,5.3,274,0,0,0,14.76
2014-03-19 16:00:00,-8.98,5.39,91,0,0,0,15.79
2014-03-20 16:00:00,-10.43,2.38,0,-3004,0,0,14.3
2014-03-21 16:00:00,-7.35,3.52,1141,0,0,0,11.73
2014-03-24 16:00:00,-6.59,4.3,772,0,0,0,11.66
2014-03-25 16:00:00,-6.68,0.24,0,-4061,0,0,7.42
2014-03-26 16:00:00,-6.82,-1.41,0,-1644,0,0,5.81
2014-03-27 16:00:00,-7.48,-1.83,0,-417,0,0,6.11
2014-03-28 16:00:00,-7.64,-4.82,0,-2998,0,0,3.05
2014-03-31 16:00:00,-7.89,-4.58,244.1,0,0,-35901,3.59
2014-04-01 16:00:00,-7.16,-2.82,1755.17,0,0,-9832,4.67
2014-04-02 16:00:00,-6.41,-1.81,1016,0,0,0,4.92
2014-04-03 16:00:00,-7.08,-2.95,0,-1144.52,94705,-43086,4.44
2014-04-04 16:00:00,-6.2,-2.89,57.74,0,0,-62259,3.53
2014-04-08 16:00:00,-3.98,-2.52,373.93,0,0,-14070,1.52
2014-04-09 16:00:00,-3.92,-2.5,18,0,0,0,1.48
2014-04-10 16:00:00,-2.41,-2.17,333,0,0,0,0.25
2014-04-11 16:00:00,-2.55,-2.08,86,0,0,0,0.48
