Date,Order_Time,Security_Type,Symbol,Trade_Side,Order_Type,Filled_Qty,Filled_Price,Turnover,Order_Qty,Order_Price,Realized_PnL,Commission,Status,Last_Updated
2014-01-02,09:30:00,Stock,华润双鹤(600062.XSHG),Buy,Market_Order,800Shares,22.29,17832,800Shares,-,0,5.35,Filled,2014-01-02 09:30:00
2014-01-02,09:30:00,Stock,古井贡酒(000596.XSHE),Buy,Market_Order,800Shares,22.3,17840,800Shares,-,0,5.35,Filled,2014-01-02 09:30:00
2014-01-02,09:30:00,Stock,科伦药业(002422.XSHE),Buy,Market_Order,400Shares,45.8,18320,400Shares,-,0,5.5,Filled,2014-01-02 09:30:00
2014-01-02,09:30:00,Stock,山西汾酒(600809.XSHG),Buy,Market_Order,1000Shares,19,19000,1000Shares,-,0,5.7,Filled,2014-01-02 09:30:00
2014-01-02,09:30:00,Stock,上海家化(600315.XSHG),Buy,Market_Order,400Shares,42.71,17084,400Shares,-,0,5.13,Filled,2014-01-02 09:30:00
2014-01-07,09:30:00,Stock,华润双鹤(600062.XSHG),Sell,Market_Order,-400Shares,20.89,-8356,-400Shares,-,-560,13.36,Filled,2014-01-07 09:30:00
2014-01-09,09:30:00,Stock,古井贡酒(000596.XSHE),Sell,Market_Order,-400Shares,21.1,-8440,-400Shares,-,-480,13.44,Filled,2014-01-09 09:30:00
2014-01-09,09:30:00,Stock,山西汾酒(600809.XSHG),Sell,Market_Order,-500Shares,17.8,-8900,-500Shares,-,-600,13.9,Filled,2014-01-09 09:30:00
2014-01-10,09:30:00,Stock,山西汾酒(600809.XSHG),Sell,Market_Order,-500Shares,17.6,-8800,-500Shares,-,-700,13.8,Filled,2014-01-10 09:30:00
2014-01-13,09:30:00,Stock,华润双鹤(600062.XSHG),Sell,Market_Order,-200Shares,20.9,-4180,-200Shares,-,-278,9.18,Filled,2014-01-13 09:30:00
2014-01-14,09:30:00,Stock,华润双鹤(600062.XSHG),Sell,Market_Order,-200Shares,20.41,-4082,-200Shares,-,-376,9.08,Filled,2014-01-14 09:30:00
2014-01-17,09:30:00,Stock,上海家化(600315.XSHG),Sell,Market_Order,-400Shares,38.5,-15400,-400Shares,-,-1684,20.4,Filled,2014-01-17 09:30:00
2014-01-30,09:30:00,Stock,科伦药业(002422.XSHE),Sell,Market_Order,-400Shares,45.38,-18152,-400Shares,-,-168,23.6,Filled,2014-01-30 09:30:00
2014-01-30,09:30:00,Stock,天地科技(600582.XSHG),Buy,Market_Order,2700Shares,6.97,18819,2700Shares,-,0,5.65,Filled,2014-01-30 09:30:00
2014-01-30,09:30:00,Stock,贵州茅台(600519.XSHG),Buy,Market_Order,100Shares,136.5,13650,100Shares,-,0,5,Filled,2014-01-30 09:30:00
2014-01-30,09:30:00,Stock,古井贡酒(000596.XSHE),Buy,Market_Order,300Shares,24.02,7206,300Shares,-,0,5,Filled,2014-01-30 09:30:00
2014-01-30,09:30:00,Stock,中南传媒(601098.XSHG),Buy,Market_Order,1600Shares,11.7,18720,1600Shares,-,0,5.62,Filled,2014-01-30 09:30:00
2014-01-30,09:30:00,Stock,陆家嘴(600663.XSHG),Buy,Market_Order,1000Shares,17.81,17810,1000Shares,-,0,5.34,Filled,2014-01-30 09:30:00
2014-02-12,09:30:00,Stock,天地科技(600582.XSHG),Sell,Market_Order,-1300Shares,8.81,-11453,-1300Shares,-,2392,16.45,Filled,2014-02-12 09:30:00
2014-02-13,09:30:00,Stock,天地科技(600582.XSHG),Sell,Market_Order,-700Shares,8.8,-6160,-700Shares,-,1281,11.16,Filled,2014-02-13 09:30:00
2014-02-14,09:30:00,Stock,天地科技(600582.XSHG),Sell,Market_Order,-300Shares,8.57,-2571,-300Shares,-,480,7.57,Filled,2014-02-14 09:30:00
2014-02-17,09:30:00,Stock,天地科技(600582.XSHG),Sell,Market_Order,-400Shares,9.36,-3744,-400Shares,-,956,8.74,Filled,2014-02-17 09:30:00
2014-02-20,09:30:00,Stock,古井贡酒(000596.XSHE),Sell,Market_Order,-700Shares,23.23,-16261,-700Shares,-,135,21.26,Filled,2014-02-20 09:30:00
2014-02-20,09:30:00,Stock,贵州茅台(600519.XSHG),Sell,Market_Order,-100Shares,149.5,-14950,-100Shares,-,1300,19.95,Filled,2014-02-20 09:30:00
2014-02-20,09:30:00,Stock,中南传媒(601098.XSHG),Sell,Market_Order,-1600Shares,12.88,-20608,-1600Shares,-,1888,26.79,Filled,2014-02-20 09:30:00
2014-02-20,09:30:00,Stock,陆家嘴(600663.XSHG),Sell,Market_Order,-1000Shares,18.08,-18080,-1000Shares,-,270,23.5,Filled,2014-02-20 09:30:00
2014-02-20,09:30:00,Stock,吉林敖东(000623.XSHE),Buy,Market_Order,1100Shares,17.58,19338,1100Shares,-,0,5.8,Filled,2014-02-20 09:30:00
2014-02-20,09:30:00,Stock,新和成(002001.XSHE),Buy,Market_Order,1000Shares,19.6,19600,1000Shares,-,0,5.88,Filled,2014-02-20 09:30:00
2014-02-20,09:30:00,Stock,大有能源(600403.XSHG),Buy,Market_Order,3000Shares,6.82,20460,3000Shares,-,0,6.14,Filled,2014-02-20 09:30:00
2014-02-20,09:30:00,Stock,五粮液(000858.XSHE),Buy,Market_Order,1200Shares,16.1,19320,1200Shares,-,0,5.8,Filled,2014-02-20 09:30:00
2014-02-20,09:30:00,Stock,重庆水务(601158.XSHG),Buy,Market_Order,3500Shares,5.84,20440,3500Shares,-,0,6.13,Filled,2014-02-20 09:30:00
2014-02-24,09:30:00,Stock,吉林敖东(000623.XSHE),Sell,Market_Order,-500Shares,16.6,-8300,-500Shares,-,-490,13.3,Filled,2014-02-24 09:30:00
2014-02-24,09:30:00,Stock,新和成(002001.XSHE),Sell,Market_Order,-500Shares,18.61,-9305,-500Shares,-,-495,14.3,Filled,2014-02-24 09:30:00
2014-02-25,09:30:00,Stock,吉林敖东(000623.XSHE),Sell,Market_Order,-300Shares,16.47,-4941,-300Shares,-,-333,9.94,Filled,2014-02-25 09:30:00
2014-02-25,09:30:00,Stock,重庆水务(601158.XSHG),Sell,Market_Order,-1700Shares,5.51,-9367,-1700Shares,-,-561,14.37,Filled,2014-02-25 09:30:00
2014-02-26,09:30:00,Stock,吉林敖东(000623.XSHE),Sell,Market_Order,-300Shares,16.01,-4803,-300Shares,-,-471,9.8,Filled,2014-02-26 09:30:00
2014-02-26,09:30:00,Stock,新和成(002001.XSHE),Sell,Market_Order,-500Shares,18.2,-9100,-500Shares,-,-700,14.1,Filled,2014-02-26 09:30:00
2014-02-26,09:30:00,Stock,大有能源(600403.XSHG),Sell,Market_Order,-3000Shares,6.19,-18570,-3000Shares,-,-1890,24.14,Filled,2014-02-26 09:30:00
2014-02-26,09:30:00,Stock,五粮液(000858.XSHE),Sell,Market_Order,-600Shares,15.02,-9012,-600Shares,-,-648,14.01,Filled,2014-02-26 09:30:00
2014-02-26,09:30:00,Stock,重庆水务(601158.XSHG),Sell,Market_Order,-1800Shares,5.4,-9720,-1800Shares,-,-792,14.72,Filled,2014-02-26 09:30:00
2014-02-26,09:30:00,Stock,五粮液(000858.XSHE),Sell,Market_Order,-400Shares,15.02,-6008,-400Shares,-,-432,11.01,Filled,2014-02-26 09:30:00
