date,equity
2022-07-11,5176698.225542151
2022-07-12,5161272.626146893
2022-07-13,5132264.088660161
2022-07-14,5094931.444865351
2022-07-15,4947030.95872946
2022-07-18,5088475.143980383
2022-07-19,5191138.648355322
2022-07-20,5270282.857643892
2022-07-21,5273029.880522193
2022-07-22,5362007.040409332
2022-07-25,5299161.38166584
2022-07-26,5310269.165773715
2022-07-27,5221094.471436791
2022-07-28,5232229.214954836
2022-07-29,5092721.03380361
2022-08-01,4925509.570482445
2022-08-02,4665113.430423056
2022-08-03,4624102.683617907
2022-08-04,4777917.975684501
2022-08-05,4906186.986451439
2022-08-08,4823938.862510607
2022-08-09,4833833.698825578
2022-08-10,4698808.534916678
2022-08-11,4740382.277943135
2022-08-12,4788778.836468409
2022-08-15,4750103.521059545
2022-08-16,4779268.783702429
2022-08-17,4728244.747182807
2022-08-18,4643191.444983903
2022-08-19,4710157.730218427
2022-08-22,4710334.663767544
2022-08-23,4788187.778733688
2022-08-24,4700752.285637142
2022-08-25,4784451.214029384
2022-08-26,4855076.675698464
2022-08-29,4858794.27063557
2022-08-30,4824429.634507184
2022-08-31,4815815.779974878
2022-09-01,4809794.992561579
2022-09-02,4753391.449229561
2022-09-05,4746368.426662855
2022-09-06,4772510.310038688
2022-09-07,4699074.846184653
2022-09-08,4717997.232769691
2022-09-09,4832933.194766998
2022-09-13,4845827.629535424
2022-09-14,4689333.926048636
2022-09-15,4797060.362586724
2022-09-16,4684189.946406744
2022-09-19,4558288.310046667
2022-09-20,4528309.518364144
2022-09-21,4513795.647248087
2022-09-22,4441525.017769013
2022-09-23,4361669.716859738
2022-09-26,4239629.156752706
2022-09-27,4322528.76472993
2022-09-28,4152716.4117836137
2022-09-29,4036767.4739942327
2022-09-30,3887229.4749448616
2022-10-03,3982837.337908829
2022-10-05,4173404.992716478
2022-10-06,4262720.205575717
2022-10-07,4171116.4329911135
2022-10-10,4030816.921947225
2022-10-11,4027303.4689337206
2022-10-12,4010715.336739436
2022-10-13,4018049.531685652
2022-10-14,4048060.701201969
2022-10-17,4060342.41469308
2022-10-18,4198410.616981622
2022-10-19,4180545.360579159
2022-10-20,4064929.0487560527
2022-10-21,4101350.649327856
2022-10-24,3919819.611539652
2022-10-25,3975448.427861175
2022-10-26,4020185.164516076
2022-10-27,4141163.7459684056
2022-10-28,4061092.92713425
2022-10-31,3919908.426958323
2022-11-01,3998398.426958323
2022-11-02,4102883.426958323
2022-11-03,3996317.2614272074
2022-11-04,4123437.295998435
2022-11-07,4329706.908379546
2022-11-08,4255191.908379546
2022-11-09,4161291.514107053
2022-11-10,4130102.3824714106
2022-11-11,4336970.036706156
2022-11-14,4548422.898688173
2022-11-15,5162671.993311468
2022-11-16,5049464.464193658
2022-11-17,5106653.80115672
2022-11-18,5048812.103273252
2022-11-21,5006353.77388325
2022-11-22,5002946.991562774
2022-11-23,5237436.538028995
2022-11-24,5492780.882123835
2022-11-25,5520019.613260356
2022-11-28,5438785.3527816525
2022-11-29,5878090.364435989
