date,returns
2022-07-11,-0.0306853170666102
2022-07-12,-0.0029798142992278
2022-07-13,-0.0056204234087103
2022-07-14,-0.0072741081031464
2022-07-15,-0.0290289452834432
2022-07-18,0.0285917323806783
2022-07-19,0.0201756914340809
2022-07-20,0.015246021085113
2022-07-21,0.0005212287371478
2022-07-22,0.0168740101807136
2022-07-25,-0.0117205475990376
2022-07-26,0.0020961399942085
2022-07-27,-0.0167928765102306
2022-07-28,0.0021326454786367
2022-07-29,-0.0266632395905901
2022-08-01,-0.0328334228816534
2022-08-02,-0.0528668427770172
2022-08-03,-0.0087909431178461
2022-08-04,0.0332638141041992
2022-08-05,0.0268462144849945
2022-08-08,-0.0167641641396796
2022-08-09,0.0020511943863694
2022-08-10,-0.0279333490396463
2022-08-11,0.0088477201651278
2022-08-12,0.0102094210313925
2022-08-15,-0.0080762375397954
2022-08-16,0.0061399214803594
2022-08-17,-0.0106761177972699
2022-08-18,-0.0179883459394906
2022-08-19,0.0144224691202143
2022-08-22,3.756425140100106e-05
2022-08-23,0.0165281493828877
2022-08-24,-0.0182606650233899
2022-08-25,0.0178054326853125
2022-08-26,0.0147614550780632
2022-08-29,0.0007657129197804
2022-08-30,-0.0070726674591001
2022-08-31,-0.0017854658861007
2022-09-01,-0.0012502113221055
2022-09-02,-0.0117268081943714
2022-09-05,-0.0014774761644855
2022-09-06,0.0055077653114705
2022-09-07,-0.01538717762423
2022-09-08,0.0040268323456056
2022-09-09,0.0243611762209181
2022-09-13,0.0026680349694025
2022-09-14,-0.0322945254042786
2022-09-15,0.0229726520305326
2022-09-16,-0.0235290798215257
2022-09-19,-0.0268779955126832
2022-09-20,-0.0065767651459099
2022-09-21,-0.0032051411364875
2022-09-22,-0.0160110548033194
2022-09-23,-0.0179792527543581
2022-09-26,-0.0279802387684912
2022-09-27,0.0195535045430059
2022-09-28,-0.0392854188344369
2022-09-29,-0.0279212270455955
2022-09-30,-0.0370439962204235
2022-10-03,0.0245953740524473
2022-10-05,0.0478472100765494
2022-10-06,0.0214010413595406
2022-10-07,-0.0214895109617524
2022-10-10,-0.0336359613302091
2022-10-11,-0.0008716478772264
2022-10-12,-0.004118917862099
2022-10-13,0.001828650086191
2022-10-14,0.0074690889894846
2022-10-17,0.0030339746356728
2022-10-18,0.0340040785203035
2022-10-19,-0.0042552427650126
2022-10-20,-0.0276557965172009
2022-10-21,0.0089599597274516
2022-10-24,-0.0442612820286296
2022-10-25,0.0141916776368369
2022-10-26,0.01125325544192
2022-10-27,0.0300927883919726
2022-10-28,-0.0193353423689434
2022-10-31,-0.0347651488673408
2022-11-01,0.0200234269403341
2022-11-02,0.026131712961753
2022-11-03,-0.025973481193961
2022-11-04,0.031809294972199
2022-11-07,0.0500237053637955
2022-11-08,-0.0172101718607757
2022-11-09,-0.0220672524986662
2022-11-10,-0.0074950604950192
2022-11-11,0.0500877787225599
2022-11-14,0.0487558964420724
2022-11-15,0.1350466102878105
2022-11-16,-0.0219280886456618
2022-11-17,0.0113258222468142
2022-11-18,-0.0113267317769546
2022-11-21,-0.0084095681363296
2022-11-22,-0.0006804917259837
2022-11-23,0.0468702840269295
2022-11-24,0.0487536874653826
2022-11-25,0.0049590055968131
2022-11-28,-0.0147162992471185
2022-11-29,0.0807726327036708
