Date,Benchmark_Return,Strategy_Return,Daily_Profit,Daily_Loss,Daily_Buy_Amount,Daily_Sell_Amount,Excess_Return(%)
2022-03-01 16:00:00,0.83,0.79,788.19,0,92697,0,-0.04
2022-03-02 16:00:00,-0.07,1.4,612,0,0,0,1.47
2022-03-03 16:00:00,-0.66,3.17,1766,0,0,0,3.86
2022-03-04 16:00:00,-1.86,3.22,52,0,0,0,5.18
2022-03-07 16:00:00,-5,1.6,0,-1618,0,0,6.95
2022-03-08 16:00:00,-6.9,-3.42,0,-5022,0,0,3.74
2022-03-09 16:00:00,-7.75,-2.14,1281.62,0,0,-31382,6.08
2022-03-10 16:00:00,-6.3,-2.31,0,-166.84,0,-9840,4.26
2022-03-11 16:00:00,-6.01,-1.69,613,0,0,0,4.6
2022-03-14 16:00:00,-8.88,-3.31,0,-1620,0,0,6.11
2022-03-15 16:00:00,-13.05,-6.71,0,-3392.91,0,-4911,7.29
2022-03-16 16:00:00,-9.29,-6,705.87,0,0,-29128,3.63
2022-03-17 16:00:00,-7.51,-6.11,0,-108,0,0,1.51
2022-03-18 16:00:00,-6.89,-5.75,360,0,0,0,1.22
2022-03-21 16:00:00,-7.05,-5.3,447,0,0,0,1.88
2022-03-22 16:00:00,-7.12,-5.41,0,-102.95,74167,0,1.84
2022-03-23 16:00:00,-6.66,-5.26,149.67,0,0,-43326,1.5
2022-03-24 16:00:00,-7.21,-4.88,377.97,0,0,-3032,2.51
2022-03-25 16:00:00,-8.89,-5.55,0,-675.26,0,-4260,3.67
2022-03-28 16:00:00,-9.45,-4.65,903.81,0,0,-4190,5.3
2022-03-29 16:00:00,-9.77,-4.08,573,0,0,0,6.31
2022-03-30 16:00:00,-7.15,-4.57,0,-496,0,0,2.78
2022-03-31 16:00:00,-7.84,-4,569,0,0,0,4.17
2022-04-01 16:00:00,-6.67,-4.13,0,-126,0,0,2.72
2022-04-06 16:00:00,-6.94,-4.16,0,-34,0,0,2.99
2022-04-07 16:00:00,-8.13,-4.42,0,-262,0,0,4.04
2022-04-08 16:00:00,-7.66,-4.43,0,-6,0,0,3.5
2022-04-11 16:00:00,-10.51,-3.08,1354,0,0,0,8.3
2022-04-12 16:00:00,-8.77,-3.21,0,-129.16,0,-3160,6.09
2022-04-13 16:00:00,-9.65,-4,0,-790.1,0,-3096,6.25
2022-04-14 16:00:00,-8.51,-2.64,1359.62,0,86950,-26975,6.42
2022-04-15 16:00:00,-8.58,-2.29,349,0,0,0,6.88
2022-04-18 16:00:00,-9.06,-3.56,0,-1276,0,0,6.05
2022-04-19 16:00:00,-9.75,-3.29,271,0,0,0,7.16
2022-04-20 16:00:00,-11.15,-5.32,0,-2031,0,0,6.56
2022-04-21 16:00:00,-12.79,-6.67,0,-1347.02,0,-43022,7.02
2022-04-22 16:00:00,-12.41,-6.38,291.52,0,0,-18482,6.88
2022-04-25 16:00:00,-16.74,-7.68,0,-1302.45,0,-446,10.88
2022-04-26 16:00:00,-17.41,-7.29,394.58,0,0,-420,12.25
2022-04-27 16:00:00,-14.98,-6.81,475.43,0,0,-573,9.61
2022-04-28 16:00:00,-14.42,-6.3,513,0,0,0,9.49
2022-04-29 16:00:00,-12.34,-6.66,0,-364,0,0,6.48
2022-05-05 16:00:00,-12.47,-6.59,77,0,0,0,6.72
2022-05-06 16:00:00,-14.69,-7.23,0,-645,0,0,8.74
2022-05-09 16:00:00,-15.37,-7.47,0,-242,0,0,9.33
2022-05-10 16:00:00,-14.44,-7.86,0,-387.1,0,-15100,7.69
2022-05-11 16:00:00,-13.21,-7.94,0,-83,0,0,6.07
2022-05-12 16:00:00,-13.6,-7.98,0,-34,0,0,6.5
2022-05-13 16:00:00,-12.94,-7.88,93,0,0,0,5.81
2022-05-16 16:00:00,-13.64,-7.92,0,-34,0,0,6.62
2022-05-17 16:00:00,-12.57,-5.04,2876.91,0,65566,-5058,8.61
2022-05-18 16:00:00,-12.87,-4.67,367.49,0,0,-20512,9.41
