Date,Benchmark_Return,Strategy_Return,Daily_Profit,Daily_Loss,Daily_Buy_Amount,Daily_Sell_Amount,Excess_Return(%)
2014-01-02 16:00:00,-0.35,0,0,0,0,0,0.35
2014-01-03 16:00:00,-1.68,0,0,0,0,0,1.71
2014-01-06 16:00:00,-3.92,0,0,0,0,0,4.08
2014-01-07 16:00:00,-3.95,2.01,2010.07,0,99756,0,6.21
2014-01-08 16:00:00,-3.78,1.6,0,-408,0,0,5.59
2014-01-09 16:00:00,-4.63,-2.07,0,-3672,0,0,2.68
2014-01-10 16:00:00,-5.37,-5.46,0,-3386.79,0,-94452,-0.1
2014-01-13 16:00:00,-5.85,-4.65,801.94,0,93541,0,1.27
2014-01-14 16:00:00,-5.03,-4.79,0,-131,924,0,0.25
2014-01-15 16:00:00,-5.2,-5.27,0,-484,0,0,-0.07
2014-01-16 16:00:00,-5.07,-5.02,251,0,0,0,0.05
2014-01-17 16:00:00,-6.5,-7.95,0,-2929,0,0,-1.55
2014-01-20 16:00:00,-7.04,-9.12,0,-1175.96,0,-89972,-2.24
2014-01-21 16:00:00,-6.12,-7.44,1681.15,0,89460,-1010,-1.41
2014-01-22 16:00:00,-3.7,-0.32,7123,0,609,0,3.51
2014-01-23 16:00:00,-4.21,1.74,2061,0,0,0,6.21
2014-01-24 16:00:00,-3.62,5.05,3308.49,0,0,-104387,9
2014-01-27 16:00:00,-4.9,5.05,0,0,0,0,10.46
2014-01-28 16:00:00,-4.73,5.05,0,0,0,0,10.27
2014-01-29 16:00:00,-4.39,5.05,0,0,0,0,9.87
2014-01-30 16:00:00,-5.48,5.05,0,0,0,0,11.14
2014-02-07 16:00:00,-5.04,5.05,0,0,0,0,10.63
2014-02-10 16:00:00,-2.68,5.05,0,0,0,0,7.94
2014-02-11 16:00:00,-1.91,5.05,0,0,0,0,7.1
2014-02-12 16:00:00,-1.66,5.05,0,0,0,0,6.82
2014-02-13 16:00:00,-2.17,5.05,0,0,0,0,7.38
2014-02-14 16:00:00,-1.48,5.05,0,0,0,0,6.63
2014-02-17 16:00:00,-0.79,5.05,0,0,0,0,5.89
2014-02-18 16:00:00,-2.04,5.05,0,0,0,0,7.24
2014-02-19 16:00:00,-0.92,5.05,0,0,0,0,6.03
2014-02-20 16:00:00,-1.83,5.05,0,0,0,0,7.01
2014-02-21 16:00:00,-2.82,5.05,0,0,0,0,8.1
2014-02-24 16:00:00,-4.96,5.05,0,0,0,0,10.53
2014-02-25 16:00:00,-7.39,5.05,0,0,0,0,13.43
2014-02-26 16:00:00,-7.15,4.61,0,-436.05,103500,0,12.67
2014-02-27 16:00:00,-7.55,5.92,1305,0,0,0,14.57
2014-02-28 16:00:00,-6.48,6.73,810,0,0,0,14.13
2014-03-03 16:00:00,-5.99,9.52,2790,0,0,0,16.5
2014-03-04 16:00:00,-6.26,6.46,0,-3060,0,0,13.57
2014-03-05 16:00:00,-7.13,6.32,0,-135,0,0,14.48
2014-03-06 16:00:00,-6.71,6.64,315,0,0,0,14.31
2014-03-07 16:00:00,-6.94,6.82,180,0,0,0,14.79
2014-03-10 16:00:00,-9.97,1.65,0,-5170.34,0,-100260,12.91
2014-03-11 16:00:00,-9.5,1.65,0,0,0,0,12.32
2014-03-12 16:00:00,-9.27,3.1,1454.65,0,101178,0,13.63
2014-03-13 16:00:00,-8.14,7.53,4422,0,0,0,17.06
2014-03-14 16:00:00,-8.89,10.03,2508,0,0,0,20.77
2014-03-17 16:00:00,-8.03,13.98,3944.21,0,0,-113685,23.93
2014-03-18 16:00:00,-8.24,13.98,0,0,0,0,24.22
2014-03-19 16:00:00,-8.98,13.98,0,0,0,0,25.23
2014-03-20 16:00:00,-10.43,13.98,0,0,0,0,27.25
2014-03-21 16:00:00,-7.35,23.51,9536.16,0,112805,0,33.31
2014-03-24 16:00:00,-6.59,26.26,2750,0,0,0,35.17
2014-03-25 16:00:00,-6.68,28.19,1925,0,0,0,37.37
2014-03-26 16:00:00,-6.82,30.39,2200,0,0,0,39.93
2014-03-27 16:00:00,-7.48,27.58,0,-2805,0,0,37.89
2014-03-28 16:00:00,-7.64,20.82,0,-6765,0,0,30.81
2014-03-31 16:00:00,-7.89,23.9,3080,0,0,0,34.51
2014-04-01 16:00:00,-7.16,26.54,2640,0,0,0,36.3
2014-04-02 16:00:00,-6.41,25.99,0,-550,0,0,34.62
2014-04-03 16:00:00,-7.08,29.01,3025,0,0,0,38.84
2014-04-04 16:00:00,-6.2,32.91,3898.47,0,0,-131945,41.7
2014-04-08 16:00:00,-3.98,32.91,0,0,0,0,38.42
2014-04-09 16:00:00,-3.92,32.91,0,0,0,0,38.33
2014-04-10 16:00:00,-2.41,32.91,0,0,0,0,36.19
2014-04-11 16:00:00,-2.55,32.91,0,0,0,0,36.39
2014-04-14 16:00:00,-2.64,32.91,0,0,0,0,36.51
2014-04-15 16:00:00,-4.32,32.91,0,0,0,0,38.91
2014-04-16 16:00:00,-4.18,32.91,0,0,0,0,38.71
2014-04-17 16:00:00,-4.52,32.91,0,0,0,0,39.2
2014-04-18 16:00:00,-4.53,32.91,0,0,0,0,39.22
2014-04-21 16:00:00,-6.13,32.91,0,0,0,0,41.59
2014-04-22 16:00:00,-5.72,32.91,0,0,0,0,40.97
2014-04-23 16:00:00,-5.81,32.91,0,0,0,0,41.11
2014-04-24 16:00:00,-5.99,32.91,0,0,0,0,41.38
2014-04-25 16:00:00,-6.96,32.91,0,0,0,0,42.85
2014-04-28 16:00:00,-8.37,34.59,1676.27,0,132444,0,46.88
2014-04-29 16:00:00,-7.36,37.71,3120,0,0,0,48.65
2014-04-30 16:00:00,-7.35,47.85,10140,0,0,0,59.58
2014-05-05 16:00:00,-7.45,54.04,6196.04,0,0,-153816,66.44
