date,turnover_hkd,trading_cost_hkd,trade_count,cash
2025-11-18,1200695.950371193,2438.0267602969548,8,251.62050973111764
2025-11-19,701119.8277564952,1442.955862205196,6,310.02223873956245
2025-11-20,591255.6218965047,1232.0844975172035,6,219.24992772183032
2025-11-21,820093.4096282822,1718.792103177739,7,226.27700885793115
2025-11-24,2268618.080013864,4481.01446401109,7,150.66706925979815
2025-11-25,1046565.5081344316,2131.6989636857943,6,969.1422016787092
2025-11-26,1068902.7466113362,2151.8921972890694,6,92.80886949200068
2025-11-27,6004268.659363551,11693.95492749084,8,269.6302086390788
2025-11-28,5926913.252155094,11544.220601724075,8,109.3763583090622
2025-12-01,1105449.9476797113,2264.779214737572,6,436.11062677655
2025-12-02,332821.65803828463,688.5373264306277,3,507.9875527797558
2025-12-03,986028.4421937749,1977.06275375502,5,388.683098189329
2025-12-04,256804.2108292152,541.0733686633721,3,91.59504931795529
2025-12-05,1148101.9887026786,2290.291590962143,5,475.9813085667847
2025-12-08,845691.6310885816,1706.9633048708654,5,396.4827642014134
2025-12-09,1407641.9501657265,2774.8835601325814,4,73.09825344302226
2025-12-10,2952475.830112209,5782.940664089768,6,628.7654292824445
2025-12-11,955026.7106937678,1948.4022237778363,7,341.565963324334
2025-12-12,1401670.1782043425,2857.9114170170506,7,169.81442187476205
2025-12-15,750326.2097117236,1507.550967769379,4,449.8932899237189
2025-12-16,572113.6583255907,1149.3709266604726,3,206.05884533264907
2025-12-17,2042890.7699507424,4023.30590900572,5,182707.02796103456
2025-12-18,14010645.71626997,27152.85657301597,10,1992572.1531489596
2025-12-19,4662756.306287822,9107.10919578317,7,274692.154827325
2025-12-22,4384489.449946491,8557.421559957193,7,450.418999829446
2025-12-23,4112052.319006102,8060.850286184039,7,531754.2920229442
2025-12-24,476635.6250030656,996.8297954072838,4,273324.7503384357
2025-12-29,1291989.4401628342,2600.7219303606744,6,116.80056195193902
2025-12-30,1687713.6019382195,3313.5008815505757,4,588677.1819755024
2025-12-31,587040.3499668103,1177.1922799734484,3,459.63972871855367
2026-01-02,473107.1310994381,957.5657048795506,3,63605.33349733197
2026-01-05,857265.2519831618,1735.9846114881043,4,187.7698137947591
