cumulative_contribution,rank
5.834785104994599,772
5.834785104994599,773
5.834785104994599,774
5.834785104994599,775
5.834785104994599,776
5.834785104994599,777
5.834785104994599,778
5.834785104994599,779
5.834785104994599,780
5.834785104994599,781
5.834785104994599,782
5.834785104994599,783
5.834785104994599,784
5.834785104994599,785
5.834785104994599,786
5.834785104994599,787
5.834785104994599,788
5.834785104994599,789
5.834785104994599,790
5.834785104994599,791
5.834785104994599,792
5.834785104994599,793
5.834785104994599,794
5.834785104994599,795
5.834785104994599,796
5.834785104994599,797
5.834785104994599,798
5.834785104994599,799
5.834785104994599,800
5.834785104994599,801
5.834785104994599,802
5.834785104994599,803
5.834785104994599,804
5.834785104994599,805
5.834785104994599,806
5.834785104994599,807
5.834785104994599,808
5.834785104994599,809
5.834785104994599,810
5.834785104994599,811
5.834785104994599,812
5.834785104994599,813
5.834785104994599,814
5.834785104994599,815
5.834785104994599,816
5.834785104994599,817
5.834785104994599,818
5.834785104994599,819
5.834785104994599,820
5.834785104994599,821
5.834785104994599,822
5.834785104994599,823
5.834785104994599,824
5.834785104994599,825
5.834785104994599,826
5.834785104994599,827
5.834785104994599,828
5.834785104994599,829
5.834785104994599,830
5.834785104994599,831
5.834785104994599,832
5.834785104994599,833
5.834785104994599,834
5.834785104994599,835
5.834785104994599,836
5.834785104994599,837
5.834785104994599,838
5.834785104994599,839
5.834785104994599,840
5.834785104994599,841
5.834785104994599,842
5.834785104994599,843
5.834785104994599,844
5.834785104994599,845
5.834785104994599,846
5.834785104994599,847
5.834785104994599,848
5.834785104994599,849
5.834785104994599,850
5.834785104994599,851
5.834785104994599,852
5.834785104994599,853
5.834785104994599,854
5.834785104994599,855
5.834785104994599,856
5.834785104994599,857
5.834785104994599,858
5.834785104994599,859
5.834785104994599,860
5.832954447879552,861
5.830696456336403,862
5.828360385918478,863
5.825939637429431,864
5.823089649244277,865
5.820158115621755,866
5.817136301522766,867
5.814083859939852,868
5.810584378248348,869
5.806366285632904,870
5.800847289504449,871
5.795116735738194,872
5.789261612144073,873
5.783132473135516,874
5.776871822279167,875
5.770328500862499,876
5.763110461386329,877
5.755551435243134,878
5.747757722700605,879
5.73957408905317,880
5.731143244744323,881
5.722488527395441,882
5.711493218111292,883
5.699150255208287,884
5.68580894566245,885
5.672456532895881,886
5.65878092742728,887
5.644872697992789,888
5.630249102238462,889
5.615247404309327,890
5.600227516686809,891
5.583833247426671,892
5.567339449449527,893
5.550488483556247,894
5.533399733773739,895
5.516010298032438,896
5.498170169674652,897
5.479903675666774,898
5.461313359576147,899
5.44215361974564,900
5.422514308983349,901
5.402475734327462,902
5.380963131049093,903
5.3584829323658285,904
5.3348931981935,905
5.309755243984379,906
5.282021347301101,907
5.254013182377797,908
5.225649318261265,909
5.196212948233319,910
5.166080198107639,911
5.1357963477338675,912
5.102284166063687,913
5.066416631167223,914
5.026381207209475,915
4.983833438395802,916
4.937189682377355,917
4.888309487131715,918
4.835551614391296,919
4.777124679999731,920
4.71146507200345,921
4.640879836218476,922
4.564187866887423,923
4.463912280932543,924
4.343760657120663,925
