timetag,open,high,low,close,volumn,amount,open_ineterst
20140613,1.77,1.77,1.77,1.77,0.0,0.00,0.00
20140616,1.77,1.77,1.77,1.77,0.0,0.00,0.00
20140617,1.77,1.77,1.77,1.77,0.0,0.00,0.00
20140618,1.77,1.77,1.77,1.77,0.0,0.00,0.00
20140619,1.77,1.77,1.77,1.77,0.0,0.00,0.00
20140620,1.77,1.77,1.77,1.77,0.0,0.00,0.00
20140623,1.77,1.77,1.77,1.77,0.0,0.00,0.00
20140624,1.77,1.77,1.77,1.77,0.0,0.00,0.00
20140625,1.77,1.77,1.77,1.77,0.0,0.00,0.00
20140626,1.77,1.77,1.77,1.77,0.0,0.00,0.00
20140627,1.77,1.77,1.77,1.77,0.0,0.00,0.00
20140630,1.77,1.77,1.77,1.77,0.0,0.00,0.00
20140702,1.77,1.77,1.77,1.77,0.0,0.00,0.00
20140703,1.77,1.77,1.77,1.77,0.0,0.00,0.00
20140704,1.77,1.77,1.77,1.77,0.0,0.00,0.00
20140707,1.77,1.77,1.77,1.77,0.0,0.00,0.00
20140708,1.77,1.77,1.77,1.77,0.0,0.00,0.00
20140709,1.77,1.77,1.77,1.77,0.0,0.00,0.00
20140710,1.77,1.77,1.77,1.77,0.0,0.00,0.00
20140711,1.77,1.77,1.77,1.77,0.0,0.00,0.00
20140714,1.77,1.77,1.77,1.77,0.0,0.00,0.00
20140715,1.77,1.77,1.77,1.77,0.0,0.00,0.00
20140716,1.77,1.77,1.77,1.77,0.0,0.00,0.00
20140717,1.77,1.77,1.77,1.77,0.0,0.00,0.00
20140718,1.77,1.77,1.77,1.77,0.0,0.00,0.00
20140721,1.77,1.77,1.77,1.77,0.0,0.00,0.00
20140722,1.77,1.77,1.77,1.77,0.0,0.00,0.00
20140723,1.77,1.77,1.77,1.77,0.0,0.00,0.00
20140724,1.77,1.77,1.77,1.77,0.0,0.00,0.00
20140725,1.77,1.77,1.77,1.77,0.0,0.00,0.00
20140728,1.77,1.77,1.77,1.77,0.0,0.00,0.00
20140729,1.77,1.77,1.77,1.77,0.0,0.00,0.00
20140730,1.77,1.77,1.77,1.77,0.0,0.00,0.00
20140731,1.77,1.77,1.77,1.77,0.0,0.00,0.00
20140801,1.77,1.77,1.77,1.77,0.0,0.00,0.00
20140804,1.77,1.77,1.77,1.77,0.0,0.00,0.00
