timetag,open,high,low,close,volumn,amount,open_ineterst
20241220,8.42,9.12,7.92,9.08,7799608.0,68726487.00,15.00
20241223,9.08,9.28,8.51,8.94,2840000.0,26742789.00,15.00
20241224,8.94,9.02,8.53,9.02,708800.0,6663872.00,15.00
20241227,8.99,8.99,8.49,8.60,690400.0,6402968.00,15.00
20241230,8.50,8.92,8.50,8.68,349600.0,3234680.00,15.00
20241231,8.50,8.68,8.32,8.55,2420800.0,21473720.00,15.00
20250102,8.55,8.55,8.05,8.41,593600.0,5315192.00,15.00
20250103,8.30,8.82,7.91,8.47,1364800.0,11993200.00,15.00
20250106,8.40,8.52,8.30,8.45,616000.0,5555072.00,15.00
20250107,8.45,8.52,8.35,8.49,784800.0,7105752.00,15.00
20250108,8.46,8.53,8.41,8.52,272000.0,2465360.00,15.00
20250109,8.47,8.62,8.40,8.50,647400.0,5895362.00,15.00
20250110,8.47,8.72,8.30,8.50,672800.0,6115800.00,15.00
20250113,8.50,8.89,8.38,8.58,612000.0,5574280.00,15.00
20250114,8.58,8.74,8.50,8.67,625200.0,5751060.00,15.00
20250115,8.67,8.75,8.58,8.72,601600.0,5557280.00,15.00
20250116,8.72,8.82,8.54,8.55,623200.0,5756912.00,15.00
20250117,8.58,8.67,8.44,8.50,431808.0,3925798.00,15.00
20250120,8.51,8.60,8.46,8.59,286800.0,2606292.00,15.00
20250121,8.55,8.63,8.42,8.57,359200.0,3259792.00,15.00
20250122,7.82,8.57,7.82,8.42,568000.0,5129960.00,15.00
20250123,8.40,8.49,8.29,8.36,221600.0,1985775.00,15.00
20250124,8.38,8.62,8.38,8.48,295200.0,2684936.00,15.00
20250127,8.54,8.62,8.42,8.55,231200.0,2109216.00,15.00
20250128,8.58,8.64,8.52,8.64,107200.0,984816.00,15.00
20250203,8.64,8.80,8.56,8.68,194400.0,1789616.00,15.00
20250204,8.68,8.90,8.58,8.88,1512000.0,14146664.00,15.00
20250205,8.90,10.12,8.90,9.98,1937400.0,19978480.00,15.00
20250206,10.10,10.28,9.56,10.06,860200.0,9056804.00,15.00
