timetag,open,high,low,close,volumn,amount,open_ineterst
20210715,28.14,31.74,27.54,30.24,115437252.0,3544610071.00,15.00
20210716,29.64,32.04,29.24,29.29,11135700.0,348335570.00,15.00
20210719,29.04,30.69,28.24,29.84,5805200.0,175792631.00,15.00
20210720,30.04,30.49,28.74,29.19,4190001.0,125795592.00,15.00
20210721,29.44,29.69,28.44,28.59,1524000.0,45001050.00,15.00
20210722,29.04,29.74,28.09,29.49,2982000.0,88185232.00,15.00
20210723,29.49,30.49,28.59,28.79,1676500.0,50656725.00,15.00
20210726,28.99,30.59,28.59,29.54,4945000.0,150543050.00,15.00
20210727,29.94,30.09,26.09,26.54,5341500.0,149033578.00,15.00
20210728,26.54,27.14,25.79,26.39,1954000.0,52977150.00,15.00
20210729,27.14,29.14,27.14,29.14,2744500.0,78398491.00,15.00
20210730,28.99,30.04,27.79,29.89,796000.0,23924004.00,15.00
20210802,30.04,30.19,29.34,29.89,742100.0,22762230.00,15.00
20210803,29.59,30.04,28.94,29.94,247000.0,7486000.00,15.00
20210804,29.94,30.49,29.29,29.79,369000.0,11319275.00,15.00
20210805,29.34,30.04,29.34,29.59,306000.0,9298400.00,15.00
20210806,29.34,29.74,28.94,29.04,708500.0,21314112.00,15.00
20210809,28.34,29.24,28.34,28.94,264500.0,7821722.00,15.00
20210810,28.94,33.69,28.94,32.94,4776400.0,157798065.00,15.00
20210811,32.94,34.79,32.24,34.74,2539500.0,88410225.00,15.00
20210812,35.24,38.69,34.14,35.84,6737500.0,249017280.00,15.00
20210813,35.34,35.79,32.84,34.39,2267300.0,79965555.00,15.00
20210816,34.44,36.64,34.14,35.19,1107500.0,40080125.00,15.00
20210817,35.44,36.09,33.94,35.04,2095420.0,75509707.00,15.00
20210818,35.24,35.24,33.84,34.24,874500.0,30713575.00,15.00
20210819,33.84,36.14,33.84,34.99,1626000.0,58257160.00,15.00
20210820,34.94,35.09,31.74,32.34,2984662.0,101025821.00,15.00
20210823,32.34,33.19,30.54,32.44,2934760.0,97053835.00,15.00
20210824,32.44,33.24,31.74,32.54,867500.0,28727512.00,15.00
20210825,32.89,33.64,32.04,32.34,2225000.0,73312337.00,15.00
20210826,32.04,32.74,31.89,32.14,830000.0,27376112.00,15.00
20210827,29.74,31.49,29.74,30.44,1464500.0,45892025.00,15.00
20210830,30.34,31.09,30.09,30.59,306136.0,9588322.00,15.00
20210831,30.24,32.49,30.24,32.14,322001.0,10468932.00,15.00
20210901,32.34,35.74,32.09,35.04,1712000.0,59875850.00,15.00
20210902,35.74,35.74,33.04,33.39,401000.0,13949262.00,15.00
20210903,34.14,34.49,33.24,34.24,258040.0,8917296.00,15.00
20210906,34.24,34.49,32.19,32.39,384500.0,12860375.00,15.00
20210907,32.44,32.94,32.14,32.34,291000.0,9699437.00,15.00
20210908,32.24,32.34,31.44,32.24,116500.0,3817450.00,15.00
20210909,31.69,32.24,30.79,31.34,82500.0,2664200.00,15.00
20210910,31.34,32.04,31.19,31.54,219000.0,7063350.00,15.00
20210913,30.99,31.94,30.99,31.24,204767.0,6617514.00,15.00
20210914,31.24,32.74,31.19,32.29,973700.0,32303865.00,15.00
20210915,31.89,32.09,31.34,31.44,93530.0,3033418.00,15.00
20210916,31.44,31.44,30.34,30.79,212000.0,6679150.00,15.00
20210917,30.64,33.54,30.54,33.54,638000.0,21413912.00,15.00
20210920,33.54,33.54,32.34,32.69,389000.0,13054800.00,15.00
20210921,32.44,35.74,32.44,34.84,417000.0,14796650.00,15.00
20210923,35.14,35.74,34.74,35.44,505000.0,18193600.00,15.00
20210924,35.44,37.54,35.44,36.14,623200.0,23014813.00,15.00
20210927,36.24,38.19,35.94,36.49,486400.0,18350935.00,15.00
20210928,36.49,37.24,35.54,36.39,338050.0,12554527.00,15.00
20210929,35.64,36.54,35.24,35.54,238248.0,8670535.00,15.00
20210930,35.74,37.09,35.54,36.89,233000.0,8634775.00,15.00
20211004,36.99,38.59,36.99,38.19,337050.0,13058330.00,15.00
20211005,38.14,38.24,36.84,36.99,344550.0,13111610.00,15.00
20211006,36.99,37.04,35.64,36.04,214500.0,7945379.00,15.00
20211007,35.34,36.74,35.29,36.29,458189.0,16857224.00,15.00
20211008,36.94,36.94,36.04,36.24,460500.0,17023314.00,15.00
20211011,36.44,37.54,36.09,36.54,144500.0,5389675.00,15.00
20211012,37.04,40.04,37.04,39.14,1755791.0,69543536.00,15.00
20211015,39.29,40.94,38.54,39.49,503000.0,20301600.00,15.00
20211018,39.59,39.99,37.29,37.94,213029.0,8338783.00,15.00
20211019,37.94,38.84,37.89,38.14,172500.0,6736650.00,15.00
20211020,38.44,38.54,37.09,37.39,149500.0,5707575.00,15.00
20211021,37.64,38.24,36.54,37.49,192500.0,7350850.00,15.00
20211022,37.69,37.84,37.04,37.24,233000.0,8891024.00,15.00
20211025,37.59,37.84,36.84,37.19,134665.0,5127921.00,15.00
20211026,37.54,37.54,37.14,37.39,188000.0,7150200.00,15.00
20211027,37.39,40.64,37.04,40.19,591000.0,23475677.00,15.00
20211028,39.89,42.09,38.54,41.24,423000.0,17435737.00,15.00
20211029,41.19,41.19,39.39,39.69,235872.0,9610116.00,15.00
20211101,40.69,40.74,39.19,40.39,421400.0,17220875.00,15.00
20211102,40.39,42.04,40.39,41.24,334500.0,13939467.00,15.00
20211103,41.34,41.94,39.29,39.99,190500.0,7775850.00,15.00
20211104,40.19,40.64,39.44,40.09,111500.0,4555273.00,15.00
20211105,40.04,40.54,38.64,40.34,453500.0,18522129.00,15.00
20211108,40.09,40.24,39.04,39.74,212000.0,8566712.00,15.00
20211109,39.74,40.79,39.49,40.74,194000.0,7942714.00,15.00
20211110,41.74,43.84,40.39,41.79,1402463.0,59299806.00,15.00
20211111,42.49,45.64,41.64,44.79,606200.0,27236270.00,15.00
20211112,43.34,44.59,42.34,43.49,341500.0,15109050.00,15.00
20211115,42.39,43.64,40.39,41.19,293000.0,12436212.00,15.00
20211116,41.24,44.64,41.24,43.99,345000.0,15287594.00,15.00
20211117,43.59,43.89,42.74,43.24,341500.0,15049379.00,15.00
20211118,42.54,43.19,41.74,42.44,201000.0,8701953.00,15.00
20211119,42.04,42.39,41.44,42.39,282500.0,12048775.00,15.00
20211122,42.84,43.74,41.99,42.84,1021200.0,44366802.00,15.00
20211123,42.74,43.09,41.69,42.54,489500.0,21137686.00,15.00
20211124,42.84,44.69,42.29,43.39,414000.0,18494400.00,15.00
