,mean_bar_return,hit_rate
Q01,-5.300149671608376e-05,0.529936974789916
Q02,1.787520280556483e-05,0.5304621848739496
Q03,-7.817799629451363e-05,0.5320378151260504
Q04,-5.628410321883315e-07,0.5309873949579832
Q05,-0.00013104847337288452,0.5315126050420168
Q06,-9.969471758384892e-05,0.5315126050420168
Q07,-0.00021625318851125724,0.5267857142857143
Q08,-0.00028662648864297846,0.5257352941176471
Q09,-0.0004074574629313264,0.5241596638655462
Q10,-0.0006245280104702506,0.5152310924369747
