,0
scope,screened_universe
cross_sections,1882
sample_count,242909
factor_mean,-0.01743318392296383
factor_std,0.14332822959259342
factor_skew,0.9268238332743167
factor_kurtosis,12.1889828919049
coverage_mean,0.5430288423286506
