Date,Security_Type,Symbol,Side,Quantity,Available_Qty,Close_Price,Market_Value,Floating_PnL,Avg_Open_Price,Avg_Position_Price,Margin,Daily_PnL,Today_Lots,PnL_Ratio,Position_Weight
2018-12-04,Stock,北新建材(000786.XSHE),Long,200Shares,200Shares,16.05,3210,170,15.2,-,0,52,0Shares,5.59%,110142.44,2.91%
2018-12-04,Stock,光线传媒(300251.XSHE),Long,300Shares,300Shares,7.51,2253,48,7.35,-,0,42,0Shares,2.18%,110142.44,2.05%
2018-12-04,Stock,泸州老窖(000568.XSHE),Long,200Shares,200Shares,42.95,8590,606,39.92,-,0,10,0Shares,7.59%,110142.44,7.8%
2018-12-04,Stock,中文传媒(600373.XSHG),Long,200Shares,200Shares,12.48,2496,112,11.92,-,0,36,0Shares,4.7%,110142.44,2.27%
2018-12-04,,Cash,,,,,92714.44,,,,,,,,0
2018-12-05,Stock,君正集团(601216.XSHG),Long,300Shares,300Shares,2.87,861,-12.49,2.912,-,0,-18,0Shares,-1.43%,110196.44,0.78%
2018-12-05,Stock,北新建材(000786.XSHE),Long,200Shares,200Shares,15.83,3166,126,15.2,-,0,-44,0Shares,4.14%,110196.44,2.87%
2018-12-05,Stock,光线传媒(300251.XSHE),Long,300Shares,300Shares,7.47,2241,36,7.35,-,0,-12,0Shares,1.63%,110196.44,2.03%
2018-12-05,Stock,泸州老窖(000568.XSHE),Long,200Shares,200Shares,43.82,8764,780,39.92,-,0,174,0Shares,9.77%,110196.44,7.95%
2018-12-05,Stock,中文传媒(600373.XSHG),Long,200Shares,200Shares,12.25,2450,66,11.92,-,0,-46,0Shares,2.77%,110196.44,2.22%
2018-12-05,,Cash,,,,,92714.44,,,,,,,,0
2018-12-06,Stock,君正集团(601216.XSHG),Long,300Shares,300Shares,2.82,846,-27.49,2.912,-,0,-15,0Shares,-3.15%,109842.44,0.77%
2018-12-06,Stock,北新建材(000786.XSHE),Long,200Shares,200Shares,15.5,3100,60,15.2,-,0,-66,0Shares,1.97%,109842.44,2.82%
2018-12-06,Stock,光线传媒(300251.XSHE),Long,300Shares,300Shares,7.36,2208,3,7.35,-,0,-33,0Shares,0.14%,109842.44,2.01%
2018-12-06,Stock,泸州老窖(000568.XSHE),Long,200Shares,200Shares,42.28,8456,472,39.92,-,0,-308,0Shares,5.91%,109842.44,7.7%
2018-12-06,Stock,中文传媒(600373.XSHG),Long,200Shares,200Shares,12.59,2518,134,11.92,-,0,68,0Shares,5.62%,109842.44,2.29%
2018-12-06,,Cash,,,,,92714.44,,,,,,,,0
2018-12-07,Stock,君正集团(601216.XSHG),Long,300Shares,300Shares,2.84,852,-21.49,2.912,-,0,6,0Shares,-2.46%,110096.44,0.77%
2018-12-07,Stock,北新建材(000786.XSHE),Long,200Shares,200Shares,16.1,3220,180,15.2,-,0,120,0Shares,5.92%,110096.44,2.92%
2018-12-07,Stock,光线传媒(300251.XSHE),Long,300Shares,300Shares,7.68,2304,99,7.35,-,0,96,0Shares,4.49%,110096.44,2.09%
2018-12-07,Stock,泸州老窖(000568.XSHE),Long,200Shares,200Shares,42.61,8522,538,39.92,-,0,66,0Shares,6.74%,110096.44,7.74%
2018-12-07,Stock,中文传媒(600373.XSHG),Long,200Shares,200Shares,12.42,2484,100,11.92,-,0,-34,0Shares,4.19%,110096.44,2.26%
2018-12-07,,Cash,,,,,92714.44,,,,,,,,0
2018-12-10,Stock,君正集团(601216.XSHG),Long,300Shares,300Shares,2.79,837,-36.49,2.912,-,0,-15,0Shares,-4.18%,109984.44,0.76%
2018-12-10,Stock,北新建材(000786.XSHE),Long,200Shares,200Shares,15.61,3122,82,15.2,-,0,-98,0Shares,2.7%,109984.44,2.84%
2018-12-10,Stock,光线传媒(300251.XSHE),Long,300Shares,300Shares,7.83,2349,144,7.35,-,0,45,0Shares,6.53%,109984.44,2.14%
2018-12-10,Stock,泸州老窖(000568.XSHE),Long,200Shares,200Shares,42.25,8450,466,39.92,-,0,-72,0Shares,5.84%,109984.44,7.68%
2018-12-10,Stock,中文传媒(600373.XSHG),Long,200Shares,200Shares,12.56,2512,128,11.92,-,0,28,0Shares,5.37%,109984.44,2.28%
2018-12-10,,Cash,,,,,92714.44,,,,,,,,0
2018-12-11,Stock,君正集团(601216.XSHG),Long,300Shares,300Shares,2.79,837,-36.49,2.912,-,0,0,0Shares,-4.18%,110022.44,0.76%
2018-12-11,Stock,北新建材(000786.XSHE),Long,200Shares,200Shares,15.54,3108,68,15.2,-,0,-14,0Shares,2.24%,110022.44,2.82%
2018-12-11,Stock,光线传媒(300251.XSHE),Long,300Shares,300Shares,7.71,2313,108,7.35,-,0,-36,0Shares,4.9%,110022.44,2.1%
2018-12-11,Stock,泸州老窖(000568.XSHE),Long,200Shares,200Shares,42.46,8492,508,39.92,-,0,42,0Shares,6.36%,110022.44,7.72%
2018-12-11,Stock,中文传媒(600373.XSHG),Long,200Shares,200Shares,12.79,2558,174,11.92,-,0,46,0Shares,7.3%,110022.44,2.32%
2018-12-11,,Cash,,,,,92714.44,,,,,,,,0
2018-12-12,Stock,北新建材(000786.XSHE),Long,1400Shares,200Shares,15.61,21854,106,15.534,-,0,38,1200Shares,0.49%,109885.56,19.89%
2018-12-12,Stock,泸州老窖(000568.XSHE),Long,500Shares,200Shares,43.24,21620,826,41.588,-,0,318,300Shares,3.97%,109885.56,19.68%
2018-12-12,Stock,五粮液(000858.XSHE),Long,400Shares,0Shares,53.17,21268,-128,53.49,-,0,-128,400Shares,-0.6%,109885.56,19.35%
2018-12-12,Stock,洋河Shares份(002304.XSHE),Long,200Shares,0Shares,99.44,19888,-378,101.33,-,0,-378,200Shares,-1.87%,109885.56,18.1%
2018-12-12,,Cash,,,,,25255.56,,,,,,,,0
2018-12-13,Stock,北新建材(000786.XSHE),Long,500Shares,500Shares,16.11,8055,287.86,15.534,-,0,250,0Shares,3.71%,111014.86,7.26%
2018-12-13,Stock,泸州老窖(000568.XSHE),Long,200Shares,200Shares,44.03,8806,488.4,41.588,-,0,158,0Shares,5.87%,111014.86,7.93%
2018-12-13,Stock,五粮液(000858.XSHE),Long,200Shares,200Shares,54.01,10802,104,53.49,-,0,168,0Shares,0.97%,111014.86,9.73%
2018-12-13,Stock,洋河Shares份(002304.XSHE),Long,200Shares,200Shares,102.22,20444,178,101.33,-,0,556,0Shares,0.88%,111014.86,18.42%
2018-12-13,,Cash,,,,,62907.86,,,,,,,,0
2018-12-14,Stock,北新建材(000786.XSHE),Long,200Shares,200Shares,15.81,3162,55.14,15.534,-,0,-60,0Shares,1.77%,110378,2.86%
2018-12-14,Stock,泸州老窖(000568.XSHE),Long,200Shares,200Shares,43.2,8640,322.4,41.588,-,0,-166,0Shares,3.88%,110378,7.83%
2018-12-14,Stock,五粮液(000858.XSHE),Long,200Shares,200Shares,52.99,10598,-100,53.49,-,0,-204,0Shares,-0.93%,110378,9.6%
2018-12-14,Stock,洋河Shares份(002304.XSHE),Long,200Shares,200Shares,101.1,20220,-46,101.33,-,0,-224,0Shares,-0.23%,110378,18.32%
2018-12-14,,Cash,,,,,67758,,,,,,,,0
2018-12-17,Stock,北新建材(000786.XSHE),Long,200Shares,200Shares,16,3200,93.14,15.534,-,0,38,0Shares,3%,109906,2.91%
2018-12-17,Stock,泸州老窖(000568.XSHE),Long,200Shares,200Shares,42.64,8528,210.4,41.588,-,0,-112,0Shares,2.53%,109906,7.76%
2018-12-17,Stock,五粮液(000858.XSHE),Long,200Shares,200Shares,52.82,10564,-134,53.49,-,0,-34,0Shares,-1.25%,109906,9.61%
2018-12-17,Stock,洋河Shares份(002304.XSHE),Long,200Shares,200Shares,99.28,19856,-410,101.33,-,0,-364,0Shares,-2.02%,109906,18.07%
2018-12-17,,Cash,,,,,67758,,,,,,,,0
2018-12-18,Stock,北新建材(000786.XSHE),Long,200Shares,200Shares,15.4,3080,-26.86,15.534,-,0,-120,0Shares,-0.86%,109760,2.81%
2018-12-18,Stock,泸州老窖(000568.XSHE),Long,200Shares,200Shares,42.88,8576,258.4,41.588,-,0,48,0Shares,3.11%,109760,7.81%
2018-12-18,Stock,五粮液(000858.XSHE),Long,200Shares,200Shares,52.94,10588,-110,53.49,-,0,24,0Shares,-1.03%,109760,9.65%
2018-12-18,Stock,洋河Shares份(002304.XSHE),Long,200Shares,200Shares,98.79,19758,-508,101.33,-,0,-98,0Shares,-2.51%,109760,18%
2018-12-18,,Cash,,,,,67758,,,,,,,,0
2018-12-19,Stock,北新建材(000786.XSHE),Long,200Shares,200Shares,15.29,3058,-48.86,15.534,-,0,-22,0Shares,-1.57%,109128,2.8%
2018-12-19,Stock,泸州老窖(000568.XSHE),Long,200Shares,200Shares,41.3,8260,-57.6,41.588,-,0,-316,0Shares,-0.69%,109128,7.57%
2018-12-19,Stock,五粮液(000858.XSHE),Long,200Shares,200Shares,52.56,10512,-186,53.49,-,0,-76,0Shares,-1.74%,109128,9.63%
2018-12-19,Stock,洋河Shares份(002304.XSHE),Long,200Shares,200Shares,97.7,19540,-726,101.33,-,0,-218,0Shares,-3.58%,109128,17.91%
2018-12-19,,Cash,,,,,67758,,,,,,,,0
2018-12-20,Stock,北新建材(000786.XSHE),Long,200Shares,200Shares,15.1,3020,-86.86,15.534,-,0,-38,0Shares,-2.8%,108360,2.79%
2018-12-20,Stock,泸州老窖(000568.XSHE),Long,200Shares,200Shares,41.05,8210,-107.6,41.588,-,0,-50,0Shares,-1.29%,108360,7.58%
2018-12-20,Stock,五粮液(000858.XSHE),Long,200Shares,200Shares,51.86,10372,-326,53.49,-,0,-140,0Shares,-3.05%,108360,9.57%
2018-12-20,Stock,洋河Shares份(002304.XSHE),Long,200Shares,200Shares,95,19000,-1266,101.33,-,0,-540,0Shares,-6.25%,108360,17.53%
2018-12-20,,Cash,,,,,67758,,,,,,,,0
2018-12-21,Stock,北新建材(000786.XSHE),Long,200Shares,200Shares,14.6,2920,-186.86,15.534,-,0,-100,0Shares,-6.01%,107508.56,2.72%
2018-12-21,Stock,泸州老窖(000568.XSHE),Long,200Shares,200Shares,39.68,7936,-381.6,41.588,-,0,-274,0Shares,-4.59%,107508.56,7.38%
2018-12-21,Stock,五粮液(000858.XSHE),Long,200Shares,200Shares,50.6,10120,-578,53.49,-,0,-252,0Shares,-5.4%,107508.56,9.41%
2018-12-21,Stock,洋河Shares份(002304.XSHE),Long,100Shares,100Shares,93.5,9350,-783,101.33,-,0,-150,0Shares,-7.73%,107508.56,8.7%
2018-12-21,,Cash,,,,,77182.56,,,,,,,,0
2018-12-24,Stock,北新建材(000786.XSHE),Long,100Shares,100Shares,14.6,1460,-93.43,15.534,-,0,0,0Shares,-6.01%,107509.79,1.36%
2018-12-24,Stock,泸州老窖(000568.XSHE),Long,200Shares,200Shares,40.16,8032,-285.6,41.588,-,0,96,0Shares,-3.43%,107509.79,7.47%
2018-12-24,Stock,五粮液(000858.XSHE),Long,100Shares,100Shares,50.96,5096,-253,53.49,-,0,36,0Shares,-4.73%,107509.79,4.74%
2018-12-24,,Cash,,,,,92921.79,,,,,,,,0
2018-12-25,Stock,泸州老窖(000568.XSHE),Long,200Shares,200Shares,40.53,8106,-211.6,41.588,-,0,74,0Shares,-2.54%,107545.35,7.54%
2018-12-25,Stock,五粮液(000858.XSHE),Long,100Shares,100Shares,50.86,5086,-263,53.49,-,0,-10,0Shares,-4.92%,107545.35,4.73%
2018-12-25,,Cash,,,,,94353.35,,,,,,,,0
2018-12-26,Stock,光线传媒(300251.XSHE),Long,2700Shares,0Shares,7.9,21330,-81,7.93,-,0,-81,2700Shares,-0.38%,108589.74,19.64%
2018-12-26,Stock,川投能源(600674.XSHG),Long,2500Shares,0Shares,8.39,20975,225,8.3,-,0,225,2500Shares,1.08%,108589.74,19.32%
2018-12-26,Stock,福耀玻璃(600660.XSHG),Long,900Shares,0Shares,23.21,20889,585,22.56,-,0,585,900Shares,2.88%,108589.74,19.24%
2018-12-26,Stock,大秦铁路(601006.XSHG),Long,2600Shares,0Shares,8.12,21112,78,8.09,-,0,78,2600Shares,0.37%,108589.74,19.44%
2018-12-26,Stock,长江电力(600900.XSHG),Long,1400Shares,0Shares,15.52,21728,336,15.28,-,0,336,1400Shares,1.57%,108589.74,20.01%
2018-12-26,,Cash,,,,,2555.74,,,,,,,,0
2018-12-27,Stock,光线传媒(300251.XSHE),Long,900Shares,900Shares,7.89,7101,-36,7.93,-,0,-9,0Shares,-0.5%,108899.3,6.52%
2018-12-27,Stock,川投能源(600674.XSHG),Long,800Shares,800Shares,8.57,6856,216,8.3,-,0,144,0Shares,3.25%,108899.3,6.3%
2018-12-27,Stock,福耀玻璃(600660.XSHG),Long,300Shares,300Shares,22.44,6732,-36,22.56,-,0,-231,0Shares,-0.53%,108899.3,6.18%
2018-12-27,Stock,大秦铁路(601006.XSHG),Long,800Shares,800Shares,8.16,6528,56,8.09,-,0,32,0Shares,0.87%,108899.3,5.99%
2018-12-27,Stock,长江电力(600900.XSHG),Long,500Shares,500Shares,15.58,7790,150,15.28,-,0,30,0Shares,1.96%,108899.3,7.15%
2018-12-27,,Cash,,,,,73892.3,,,,,,,,0
2018-12-28,Stock,光线传媒(300251.XSHE),Long,300Shares,300Shares,7.6,2280,-99,7.93,-,0,-87,0Shares,-4.16%,108985.53,2.09%
2018-12-28,Stock,川投能源(600674.XSHG),Long,300Shares,300Shares,8.67,2601,111,8.3,-,0,30,0Shares,4.46%,108985.53,2.39%
2018-12-28,Stock,福耀玻璃(600660.XSHG),Long,300Shares,300Shares,22.78,6834,66,22.56,-,0,102,0Shares,0.98%,108985.53,6.27%
2018-12-28,Stock,大秦铁路(601006.XSHG),Long,300Shares,300Shares,8.23,2469,42,8.09,-,0,21,0Shares,1.73%,108985.53,2.27%
2018-12-28,Stock,长江电力(600900.XSHG),Long,200Shares,200Shares,15.88,3176,120,15.28,-,0,60,0Shares,3.93%,108985.53,2.91%
2018-12-28,,Cash,,,,,91625.53,,,,,,,,0
