trade_date,available_cash,holding_market_value,stamp_tax,broker_commission,total_assets,nav,transaction_cost,return,nav_peak_to_date,nav_drawdown_to_date
2014-07-02,100000.0,0.0,0.0,0.0,100000.0,1.0,0.0,,1.0,0.0
2014-07-03,11583.391279999996,89406.0,0.0,10.608719999999998,100989.39128,1.0098939128,10.608719999999998,0.0098939127999999,1.0098939128,0.0
2014-07-04,11583.391279999996,90307.0,0.0,0.0,101890.39128,1.0189039128,0.0,0.008921729189375,1.0189039128,0.0
2014-07-07,11583.391279999996,89949.0,0.0,0.0,101532.39128,1.0153239128,0.0,-0.0035135795976697,1.0189039128,-0.0035135795976697
2014-07-08,11583.391279999996,90569.0,0.0,0.0,102152.39128,1.0215239128,0.0,0.0061064256655809,1.0215239128,0.0
2014-07-09,100270.94984,0.0,88.787,10.65444,100270.94984,1.0027094984,99.44144,-0.0184179872485115,1.0215239128,-0.0184179872485115
2014-07-10,10640.195439999996,90555.0,0.0,10.7544,101195.19544,1.0119519544,10.7544,0.0092174812493028,1.0215239128,-0.0093702734513215
2014-07-11,10640.195439999996,89792.0,0.0,0.0,100432.19544,1.0043219544,0.0,-0.0075398836543815,1.0215239128,-0.0168395063340704
2014-07-14,10640.195439999996,91107.0,0.0,0.0,101747.19544,1.0174719544,0.0,0.0130934108752567,1.0215239128,-0.0039665820341823
2014-07-15,10640.195439999996,90929.0,0.0,0.0,101569.19544,1.0156919544,0.0,-0.0017494339694597,1.0215239128,-0.0057090767302887
2014-07-16,101873.89912,0.0,91.336,10.96032,101873.89912,1.0187389912,102.29632,0.0029999615403077,1.0215239128,-0.0027262422006025
2014-07-17,10009.87676,92607.0,0.0,11.02236,102616.87676,1.0261687676,11.02236,0.007293110859778,1.0261687676,0.0
2014-07-18,10009.87676,92948.0,0.0,0.0,102957.87676,1.0295787676,0.0,0.0033230401349821,1.0295787676,0.0
2014-07-21,10009.87676,92946.0,0.0,0.0,102955.87676,1.0295587676,0.0,-1.9425420015761752e-05,1.0295787676,-1.9425420015761752e-05
2014-07-22,10009.87676,94615.0,0.0,0.0,104624.87676,1.0462487676,0.0,0.0162108279053425,1.0462487676,0.0
2014-07-23,102856.77164,0.0,92.951,11.15412,102856.77164,1.0285677164,104.10512,-0.0168994714713583,1.0462487676,-0.0168994714713583
2014-07-24,11377.795479999986,91036.0,0.0,10.97616,102413.79548,1.0241379547999998,10.97616,-0.0043067282098882,1.0462487676,-0.0211334182507286
2014-07-25,11377.795479999986,92501.0,0.0,0.0,103878.79548,1.0387879548,0.0,0.0143047134727674,1.0462487676,-0.007131012270738
2014-07-28,11377.795479999986,94883.0,0.0,0.0,106260.79548,1.0626079547999998,0.0,0.0229305700840418,1.0626079547999998,0.0
2014-07-29,11377.795479999986,96801.0,0.0,0.0,108178.79548,1.0817879547999998,0.0,0.0180499307513748,1.0817879547999998,0.0
2014-07-30,110152.04427999996,0.0,98.885,11.866199999999996,110152.04427999996,1.1015204427999998,110.75119999999998,0.0182406246182027,1.1015204427999998,0.0
2014-07-31,13016.389399999973,97239.0,0.0,11.65488,110255.38939999996,1.1025538939999997,11.65488,0.000938204285499,1.1025538939999997,0.0
2014-08-01,13016.389399999973,97540.0,0.0,0.0,110556.38939999996,1.1055638939999997,0.0,0.0027300252771136,1.1055638939999997,0.0
2014-08-04,13016.389399999973,100741.0,0.0,0.0,113757.38939999996,1.1375738939999998,0.0,0.0289535504675229,1.1375738939999998,0.0
2014-08-05,13016.389399999973,101513.0,0.0,0.0,114529.38939999996,1.1452938939999997,0.0,0.0067863723321344,1.1452938939999997,0.0
