period_end_date,return
2014-07-31,0.08%
2014-08-31,6.01%
2014-09-30,9.98%
2014-10-31,-0.15%
2014-11-30,-0.16%
2014-12-31,-2.8%
2015-01-31,-0.37%
2015-02-28,2.52%
2015-03-31,14.65%
2015-04-30,14.27%
2015-05-31,17.64%
2015-06-30,8.0%
