trade_date,group_id,next_period_nav_after_fees,cumulative_nav,group_label
2010-01-13,1.0,1.0009886715528564,1.0009886715528564,Group 1
2010-01-20,1.0,0.9332335575185425,0.9341562189890321,Group 1
2010-01-27,1.0,1.0211908042076667,0.953951740525003,Group 1
2010-02-03,1.0,0.9982124196287716,0.9522464751185413,Group 1
2010-02-10,1.0,1.0361839766225696,0.9867025393131549,Group 1
2010-02-24,1.0,1.0503650957916981,1.0363979072235736,Group 1
2010-03-03,1.0,0.9772195126132086,1.01278825777037,Group 1
2010-03-10,1.0,1.0003105661802933,1.0131027955510317,Group 1
2010-03-17,1.0,1.0138392107014762,1.0271233386009169,Group 1
2010-03-24,1.0,1.0196252181274834,1.0472808581647888,Group 1
2010-03-31,1.0,1.02266474806022,1.0710172149633848,Group 1
2010-04-08,1.0,1.006793877244002,1.0782935744480588,Group 1
2010-04-15,1.0,0.9938652683769327,1.0716785327579421,Group 1
2010-04-22,1.0,0.9332201600082967,1.0001120118178233,Group 1
2010-04-29,1.0,0.9414468816919421,0.9415523348685445,Group 1
2010-05-07,1.0,0.9798537856056555,0.9225836196667871,Group 1
2010-05-14,1.0,0.9485756660518595,0.8751403715139581,Group 1
2010-05-21,1.0,1.0546514223964574,0.92296803761376,Group 1
2010-05-28,1.0,0.9619609788790183,0.8878592369369792,Group 1
2010-06-04,1.0,1.0289442644488511,0.9135576694842383,Group 1
2010-06-11,1.0,0.9880748341515299,0.9026633427634969,Group 1
2010-06-23,1.0,0.9016334820906682,0.8138714928914541,Group 1
2010-06-30,1.0,1.0172532138129238,0.8279133917745538,Group 1
2010-07-07,1.0,1.0366754739180175,0.8582775077809589,Group 1
2010-07-14,1.0,1.042767657319196,0.8949840261185085,Group 1
2010-07-21,1.0,1.0466842376055316,0.9367656730469802,Group 1
2010-07-28,1.0,1.0220047688156304,0.9573789851167974,Group 1
2010-08-04,1.0,1.0128841520012484,0.9697140014838431,Group 1
2010-08-11,1.0,1.0390189379719732,1.0075512119582952,Group 1
2010-08-18,1.0,0.9845272304257571,0.9919616042214153,Group 1
2010-08-25,1.0,1.0282086295661925,1.0199434816587833,Group 1
2010-09-01,1.0,1.04271706922137,1.063512477966687,Group 1
2010-09-08,1.0,0.9990072628867936,1.0624566896594514,Group 1
2010-09-15,1.0,0.9879706025805616,1.049675975898597,Group 1
2010-09-27,1.0,1.0461872043381988,1.0981575746863237,Group 1
2010-10-11,1.0,0.9929615496895327,1.0904282471638307,Group 1
2010-10-18,1.0,1.075503741450311,1.1727596596078045,Group 1
2010-10-25,1.0,1.0187003504595589,1.1946906762473033,Group 1
2010-11-01,1.0,1.0403492067686373,1.2428954973677688,Group 1
2010-11-08,1.0,0.951166401150418,1.1822004372373593,Group 1
2010-11-15,1.0,0.989199637763945,1.1694322442795733,Group 1
2010-11-22,1.0,1.0268278606926755,1.2008056096186286,Group 1
2010-11-29,1.0,0.9759485465865635,1.171924489440293,Group 1
2010-12-06,1.0,1.0296736241636604,1.2066997362881338,Group 1
2010-12-13,1.0,0.9883381170144923,1.1926273451648985,Group 1
2010-12-20,1.0,0.9606904067474383,1.145745649324584,Group 1
2010-12-27,1.0,1.026928251421901,1.1765985762351454,Group 1
2011-01-04,1.0,0.9731055355576972,1.1449545876637253,Group 1
2011-01-11,1.0,0.9525093961840396,1.090580002953721,Group 1
2011-01-18,1.0,0.9736856458600376,1.0618820945380354,Group 1
2011-01-25,1.0,1.0566654431896085,1.122054114040143,Group 1
2011-02-01,1.0,1.0613222136755966,1.190860956176895,Group 1
2011-02-15,1.0,1.0040208391882888,1.195649216577294,Group 1
2011-02-22,1.0,1.0424877116267375,1.2464496156979648,Group 1
2011-03-01,1.0,1.018772095017468,1.2698480863183332,Group 1
2011-03-08,1.0,0.9907600133872111,1.2581147070004761,Group 1
2011-03-15,1.0,1.0020616537677236,1.260708503926392,Group 1
2011-03-22,1.0,1.014174141103743,1.2785779641517336,Group 1
2011-03-29,1.0,1.0051529364299365,1.2851663951217251,Group 1
2011-04-07,1.0,1.0121859480342186,1.3008273660280025,Group 1
2011-04-14,1.0,1.0008696242587178,1.3019585970619045,Group 1
2011-04-21,1.0,0.9351348770208164,1.2175068925496788,Group 1
2011-04-28,1.0,1.0155021081943232,1.2363808161253182,Group 1
2011-05-06,1.0,1.0145229023575963,1.2543366539947116,Group 1
2011-05-13,1.0,0.9939851213945735,1.2467919712905966,Group 1
2011-05-20,1.0,0.9243551887885749,1.1524786280023989,Group 1
2011-05-27,1.0,1.016544393896548,1.1715456883814237,Group 1
2011-06-03,1.0,0.98115680884322,1.149470029026351,Group 1
2011-06-13,1.0,0.9590398310272914,1.1023875424083676,Group 1
2011-06-20,1.0,1.0699349446088338,1.1794829541241652,Group 1
2011-06-27,1.0,1.0323893260723938,1.217685612122123,Group 1
2011-07-04,1.0,1.0112672258173878,1.231405550888487,Group 1
2011-07-11,1.0,1.017495400649983,1.252949484363894,Group 1
2011-07-18,1.0,0.9406404655665596,1.178574986303434,Group 1
2011-07-25,1.0,1.0128694084563243,1.1937425491985798,Group 1
2011-08-01,1.0,0.9285253402077583,1.108420206615088,Group 1
2011-08-08,1.0,1.0532753312630692,1.1674716603011865,Group 1
2011-08-15,1.0,0.95988486827584,1.1206383808639806,Group 1
2011-08-22,1.0,1.0331520234633618,1.157789810760327,Group 1
2011-08-29,1.0,0.9510835592165369,1.1011548540425726,Group 1
2011-09-05,1.0,0.987376319229941,1.0872542266867382,Group 1
2011-09-13,1.0,1.0013876214686466,1.0887629239935654,Group 1
2011-09-20,1.0,0.9786001983921201,1.0654636134220878,Group 1
2011-09-27,1.0,0.9491386419572856,1.0112726870983428,Group 1
2011-10-11,1.0,1.014942791345475,1.0263839238550312,Group 1
2011-10-18,1.0,0.9940787288946926,1.0203064263837565,Group 1
2011-10-25,1.0,1.0425901085625366,1.0637613878504943,Group 1
2011-11-01,1.0,1.0170225105846815,1.081869277334755,Group 1
2011-11-08,1.0,1.0337613132411143,1.1183946048927915,Group 1
2011-11-15,1.0,0.9472369185731312,1.0593846592874625,Group 1
2011-11-22,1.0,1.0036886862162115,1.063292396877842,Group 1
2011-11-29,1.0,0.9306918536727503,0.9895975718463805,Group 1
2011-12-06,1.0,0.9491128119497781,0.9392397341137908,Group 1
2011-12-13,1.0,0.9890715376755675,0.9289752880659183,Group 1
2011-12-20,1.0,0.9394908853127817,0.8727638158187461,Group 1
2011-12-27,1.0,0.9516756508980343,0.8305880724995572,Group 1
2012-01-05,1.0,1.0941234364988068,0.9087658761981356,Group 1
2012-01-12,1.0,0.9813065066591016,0.89177786734299,Group 1
2012-01-19,1.0,1.0247376122512375,0.9138383224395564,Group 1
2012-02-02,1.0,1.042481070331269,0.9526591524865201,Group 1
2012-02-09,1.0,1.0317899376835897,0.982944127577768,Group 1
2012-02-16,1.0,1.0298665897626584,1.0123013165957473,Group 1
2012-02-23,1.0,0.9978206273383011,1.0100951347809568,Group 1
2012-03-01,1.0,1.0217242631782157,1.0320387073239736,Group 1
2012-03-08,1.0,0.9612281619473956,0.9920246696995894,Group 1
2012-03-15,1.0,1.0186384091001857,1.0105144313309269,Group 1
2012-03-22,1.0,0.9127346588642069,0.9223315447581916,Group 1
2012-03-29,1.0,1.0320545457255592,0.9518964634337687,Group 1
2012-04-10,1.0,1.0292531609481466,0.9797424438845682,Group 1
2012-04-17,1.0,1.007174100944202,0.9867712150763152,Group 1
2012-04-24,1.0,1.028849282357204,1.015238856482013,Group 1
2012-05-03,1.0,1.000837024986132,1.0160886367717805,Group 1
2012-05-10,1.0,0.9913415801607318,1.0072909147607008,Group 1
2012-05-17,1.0,0.9864610632401829,0.9936532667670173,Group 1
2012-05-24,1.0,1.0131184640508981,1.006688471426158,Group 1
2012-05-31,1.0,0.9575648202578567,0.9639694651968455,Group 1
2012-06-07,1.0,1.020839380992258,0.9840579921469857,Group 1
2012-06-14,1.0,0.9893242009166159,0.9735523867364262,Group 1
2012-06-21,1.0,0.9714726654480463,0.9457795320961432,Group 1
2012-06-29,1.0,0.9996257028250732,0.945425529489176,Group 1
2012-07-06,1.0,0.974188074386331,0.9210222760487378,Group 1
2012-07-13,1.0,0.9886499839577407,0.9105686584403064,Group 1
2012-07-20,1.0,0.9770331852678463,0.8896557967610021,Group 1
2012-07-27,1.0,0.9895316171226899,0.8803425392514896,Group 1
2012-08-03,1.0,1.049683929381423,0.9240814158031233,Group 1
2012-08-10,1.0,0.9724489135431775,0.8986219688231886,Group 1
2012-08-17,1.0,0.9982894445161389,0.8970848260865,Group 1
2012-08-24,1.0,0.9697539682644839,0.8699515699672378,Group 1
2012-08-31,1.0,1.051790090596734,0.9150064405906119,Group 1
2012-09-07,1.0,1.0044202355213636,0.919050984561587,Group 1
2012-09-14,1.0,0.9337941086439372,0.8582043949270199,Group 1
2012-09-21,1.0,1.019263975370678,0.8747368232539017,Group 1
2012-09-28,1.0,1.022768021796226,0.894652850311708,Group 1
2012-10-12,1.0,1.0111007401759284,0.9045841591506721,Group 1
2012-10-19,1.0,0.9657244943861499,0.8735790797255034,Group 1
2012-10-26,1.0,1.0306557729217973,0.9003593216228012,Group 1
2012-11-02,1.0,0.9668495270613998,0.8705119842963281,Group 1
2012-11-09,1.0,0.9663144926653201,0.8411883464643874,Group 1
2012-11-16,1.0,1.0083874076053911,0.8482437359990892,Group 1
2012-11-23,1.0,0.9334107332339538,0.7917598075800182,Group 1
2012-11-30,1.0,1.048719357472435,0.8303338366778154,Group 1
2012-12-07,1.0,1.040559275010632,0.864011575110264,Group 1
2012-12-14,1.0,1.0123618650305404,0.8746923695866017,Group 1
2012-12-21,1.0,1.0479242157913402,0.9166113154577087,Group 1
2012-12-28,1.0,1.0288504739534798,0.9430559863397862,Group 1
2013-01-09,1.0,1.032843248000172,0.9740290079771905,Group 1
2013-01-16,1.0,0.9946638276232102,0.9688314212906306,Group 1
2013-01-23,1.0,1.0157569029722064,0.9840972039923319,Group 1
2013-01-30,1.0,1.0142687201915006,0.9981390116373365,Group 1
2013-02-06,1.0,1.0194968340274078,1.0175995622835106,Group 1
2013-02-20,1.0,0.9839061723735313,1.0012224903353497,Group 1
2013-02-27,1.0,1.0405854415332287,1.0418575471786087,Group 1
2013-03-06,1.0,0.9510080107499289,0.9908148734271288,Group 1
2013-03-13,1.0,1.014687770334972,1.0053677347325007,Group 1
2013-03-20,1.0,1.0007891108092033,1.0061610812792023,Group 1
2013-03-27,1.0,0.9570524130110677,0.9629488907160856,Group 1
2013-04-03,1.0,0.9934421358044104,0.9566340026634759,Group 1
2013-04-12,1.0,1.0219527726200546,0.9776347714045598,Group 1
2013-04-19,1.0,0.9619828682426419,0.940467901489498,Group 1
2013-04-26,1.0,1.0569533072612634,0.994030658852385,Group 1
2013-05-08,1.0,1.016783028364678,1.0107135035952641,Group 1
2013-05-15,1.0,1.0382613411099546,1.0493847577207598,Group 1
2013-05-22,1.0,1.0208259394260866,1.0712391811197108,Group 1
2013-05-29,1.0,0.9819381403255686,1.0518906093525737,Group 1
2013-06-05,1.0,0.9465179606691726,0.9956333544114514,Group 1
2013-06-17,1.0,0.9009203111966787,0.8969863114941579,Group 1
2013-06-24,1.0,1.0121007850413575,0.9078405500345887,Group 1
2013-07-01,1.0,0.9775131029657562,0.8874260330624497,Group 1
2013-07-08,1.0,1.0756918280622092,0.954596931774941,Group 1
2013-07-15,1.0,0.9784567586071733,0.9340318196408617,Group 1
2013-07-22,1.0,0.9954334638885598,0.9297665296072375,Group 1
2013-07-29,1.0,1.0539726224238601,0.9799484674520716,Group 1
2013-08-05,1.0,1.032353531138475,1.0116532607078832,Group 1
2013-08-12,1.0,0.9942139690353482,1.0057998036159363,Group 1
2013-08-19,1.0,1.020330205336309,1.0262479201506676,Group 1
2013-08-26,1.0,1.0077568580974556,1.0342083796400854,Group 1
2013-09-02,1.0,1.0336523875289139,1.0690119608173836,Group 1
2013-09-09,1.0,1.0142278408565157,1.0842216928696051,Group 1
2013-09-16,1.0,0.9938229543134347,1.0775244059383844,Group 1
2013-09-25,1.0,1.0169876822875412,1.0958290482035373,Group 1
2013-10-09,1.0,0.9946043284501366,1.0899163145846316,Group 1
2013-10-16,1.0,1.0066233449817215,1.097135206337332,Group 1
2013-10-23,1.0,0.9751380478950886,1.0698582833847612,Group 1
2013-10-30,1.0,1.001966055459628,1.071961684103838,Group 1
2013-11-06,1.0,0.9789383561641188,1.0493844089075315,Group 1
2013-11-13,1.0,1.0661719189003294,1.1188241889090307,Group 1
2013-11-20,1.0,1.0038337376280866,1.1231134673012646,Group 1
2013-11-27,1.0,1.0089953616765905,1.1332162791434892,Group 1
2013-12-04,1.0,1.0023950275276827,1.135930363326856,Group 1
2013-12-11,1.0,0.9769118214443173,1.109703800271544,Group 1
2013-12-18,1.0,0.9870444255054092,1.0953269500201954,Group 1
2013-12-25,1.0,1.0084417873800595,1.104573467243915,Group 1
2014-01-02,1.0,0.9509022141267642,1.0503413556679155,Group 1
2014-01-09,1.0,1.015325573228625,1.0664384390292574,Group 1
2014-01-16,1.0,1.0249159530963297,1.0930097691562335,Group 1
2014-01-23,1.0,1.0043571321916132,1.0977721572071717,Group 1
2014-01-30,1.0,1.046312740859946,1.1486129946471713,Group 1
2014-02-13,1.0,1.0191470193233894,1.1706055098507768,Group 1
2014-02-20,1.0,0.9461360655442093,1.107552091394587,Group 1
2014-02-27,1.0,1.0256989008374267,1.1360149627636211,Group 1
2014-03-06,1.0,0.9818569201909517,1.1154041526299276,Group 1
2014-03-13,1.0,0.9942649876139773,1.109007295999174,Group 1
2014-03-20,1.0,1.0177931647553693,1.1287400455317937,Group 1
2014-03-27,1.0,0.9959557390026912,1.124175126189549,Group 1
2014-04-03,1.0,1.0319195113230286,1.1600582468590235,Group 1
2014-04-11,1.0,0.9913524671693271,1.1500266050838173,Group 1
2014-04-18,1.0,0.9544248085336867,1.097613922365768,Group 1
2014-04-25,1.0,1.0041443851374425,1.1021628571922706,Group 1
2014-05-06,1.0,1.0224523779584986,1.1269090342337702,Group 1
2014-05-13,1.0,0.9748657615121165,1.0985850338131882,Group 1
2014-05-20,1.0,1.0183367934785827,1.1187295606968823,Group 1
2014-05-27,1.0,0.9873612362872715,1.1045902021207898,Group 1
2014-06-04,1.0,1.022246197073381,1.1291631334424945,Group 1
2014-06-11,1.0,1.0044564603973034,1.134195204228776,Group 1
2014-06-18,1.0,0.9883282375291744,1.1209571472094682,Group 1
2014-06-25,1.0,1.0427943909970694,1.1689278256581097,Group 1
2014-07-02,1.0,0.9960852363628183,1.1643517495117335,Group 1
2014-07-09,1.0,1.0349539118686915,1.2050503979483234,Group 1
2014-07-16,1.0,1.0065882171474574,1.2129895316436368,Group 1
2014-07-23,1.0,1.0456951859916732,1.2684173138980452,Group 1
2014-07-30,1.0,1.0241560590133527,1.2990572773861249,Group 1
2014-08-06,1.0,1.014831018762994,1.3183236202412425,Group 1
2014-08-13,1.0,1.014057751919538,1.336856286644261,Group 1
2014-08-20,1.0,0.9796314084205987,1.309626406941249,Group 1
2014-08-27,1.0,1.0450612094731238,1.3686397567959632,Group 1
2014-09-03,1.0,1.02526168229993,1.4032138995151964,Group 1
2014-09-11,1.0,1.0070393872989372,1.4130916656171357,Group 1
2014-09-18,1.0,1.0171499078561541,1.437326057474769,Group 1
2014-09-25,1.0,1.041419940094835,1.4968600166721193,Group 1
2014-10-09,1.0,0.9783969444250847,1.464523266544083,Group 1
2014-10-16,1.0,0.961659320147719,1.4083724488452996,Group 1
2014-10-23,1.0,1.06466849780135,1.499449779456934,Group 1
2014-10-30,1.0,1.02788251731043,1.5412582138887623,Group 1
2014-11-06,1.0,0.9998779178907136,1.5410700538350557,Group 1
2014-11-13,1.0,1.0054772809459982,1.5495109274773748,Group 1
2014-11-20,1.0,1.0648254700928665,1.6499587017651294,Group 1
2014-11-27,1.0,1.0666502971369474,1.7599289395014672,Group 1
2014-12-04,1.0,0.9949478554424349,1.7510375240880636,Group 1
2014-12-11,1.0,1.0201564317754446,1.786332192478588,Group 1
2014-12-18,1.0,0.9919712304898943,1.7719901430366958,Group 1
2014-12-25,1.0,1.032546658492193,1.8296625010736434,Group 1
2015-01-05,1.0,0.9719920866769218,1.7784174723330863,Group 1
2015-01-12,1.0,0.9791691855034971,1.7413715878695761,Group 1
2015-01-19,1.0,1.0866290378976597,1.8922249331490375,Group 1
2015-01-26,1.0,0.9634777791365018,1.8231166762171502,Group 1
2015-02-02,1.0,0.982689025134189,1.7915567492577142,Group 1
2015-02-09,1.0,1.0592504736522321,1.8977073352260871,Group 1
2015-02-16,1.0,1.0459436479173643,1.984894932885914,Group 1
2015-03-02,1.0,1.0193466472296693,2.023295994940416,Group 1
2015-03-09,1.0,1.0531329080346674,2.1307995949664957,Group 1
2015-03-16,1.0,1.072595112715397,2.285485231737011,Group 1
2015-03-23,1.0,1.0386643157692186,2.3738519544227765,Group 1
2015-03-30,1.0,1.0819358831189099,2.568355610701957,Group 1
2015-04-07,1.0,1.0193665649950399,2.6180958365669915,Group 1
2015-04-14,1.0,1.0135861500686274,2.653665679496639,Group 1
2015-04-21,1.0,1.023810999927164,2.7168521127978513,Group 1
2015-04-28,1.0,0.9713687535343816,2.6390652503456997,Group 1
2015-05-06,1.0,1.0587708960144115,2.794165479749014,Group 1
2015-05-13,1.0,1.0410988407304367,2.9090024417757028,Group 1
2015-05-20,1.0,1.1364877322057043,3.3060455880345248,Group 1
2015-05-27,1.0,1.040143410074961,3.43876153180151,Group 1
2015-06-03,1.0,1.0554421139462407,3.6294137404815983,Group 1
2015-06-10,1.0,0.9878784810070613,3.585419732893118,Group 1
2015-06-17,1.0,0.9024387923814633,3.2356218539327344,Group 1
2015-06-25,1.0,0.8006811173931356,2.590701321468511,Group 1
2015-07-02,1.0,0.8917119713870929,2.3101593826418325,Group 1
2015-07-09,1.0,1.1102202552230578,2.564785739402557,Group 1
2015-07-16,1.0,1.1514799745944355,2.953299418047427,Group 1
2015-07-23,1.0,0.8790784118428485,2.596181762113541,Group 1
2015-07-30,1.0,1.0188795120140468,2.6451964068820124,Group 1
2015-08-06,1.0,1.1190797995623227,2.960185864816499,Group 1
2015-08-13,1.0,0.9254666592404293,2.739553323042466,Group 1
2015-08-20,1.0,0.8061116846755987,2.208385944496397,Group 1
2015-08-27,1.0,0.9713116525493122,2.145031001215469,Group 1
2015-09-07,1.0,1.0120139480309196,2.170801292188783,Group 1
2015-09-14,1.0,1.0501917984151923,2.279757713045761,Group 1
2015-09-21,1.0,0.9938976614233596,2.2658458596080484,Group 1
2015-09-28,1.0,1.09898726971277,2.4901357548406335,Group 1
2015-10-12,1.0,1.04024171103914,2.590343078335161,Group 1
2015-10-19,1.0,1.0228000049541974,2.6494029133542734,Group 1
2015-10-26,1.0,0.9743026609110883,2.5813203083066583,Group 1
2015-11-02,1.0,1.104545898460342,2.851186759152505,Group 1
2015-11-09,1.0,1.0165048983006626,2.898245306648513,Group 1
2015-11-16,1.0,1.006680872052268,2.9176081127183178,Group 1
2015-11-23,1.0,0.9610876891185132,2.8040772388058746,Group 1
2015-11-30,1.0,1.0349441844256793,2.9020634309825564,Group 1
2015-12-07,1.0,0.9885660242286711,2.868881308025842,Group 1
2015-12-14,1.0,1.0436615788406909,2.994141195440797,Group 1
2015-12-21,1.0,0.9762291037650903,2.9229677757713053,Group 1
2015-12-28,1.0,0.9197311895066637,2.6883446292997895,Group 1
2016-01-05,1.0,0.9122640596567299,2.4524801852813924,Group 1
2016-01-12,1.0,0.9964906440117256,2.443873559257051,Group 1
2016-01-19,1.0,0.9116379490930805,2.2279278794039046,Group 1
2016-01-26,1.0,0.9987704070957273,2.225188435092158,Group 1
2016-02-02,1.0,1.054061726572955,2.345485963843412,Group 1
2016-02-16,1.0,1.0412020282794563,2.4421247428547557,Group 1
2016-02-23,1.0,0.9266892630088713,2.263090778131803,Group 1
2016-03-01,1.0,1.073818498215591,2.430148740699046,Group 1
2016-03-08,1.0,0.9821037454413242,2.3866581802200506,Group 1
2016-03-15,1.0,1.0699098492306882,2.553509093764423,Group 1
2016-03-22,1.0,0.9730814552103586,2.4847723448531687,Group 1
2016-03-29,1.0,1.068290137663479,2.6544577903455973,Group 1
2016-04-06,1.0,1.0087243603159735,2.677616236552115,Group 1
2016-04-13,1.0,0.958587895909307,2.5667305142490893,Group 1
2016-04-20,1.0,1.0021084296592588,2.5721422849926565,Group 1
2016-04-27,1.0,1.031122406255431,2.6521935421329705,Group 1
2016-05-05,1.0,0.9271230246324154,2.458909698692879,Group 1
2016-05-12,1.0,0.9892417279368685,2.432456079175668,Group 1
2016-05-19,1.0,1.013823242485564,2.4660805093935974,Group 1
2016-05-26,1.0,1.0437974346174625,2.574088509265162,Group 1
2016-06-02,1.0,0.9665771673600679,2.4880551798196207,Group 1
2016-06-13,1.0,1.0466290206185795,2.6040707560995933,Group 1
2016-06-20,1.0,1.0064455317668193,2.6208553768810785,Group 1
2016-06-27,1.0,1.0377587550202745,2.7198156130003004,Group 1
2016-07-04,1.0,1.0161602470131579,2.7637685051366288,Group 1
2016-07-11,1.0,1.016514468291252,2.809410672479068,Group 1
2016-07-18,1.0,0.9917715465140585,2.7862935674376668,Group 1
2016-07-25,1.0,0.9721590705995397,2.708720564937678,Group 1
2016-08-01,1.0,1.026296945230344,2.7799516412781506,Group 1
2016-08-08,1.0,1.0303522664597229,2.8643294742393692,Group 1
2016-08-15,1.0,0.9920097839818591,2.841442862993069,Group 1
2016-08-22,1.0,1.0031144096475257,2.8502922800584676,Group 1
2016-08-29,1.0,1.002978674217298,2.858782372184841,Group 1
2016-09-05,1.0,0.9799183934100936,2.8013734292604653,Group 1
2016-09-12,1.0,1.0126413155472798,2.836786474745512,Group 1
2016-09-21,1.0,0.9881110840094289,2.803060158664074,Group 1
2016-09-28,1.0,1.0338437177536652,2.897926135520445,Group 1
2016-10-12,1.0,1.0111980948214643,2.930377387171603,Group 1
2016-10-19,1.0,1.0137515515023507,2.9706746227326173,Group 1
2016-10-26,1.0,0.9907463810248133,2.943185131674593,Group 1
2016-11-02,1.0,1.0109799763518748,2.9755012348195695,Group 1
2016-11-09,1.0,1.0304013029113863,3.0659603491725234,Group 1
