Date,Benchmark_Return,Strategy_Return,Daily_Profit,Daily_Loss,Daily_Buy_Amount,Daily_Sell_Amount,Excess_Return(%)
2024-01-02 16:00:00,-1.3,0,0,0,0,0,1.32
2024-01-03 16:00:00,-1.54,0,0,0,0,0,1.56
2024-01-04 16:00:00,-2.45,0,0,0,0,0,2.51
2024-01-05 16:00:00,-2.97,0,0,0,0,0,3.06
2024-01-08 16:00:00,-4.23,0,0,0,0,0,4.42
2024-01-09 16:00:00,-4.04,0.32,319.75,0,94152,0,4.54
2024-01-10 16:00:00,-4.49,0.16,0,-164,0,0,4.87
2024-01-11 16:00:00,-3.95,2.29,2136,0,0,0,6.5
2024-01-12 16:00:00,-4.28,1.95,0,-344.27,0,-49440,6.51
2024-01-15 16:00:00,-4.38,-0.1,0,-2050.19,0,-44760,4.48
2024-01-16 16:00:00,-3.8,-0.1,0,0,0,0,3.85
2024-01-17 16:00:00,-5.89,-0.1,0,0,0,0,6.15
2024-01-18 16:00:00,-4.56,4.71,4814.18,0,99400,0,9.71
2024-01-19 16:00:00,-4.7,3.17,0,-1540,0,0,8.26
2024-01-22 16:00:00,-6.18,1.97,0,-1204,0,0,8.69
2024-01-23 16:00:00,-5.81,1.55,0,-420,0,0,7.81
2024-01-24 16:00:00,-4.49,2.08,532,0,0,0,6.88
2024-01-25 16:00:00,-2.57,5.27,3192,0,0,0,8.05
2024-01-26 16:00:00,-2.84,4.49,0,-784,0,0,7.54
2024-01-29 16:00:00,-3.71,2.53,0,-1960,0,0,6.48
2024-01-30 16:00:00,-5.42,2.84,308,0,0,0,8.73
2024-01-31 16:00:00,-6.29,-0.3,0,-3136,0,0,6.39
2024-02-01 16:00:00,-6.22,0.46,756,0,0,0,7.12
2024-02-02 16:00:00,-7.33,-3.41,0,-3864,0,0,4.23
2024-02-05 16:00:00,-6.72,-3.28,125.67,0,396,-96404,3.69
2024-02-06 16:00:00,-3.48,3.92,7204.25,0,94591,-377,7.67
2024-02-07 16:00:00,-2.55,7.99,4066.16,0,0,-106028,10.82
2024-02-08 16:00:00,-1.93,17.04,9053.72,0,107616,0,19.34
2024-02-19 16:00:00,-0.8,21.05,4012,0,0,0,22.03
2024-02-20 16:00:00,-0.59,21.53,472,0,0,0,22.25
2024-02-21 16:00:00,0.75,25.85,4320.63,0,0,-125670,24.91
2024-02-22 16:00:00,1.62,25.85,0,0,0,0,23.84
2024-02-23 16:00:00,1.71,25.85,0,0,0,0,23.73
2024-02-26 16:00:00,0.65,25.85,0,0,0,0,25.04
2024-02-27 16:00:00,1.86,25.85,0,0,0,0,23.55
2024-02-28 16:00:00,0.56,25.85,0,0,0,0,25.15
2024-02-29 16:00:00,2.48,25.85,0,0,0,0,22.8
2024-03-01 16:00:00,3.11,25.85,0,0,0,0,22.05
2024-03-04 16:00:00,3.2,25.85,0,0,0,0,21.95
2024-03-05 16:00:00,3.92,25.85,0,0,0,0,21.1
2024-03-06 16:00:00,3.5,25.85,0,0,0,0,21.59
2024-03-07 16:00:00,2.87,25.85,0,0,0,0,22.34
2024-03-08 16:00:00,3.32,25.85,0,0,0,0,21.81
2024-03-11 16:00:00,4.61,25.85,0,0,0,0,20.3
2024-03-12 16:00:00,4.85,25.85,0,0,0,0,20.03
2024-03-13 16:00:00,4.12,25.76,0,-86.12,123725,0,20.78
2024-03-14 16:00:00,3.82,25.37,0,-392,0,0,20.76
2024-03-15 16:00:00,4.05,21.1,0,-4270.92,0,-119168,16.39
2024-03-18 16:00:00,5.03,30.36,9263.73,0,120900,0,24.12
2024-03-19 16:00:00,4.27,34.24,3875,0,0,0,28.74
2024-03-20 16:00:00,4.5,33.62,0,-620,0,0,27.87
2024-03-21 16:00:00,4.37,35.63,2015,0,0,0,29.95
2024-03-22 16:00:00,3.32,28.66,0,-6975,0,0,24.53
2024-03-25 16:00:00,2.76,21.53,0,-7130,0,0,18.27
2024-03-26 16:00:00,3.28,16.57,0,-4956.53,0,-116560,12.87
2024-03-27 16:00:00,2.09,16.57,0,0,0,0,14.18
2024-03-28 16:00:00,2.62,19.98,3409.38,0,105412,0,16.92
2024-03-29 16:00:00,3.1,19.78,0,-197,0,0,16.18
2024-04-01 16:00:00,4.8,19.79,7,0,0,0,14.3
2024-04-02 16:00:00,4.36,17.19,0,-2599.61,0,-82008,12.29
2024-04-03 16:00:00,3.98,17.01,0,-183,0,0,12.53
2024-04-08 16:00:00,3.07,13.89,0,-3118.89,92960,0,10.5
2024-04-09 16:00:00,2.98,15.81,1926,0,0,0,12.46
2024-04-10 16:00:00,2.15,13.12,0,-2689.79,0,-89840,10.74
2024-04-11 16:00:00,2.13,12.84,0,-282,0,0,10.49
2024-04-12 16:00:00,1.3,12.93,90,0,0,0,11.48
2024-04-15 16:00:00,3.44,15.59,2658.07,0,83094,0,11.75
2024-04-16 16:00:00,2.33,14.09,0,-1496,0,0,11.49
2024-04-17 16:00:00,3.91,16.42,2326,0,6534,0,12.04
2024-04-18 16:00:00,4.04,16.54,122,0,0,0,12.01
2024-04-19 16:00:00,3.22,11.59,0,-4950.88,0,-79904,8.11
2024-04-22 16:00:00,2.91,11.7,112,0,0,0,8.54
2024-04-23 16:00:00,2.19,13.21,1503.15,0,79497,0,10.78
2024-04-24 16:00:00,2.64,16.43,3223.4,0,0,-25077,13.44
2024-04-25 16:00:00,2.89,16.44,7,0,0,0,13.17
2024-04-26 16:00:00,4.46,18.55,2111.57,0,24759,0,13.49
2024-04-29 16:00:00,5.62,23.6,5055.76,0,0,-7238,17.02
2024-04-30 16:00:00,5.05,14.12,0,-9480.38,0,-25677,8.63
2024-05-06 16:00:00,6.61,15.44,1314,0,0,0,8.28
2024-05-07 16:00:00,6.64,16.39,949,0,0,0,9.14
2024-05-08 16:00:00,5.8,17.37,985.87,0,0,-83950,10.94
2024-05-09 16:00:00,6.8,17.37,0,0,0,0,9.9
2024-05-10 16:00:00,6.85,17.37,0,0,0,0,9.85
2024-05-13 16:00:00,6.81,17.37,0,0,0,0,9.89
2024-05-14 16:00:00,6.59,19.14,1768.82,0,117260,0,11.77
2024-05-15 16:00:00,5.68,20.59,1452,0,0,0,14.11
2024-05-16 16:00:00,6.1,18.44,0,-2156,0,0,11.63
2024-05-17 16:00:00,7.19,19.01,572,0,0,0,11.03
2024-05-20 16:00:00,7.57,17.91,0,-1100,0,0,9.61
2024-05-21 16:00:00,7.14,15.8,0,-2112,0,0,8.08
2024-05-22 16:00:00,7.38,18.3,2508,0,0,0,10.17
2024-05-23 16:00:00,6.14,14.92,0,-3388,0,0,8.27
2024-05-24 16:00:00,4.97,14.7,0,-220,0,0,9.27
2024-05-27 16:00:00,5.96,18.61,3916,0,0,0,11.94
2024-05-28 16:00:00,5.19,17.64,0,-968,0,0,11.84
2024-05-29 16:00:00,5.32,19.05,1408,0,0,0,13.04
2024-05-30 16:00:00,4.76,17.42,0,-1628,0,0,12.08
2024-05-31 16:00:00,4.34,15.27,0,-2156,0,0,10.48
2024-06-03 16:00:00,4.59,12.35,0,-2918.15,0,-112420,7.42
2024-06-04 16:00:00,5.38,12.35,0,0,0,0,6.61
2024-06-05 16:00:00,4.77,12.35,0,0,0,0,7.23
2024-06-06 16:00:00,4.7,12.35,0,0,0,0,7.31
2024-06-07 16:00:00,4.17,12.35,0,0,0,0,7.85
2024-06-11 16:00:00,3.26,12.35,0,0,0,0,8.8
2024-06-12 16:00:00,3.29,12.35,0,0,0,0,8.77
2024-06-13 16:00:00,2.77,12.35,0,0,0,0,9.32
2024-06-14 16:00:00,3.22,11.88,0,-471.44,111471,0,8.39
2024-06-17 16:00:00,3.06,10.49,0,-1387,0,0,7.21
2024-06-18 16:00:00,3.34,14.51,4015,0,0,0,10.81
2024-06-19 16:00:00,2.85,14.58,73,0,0,0,11.4
2024-06-20 16:00:00,2.1,19.21,4628.2,0,0,0,16.76
2024-06-21 16:00:00,1.88,19.35,146,0,0,0,17.15
2024-06-24 16:00:00,1.33,16.29,0,-3066,0,0,14.76
2024-06-25 16:00:00,0.78,15.49,0,-803,0,0,14.6
2024-06-26 16:00:00,1.43,15.27,0,-219,0,0,13.64
2024-06-27 16:00:00,0.67,11.84,0,-3431,0,0,11.1
2024-06-28 16:00:00,0.89,15.27,3431,0,0,0,14.25
2024-07-01 16:00:00,1.37,17.68,2409,0,0,0,16.09
2024-07-02 16:00:00,1.19,19.35,1679,0,0,0,17.95
2024-07-03 16:00:00,0.94,15.12,0,-4234,0,0,14.05
2024-07-04 16:00:00,0.43,15.56,438,0,0,0,15.07
2024-07-05 16:00:00,-0,14.1,0,-1460,0,0,14.1
2024-07-08 16:00:00,-0.86,7.46,0,-6634.04,0,-105412,8.39
2024-07-09 16:00:00,0.25,7.57,103.83,0,107219,0,7.3
2024-07-10 16:00:00,-0.06,7.91,340,0,0,0,7.97
2024-07-11 16:00:00,1.08,12.95,5038.26,0,0,-112880,11.74
2024-07-12 16:00:00,1.2,12.95,0,0,0,0,11.61
2024-07-15 16:00:00,1.32,15.66,2717.16,0,112791,0,14.15
2024-07-16 16:00:00,1.96,15.4,0,-262,0,0,13.18
2024-07-17 16:00:00,2.05,12.65,0,-2751,0,0,10.39
2024-07-18 16:00:00,2.62,14.88,2227,0,0,0,11.95
2024-07-19 16:00:00,3.15,14.75,0,-131,0,0,11.25
2024-07-22 16:00:00,2.44,10.95,0,-3799,0,0,8.31
2024-07-23 16:00:00,0.26,7.53,0,-3414.82,0,-107551,7.25
2024-07-24 16:00:00,-0.38,7.53,0,0,0,0,7.94
2024-07-25 16:00:00,-0.93,10.29,2761.16,0,106134,0,11.33
2024-07-26 16:00:00,-0.64,15.68,5390,0,0,0,16.43
2024-07-29 16:00:00,-1.18,11.52,0,-4165,0,0,12.85
2024-07-30 16:00:00,-1.8,10.59,0,-931,0,0,12.62
2024-07-31 16:00:00,0.32,16.42,5831,0,0,0,16.05
2024-08-01 16:00:00,-0.35,14.65,0,-1764,0,0,15.05
2024-08-02 16:00:00,-1.36,13.14,0,-1519,0,0,14.7
2024-08-05 16:00:00,-2.56,11.32,0,-1813,0,0,14.24
2024-08-06 16:00:00,-2.57,14.26,2939,0,644,0,17.27
2024-08-07 16:00:00,-2.61,12.15,0,-2112,0,0,15.16
2024-08-08 16:00:00,-2.57,11.54,0,-613,0,0,14.48
2024-08-09 16:00:00,-2.9,10.75,0,-783,0,0,14.06
2024-08-12 16:00:00,-3.07,10.46,0,-294.67,0,-673,13.96
2024-08-13 16:00:00,-2.82,11.19,735,0,0,0,14.42
2024-08-14 16:00:00,-3.55,8.74,0,-2450,0,0,12.74
2024-08-15 16:00:00,-2.6,10.56,1813,0,0,0,13.51
2024-08-16 16:00:00,-2.49,9.87,0,-686,0,0,12.68
2024-08-19 16:00:00,-2.16,10.41,539,0,0,0,12.85
2024-08-20 16:00:00,-2.87,14.77,4361,0,0,0,18.16
2024-08-21 16:00:00,-3.19,13.06,0,-1715,0,0,16.79
2024-08-22 16:00:00,-3.44,7.57,0,-5488,0,0,11.4
2024-08-23 16:00:00,-3.03,6.78,0,-784,0,0,10.12
2024-08-26 16:00:00,-3.12,10.64,3858,0,1200,0,14.2
