trade_date,stock_code,target_weight
2014-07-02,sz300105,0.1
2014-07-02,sh600801,0.1
2014-07-02,sh600056,0.1
2014-07-02,sz002303,0.1
2014-07-02,sz002028,0.1
2014-07-02,sz300058,0.1
2014-07-02,sz002353,0.1
2014-07-02,sz002412,0.1
2014-07-02,sh600048,0.1
2014-07-02,sz300182,0.1
2014-07-09,sz000531,0.1
2014-07-09,sz002028,0.1
2014-07-09,sz300182,0.1
2014-07-09,sz300115,0.1
2014-07-09,sz002303,0.1
2014-07-09,sh600801,0.1
2014-07-09,sh600056,0.1
2014-07-09,sz300105,0.1
2014-07-09,sh600684,0.1
2014-07-09,sz002353,0.1
2014-07-16,sz002353,0.1
2014-07-16,sz300105,0.1
2014-07-16,sz002412,0.1
2014-07-16,sz002303,0.1
2014-07-16,sz300115,0.1
2014-07-16,sz300182,0.1
2014-07-16,sh600801,0.1
2014-07-16,sh600820,0.1
2014-07-16,sh600684,0.1
2014-07-16,sz002224,0.1
2014-07-23,sz300171,0.1
2014-07-23,sz002589,0.1
2014-07-23,sz002303,0.1
2014-07-23,sh600801,0.1
2014-07-23,sh600490,0.1
2014-07-23,sz002353,0.1
2014-07-23,sz300105,0.1
2014-07-23,sz300182,0.1
2014-07-23,sh600820,0.1
2014-07-23,sh600703,0.1
2014-07-30,sz002384,0.1
2014-07-30,sz002589,0.1
2014-07-30,sz002250,0.1
2014-07-30,sz002353,0.1
2014-07-30,sh600801,0.1
2014-07-30,sz002303,0.1
2014-07-30,sz300182,0.1
2014-07-30,sh600820,0.1
2014-07-30,sz300105,0.1
2014-07-30,sz300171,0.1
2014-08-06,sh600170,0.1
2014-08-06,sh600517,0.1
2014-08-06,sz002375,0.1
2014-08-06,sh600801,0.1
2014-08-06,sz002384,0.1
2014-08-06,sz300182,0.1
2014-08-06,sz300136,0.1
2014-08-06,sz300105,0.1
2014-08-06,sz002250,0.1
2014-08-06,sz300171,0.1
2014-08-13,sz300026,0.1
2014-08-13,sz300105,0.1
2014-08-13,sz300182,0.1
2014-08-13,sz300171,0.1
2014-08-13,sz002589,0.1
2014-08-13,sz002375,0.1
2014-08-13,sh600887,0.1
2014-08-13,sh601216,0.1
2014-08-13,sh600373,0.1
2014-08-13,sz002507,0.1
2014-08-20,sz002353,0.1
2014-08-20,sz002507,0.1
2014-08-20,sz300346,0.1
2014-08-20,sh600887,0.1
2014-08-20,sz002375,0.1
2014-08-20,sz002589,0.1
2014-08-20,sz300058,0.1
2014-08-20,sz300171,0.1
2014-08-20,sz002422,0.1
2014-08-20,sh600557,0.1
2014-08-27,sh600389,0.1
2014-08-27,sh600887,0.1
2014-08-27,sz300124,0.1
2014-08-27,sz300171,0.1
2014-08-27,sz002507,0.1
2014-08-27,sz300058,0.1
2014-08-27,sz300182,0.1
2014-08-27,sz002589,0.1
2014-08-27,sz300346,0.1
2014-08-27,sz300164,0.1
2014-09-03,sh600079,0.1
2014-09-03,sz300182,0.1
2014-09-03,sz300055,0.1
2014-09-03,sz002595,0.1
2014-09-03,sh600887,0.1
2014-09-03,sz000893,0.1
2014-09-03,sz300164,0.1
2014-09-03,sz300346,0.1
2014-09-03,sz002589,0.1
2014-09-03,sz300110,0.1
2014-09-11,sh601199,0.1
2014-09-11,sh600557,0.1
2014-09-11,sh600329,0.1
2014-09-11,sh600600,0.1
2014-09-11,sz002595,0.1
2014-09-11,sh600389,0.1
2014-09-11,sh600079,0.1
2014-09-11,sz300110,0.1
2014-09-11,sz300127,0.1
2014-09-11,sh600867,0.1
2014-09-18,sz000060,0.1
2014-09-18,sz002367,0.1
2014-09-18,sh600519,0.1
2014-09-18,sz002484,0.1
2014-09-18,sh600600,0.1
2014-09-18,sz000423,0.1
2014-09-18,sh600436,0.1
2014-09-18,sh600048,0.1
2014-09-18,sz000538,0.1
2014-09-18,sz002595,0.1
2014-09-25,sh600436,0.1
2014-09-25,sz002437,0.1
2014-09-25,sz002595,0.1
2014-09-25,sh600048,0.1
2014-09-25,sz000568,0.1
2014-09-25,sz000060,0.1
2014-09-25,sh600549,0.1
2014-09-25,sz000883,0.1
2014-09-25,sh600600,0.1
2014-09-25,sz000895,0.1
2014-10-09,sh600549,0.1
2014-10-09,sh601633,0.1
2014-10-09,sz000883,0.1
2014-10-09,sh600048,0.1
2014-10-09,sz000568,0.1
2014-10-09,sz000758,0.1
2014-10-09,sz002437,0.1
2014-10-09,sz002595,0.1
2014-10-09,sz002345,0.1
2014-10-09,sz300146,0.1
2014-10-16,sz002353,0.1
2014-10-16,sz000883,0.1
2014-10-16,sh600305,0.1
2014-10-16,sz002595,0.1
