horizon,mean_pearson_ic,mean_spearman_ic,pearson_t_stat_nw,spearman_t_stat_nw
1,-0.008348463176844829,-0.03921733074151913,-2.1440401620977383,-9.17493902743249
5,-0.003067053885773533,-0.03368143953881729,-0.49509462293185774,-4.877972910192171
10,0.002617206825103685,-0.02678928296496363,0.3417990134690653,-3.0398779029758125
21,0.014709515730365842,-0.01359960331540876,1.6478218104120206,-1.2913316326326774
42,0.03634004351853281,0.011798978347622705,4.069638038744159,1.1401147356353978
