year,1,2,3,4,5,6,7,8,9,10,11,12
2021,-0.00813070391342967,-0.03973932775320664,0.1634323079047359,0.09735403065692234,-0.103205997383211,-0.0977670269660684,-0.09767825189349372,-0.011608031905605994,-0.07625919201178502,-0.09429958675874382,-0.09321290293764198,0.009620649489238142
2022,0.03875035229835492,-0.02470143779606749,-0.08503231298851827,-0.05733119066119133,-0.014255699114427565,-0.0290640232758857,-0.11949268999313489,-0.06044384104420305,0.004726104431249035,-0.0794863794147457,-0.09531513670532013,-0.014435215463331267
2023,0.08078715326569322,-0.06644176648299044,-0.1145576239455062,-0.007686605317371022,-0.08668717260002913,0.04565683836794194,0.01006012461202034,-0.02196932348289904,-0.10804674983222386,-0.009961142579518021,-0.021909722781789282,0.017913533676126102
2024,-0.1113768700685173,0.18768954933768348,0.06404751227935603,-0.05390620193358255,-0.0681550071991193,0.15772400705489495,0.04121786753850904,-0.1741161226174585,-0.08846621977746792,-0.0037493788252046002,0.0830465678499408,0.03672509528442451
2025,0.1770832223806026,0.05951565350327389,0.0761109301548902,-0.07694520820323456,0.002168601054972019,0.009904166497544772,-0.13308578803642082,-0.02784085331974356,0.09023740026379408,0.003502654826470762,0.08996707013390629,-0.06003208607645934
2026,0.039100591631045914,0.027644241275455145,,,,,,,,,,
