candle_begin_time,Q01,Q02,Q03,Q04,Q05,Q06,Q07,Q08,Q09,Q10
2021-01-01,0.6929020673372887,0.6340006615056194,0.5657460495703173,0.3889674805487322,0.3969105020801101,0.45451904770281903,0.8073213413541035,1.3758546014727993,1.2075255301111611,0.8083306520899894
2021-01-02,0.916112905064313,0.7826049189551805,0.5850234490698489,0.6002274149545522,1.1365822877193688,0.6998647243444494,0.6883219099871359,0.7159669932371755,1.4379365655316088,1.1349919050677584
2021-01-03,0.8086216503243812,0.91730564252525,0.6051973729382647,0.5271273101720334,0.42138066209319663,0.9303921990017304,0.5791144628231989,0.5831739573834287,1.0930600090791356,1.0544193003642441
2021-01-04,0.7259044285451043,0.8079641621182355,0.5428809754623263,0.530444896861954,0.7871152431026666,0.6145672059500447,0.4494248298551824,0.46476205344776683,0.4209010795435874,1.1992807220887762
2021-01-05,0.8116447427969028,0.4991886373087475,0.7851474431063841,0.45758823462021764,0.4402347822028706,0.22210866646211597,0.46108393539621656,1.1324540637557798,0.40878247134232853,1.494075652891431
2021-01-06,0.5478525598092776,0.2697164258578562,0.3493761896328217,0.2575727661384553,0.13623496952004294,0.19259820673060957,0.214561792210113,0.34438481743422295,1.0588612618131554,0.8497090558186864
2021-01-07,0.652548232703076,0.37746922398206245,0.47053293791051676,0.41903444426797626,0.6022321450232083,0.16793346695314507,0.5022414984969169,0.19095515454013226,1.9357105794559366,0.3295282116461552
2021-01-08,0.2612280301129497,0.5195302358143772,0.26568543093441643,0.5322327379692451,0.6163617526227256,0.3041511341858068,0.3186903994424126,0.4231949918424311,1.1771178947036185,1.2865950748085262
2021-01-09,0.3504605749468449,0.21618065918185347,0.6682900392050507,0.19694838580693444,0.54115172370425,0.18023154736632496,0.10362124440090222,0.5373012652925266,1.9357757500872732,0.2719587775668152
2021-01-10,0.46525782498282564,0.4487839564466493,0.3365467933865892,0.17937100064095873,0.35447462238272975,0.44266675670651345,0.21968954173360017,1.1763709049105544,0.2561037650201571,1.1637830159166307
2021-01-11,0.9875320685734597,0.5168194517018365,0.7673562912256295,0.35984578914977183,0.585443689966539,0.9255991245305464,0.5442604434708621,0.312654628233225,2.5794678060678735,0.6604917195102074
2021-01-12,0.7713817264999931,0.7255638218931062,0.6456403280324883,1.0135200519892622,0.5027121425081613,0.5280803661106994,0.5113804254909262,0.7001249529559384,1.4883614055446779,1.3273490102619434
2021-01-13,1.2136905067901371,0.5974578793918897,0.5953818396777096,0.8168707329130314,0.8336074614569846,0.4475956359829779,0.31467175196486136,0.4087012414745129,2.194988775761607,0.44063978012491434
2021-01-14,1.1454755475572722,0.7818499947401554,0.7356227086340787,0.3911124595451143,0.5999700552473168,1.5951899436116355,0.28828705507310154,0.7603200307616291,0.7959948773610268,1.009912471632278
2021-01-15,0.5741129184974826,0.5599248330726867,1.2852894226865854,1.663456162266037,0.9887428362595254,0.34827941828072,1.6435023411805776,1.1259845349640636,0.7164311879876756,0.6716734394258571
2021-01-16,0.4572561737949008,0.3433806830901643,0.8752872192672847,0.4460250355484877,1.703844874931259,0.27891175773386306,0.6255005641457672,0.4064809884150935,2.0108552580057135,0.5413233424692581
2021-01-17,0.24112187972286647,2.0506083031015985,0.3971854197049962,1.2591793103098563,1.77956022693742,0.3571681987974495,0.7013128522060464,0.42042153528470966,0.2667985408962679,0.3281327938076809
2021-01-18,0.19276353655690825,2.101347081589577,0.5537923173005768,1.1685397903409873,2.069541259147207,0.679066840519343,0.7509424197923806,0.5416095994763193,0.5110155232157205,0.438219214384581
2021-01-19,0.5034510356337576,2.0491157293356435,1.6846421513276557,0.7956528128776806,0.9872941905121253,0.6358586022787298,1.0649145233605384,1.292030368960387,1.5197488754631356,0.5781864489283759
2021-01-20,0.4248960006259515,0.8944986620798636,2.1436613074305315,1.3598461041279164,0.6254524982525105,1.3048469220848695,0.9816326467545329,1.513982620573631,1.0433884651131222,0.5118140305194475
2021-01-21,1.1237781643405724,1.3007142190742707,1.544859030639039,1.0702482017562738,3.409578600872414,1.952794829208318,1.4732428588586184,1.099829108281827,1.4062319302165212,1.9938855499007218
2021-01-22,1.2725968594889903,2.7486162519383956,1.5924492736145326,1.797361549235082,1.312326445628045,1.3150312681334708,2.0904061966760374,1.4883935169667644,1.2611148863053545,1.1045075608239854
2021-01-23,1.2282541576366368,3.2262399320310475,1.9912302425108057,1.2005331508822,1.2717888157976487,1.416386859187265,1.1127990580405014,1.041033571791674,0.9639472610840155,1.4533316148468147
2021-01-24,2.3060148851503675,0.805696915937241,1.8378821147257254,1.0238388694479665,1.283352872024539,1.1631966230184285,0.8999784737090637,1.0506457711391481,0.6937925628627295,1.2356752648952791
2021-01-25,1.021185441383638,1.2936194327699448,0.7471945918003784,2.4589782214455234,0.7402840506158199,0.9645207199417686,1.1764988969323906,0.726090649939201,0.6657893326624851,1.4173667284622504
2021-01-26,1.0130082876868491,1.04704321247773,0.783650896896458,2.18852938888434,0.7325325768967023,1.0422727739300235,0.7051351363525488,0.7647607397531675,0.9461629119221884,1.20047167083487
2021-01-27,1.356866516128658,1.4635976743390948,2.211881392690989,1.181540293209471,1.0774429144988276,1.3276551077105243,1.0203910108644996,1.1364879373087675,1.1788154976138878,1.176190085483869
2021-01-28,1.3016633712211303,1.3738287630125932,0.969566675034846,0.9164150797811681,1.3653161999133043,1.129972687963261,1.2308324025467048,1.3777218104780862,0.6582958031683397,1.312488436844331
2021-01-29,1.4950968468328782,1.5749542905716978,0.9815787318403926,0.9892487441541723,1.4020403045111687,1.2371025151528363,0.9972389060128521,1.1853852281194692,1.0670626059547517,1.5134985883024061
2021-01-30,1.2678369160627305,0.8705807932043521,1.2620751109594566,0.7338661252668449,1.1488283693343635,0.8597419405101638,1.059052836396388,1.0378034384420145,0.7979289243080805,1.0584716238157417
2021-01-31,1.4395258327122102,1.0697640322991788,0.8976793590820328,1.0853741299040014,0.8548683284018487,1.213065167582154,1.1441336404662934,1.153485372803147,0.9424153641177722,1.3489195492286412
2021-02-01,0.9960620193916083,1.3801774811383765,0.9308390213606055,0.884085050591031,0.774045870837375,0.8908484587031111,0.385862863421848,0.888611704688768,0.9968027267276498,0.6393572362785205
2021-02-02,0.8028418848668002,0.2814796785132009,0.5507739948985655,0.6008500269279665,0.7085714585956115,0.4729047613490673,0.36681257263612754,0.4424610953090623,0.4610116992108072,0.8422583635680866
2021-02-03,0.5883764712762982,1.022705423114879,0.697326348056166,0.41233205503024506,0.459008265937242,0.20284926525907998,0.7887350362581802,0.44846806159540614,0.695079371936469,0.154396135498524
2021-02-04,1.1572801584536354,0.4267390787725393,1.0703166129714086,0.39975741789575076,0.3297115654274174,0.674287239128398,0.2899500631667603,0.2821092772770247,0.32248008386349875,0.0832640787323127
2021-02-05,0.7886552816154928,0.224652992513417,0.44579652043570966,0.40202908252646424,0.3464476323601418,0.07879493749495833,0.6923393962845371,-0.014804225012773259,0.059334790935596904,0.22052092260800968
2021-02-06,0.45456024376810855,0.6697674187277586,0.3207814145762195,0.317453871458875,0.26846323994114535,0.4955963147302037,1.0297336831464343,0.05231601771924793,0.10162930821036395,0.4976156189764299
2021-02-07,0.2601886155625384,0.5302467586774984,0.5383805800275336,0.38308717776614687,0.10731751138003216,0.1517121056033611,0.20443631505312337,0.11905440323383285,0.39562862767883356,0.7366877963658058
2021-02-08,0.5019773701565935,0.5779332405190679,0.5427369018275113,0.40075195850257883,0.28044485038384315,0.0680671961084865,-0.057414512977436674,0.380862967302947,0.02544455729167152,0.747628137200298
2021-02-09,0.23833501909823723,0.6000663979447743,0.24327479104587266,0.1353056519595855,-0.020764579614710565,0.1898359561532742,-0.12038728487203992,0.17674429797818064,0.30413259344337285,0.35448470457453835
2021-02-10,0.48421964225660363,0.045072153654376244,0.3724983876202584,0.6951157893853054,0.2263898873327002,0.133202498357987,0.19109009197112348,0.38648981000571997,0.21492954251598362,0.07964821269404994
2021-02-11,0.8383248143811987,0.03263682360734497,0.4278592419434791,-0.1468216392728582,0.11160751563879623,0.1575211086307848,0.07475437261526824,0.4595594866008669,-0.00912141060892686,0.030058528080376633
2021-02-12,0.16923285590366863,0.2470229782687337,-0.13997376450207416,0.032294993224252194,0.3714382419806844,-0.20835487239542116,0.29368088103605694,0.15867246483516623,-0.0112225783300838,0.10223407813140546
2021-02-13,0.36606648946814535,-0.1472803839053328,0.03549800282567541,0.7136766686167743,0.12754562598566632,-0.12029312428891499,-0.17556948509612189,-0.056921938592153686,-0.13223697014573776,0.14032267393336262
2021-02-14,-0.05265832539722631,0.11781361456553892,0.5315986656704641,-0.021569145289829283,0.3985168017544881,0.5673633460381697,-0.014668719673105929,-0.11170797612744361,0.1751646130495787,0.2614243581116438
2021-02-15,0.2612668331742639,-0.0004999664326454268,0.20469460441364445,0.2143592566205205,0.8174952386458276,0.04077212856614978,-0.0964570681377962,0.24044809734770442,1.2151361725942667,0.5526426861250442
2021-02-16,0.33731360268402355,0.0612692469312351,0.41499875303390255,0.12011973651872829,0.41285513717780226,0.0858131048198358,0.31793795432421623,0.4468518047024984,0.5584068564104967,1.8952576939319965
2021-02-17,0.07730563457953568,-0.015310922804654825,0.28298303616471926,1.0057357650635632,0.06824403702261339,0.06134047129831122,0.5593001165620171,1.2684327923214127,0.13978824152078642,0.41785428702819855
2021-02-18,0.23586030382918738,-0.027992980921624055,0.4669674688781792,0.24188225051794257,0.16884411098838395,0.2190647812709506,0.015423678003417735,2.028542852009829,0.21436637938701741,0.3638733951876211
2021-02-19,0.5165914715880686,-0.1366293390777418,0.5700472576522738,-0.047802352678130294,-0.01681611996525647,-0.010369773700234775,0.54147453628415,0.17353602521060743,0.34041195724636514,2.9491098984699464
2021-02-20,0.137365818985199,0.3029590329063394,0.2947406741763305,1.0143442164000829,0.22347482371362565,0.030828753703645906,0.5588627644735703,0.3420966070337162,0.7794382264143012,2.5066493888731523
