factor,weight,ascending,coverage,mean,std
W-42,20.0,False,0.7571061434715658,2.1310419349965124,8.249301500424137
returns_momentum,0.6,False,0.7614713534752827,0.015129837259423717,0.6258156036941012
price_vs_ma,0.6,False,0.7254107152338979,-0.0018076960772587943,0.097946537228427
trend_compression_score,0.1,False,0.7654797430043009,0.4111596236953897,0.47874568162447867
avg_amount_level,0.35,False,0.7399601762863061,16.58889712130921,2.467666757474255
bbi_upturn_score,0.16,False,0.7203892104285031,-0.0013561257823802178,0.026186851030553036
obv_bottom_rising_score,0.04,False,0.7672505708065629,0.024201990361843766,0.05503590660324813
