,W-42,returns_momentum,price_vs_ma,trend_compression_score,avg_amount_level,bbi_upturn_score,obv_bottom_rising_score
W-42,1.0,-0.02837984487909717,-0.03867603535852273,-0.0026595286311124435,-0.2764076374515582,-0.046787315571231995,0.0006487579796895309
returns_momentum,-0.02837984487909717,1.0,0.7765871400554495,0.08950606101805214,0.09508381580535512,0.6381345103130244,-0.030377408823601945
price_vs_ma,-0.03867603535852273,0.7765871400554495,1.0,0.12104727285242226,0.09976586622463798,0.8923759410721295,-0.007971600414075124
trend_compression_score,-0.0026595286311124435,0.08950606101805214,0.12104727285242226,1.0,-0.040436335780840875,0.10390588343747155,-0.014136491516312322
avg_amount_level,-0.2764076374515582,0.09508381580535512,0.09976586622463798,-0.040436335780840875,1.0,0.08454402743325513,-0.005026825139750218
bbi_upturn_score,-0.046787315571231995,0.6381345103130244,0.8923759410721295,0.10390588343747155,0.08454402743325513,1.0,0.036611264729047556
obv_bottom_rising_score,0.0006487579796895309,-0.030377408823601945,-0.007971600414075124,-0.014136491516312322,-0.005026825139750218,0.036611264729047556,1.0
